date,net_value,equity_return,unit_money
2023-02-22,1.0,0.0,
2023-02-23,0.9999,-0.01,
2023-03-01,0.9999,0.0,
2023-03-02,0.9999,0.0,
2023-03-05,1.0067,0.68,
2023-03-06,1.0082,0.15,
2023-03-07,1.0088,0.06,
2023-03-08,1.0092,0.04,
2023-03-09,1.0086,-0.06,
2023-03-12,1.0093,0.07,
2023-03-13,1.0095,0.02,
2023-03-14,1.0098,0.03,
2023-03-15,1.0091,-0.07,
2023-03-16,1.0135,0.44,
2023-03-19,1.0152,0.17,
2023-03-20,1.0193,0.4,
2023-03-21,1.0217,0.24,
2023-03-22,1.0223,0.06,
2023-03-23,1.025,0.26,
2023-03-26,1.0266,0.16,
2023-03-27,1.0252,-0.14,
2023-03-28,1.0265,0.13,
2023-03-29,1.0227,-0.37,
2023-03-30,1.0293,0.65,
2023-04-02,1.04,1.04,
2023-04-03,1.0374,-0.25,
2023-04-05,1.0309,-0.63,
2023-04-06,1.0376,0.65,
2023-04-09,1.0301,-0.72,
2023-04-10,1.04,0.96,
2023-04-11,1.0568,1.62,
2023-04-12,1.0596,0.26,
2023-04-13,1.0543,-0.5,
2023-04-16,1.0423,-1.14,
2023-04-17,1.0434,0.11,
2023-04-18,1.0524,0.86,
2023-04-19,1.0748,2.13,
2023-04-20,1.0593,-1.44,
2023-04-23,1.0715,1.15,
2023-04-24,1.08,0.79,
2023-04-25,1.0809,0.08,
2023-04-26,1.0622,-1.73,
2023-04-27,1.0959,3.17,
2023-05-03,1.1183,2.04,
2023-05-04,1.1038,-1.3,
2023-05-07,1.101,-0.25,
2023-05-08,1.0836,-1.58,
2023-05-09,1.0773,-0.58,
2023-05-10,1.0811,0.35,
2023-05-11,1.062,-1.77,
2023-05-14,1.058,-0.38,
2023-05-15,1.0446,-1.27,
2023-05-16,1.046,0.13,
2023-05-17,1.0615,1.48,
2023-05-18,1.0523,-0.87,
2023-05-21,1.0462,-0.58,
2023-05-22,1.0365,-0.93,
2023-05-23,1.0425,0.58,
2023-05-24,1.0391,-0.33,
2023-05-25,1.0479,0.85,
2023-05-28,1.0583,0.99,
2023-05-29,1.0755,1.63,
2023-05-30,1.0807,0.48,
2023-05-31,1.091,0.95,
2023-06-01,1.084,-0.64,
2023-06-04,1.0937,0.89,
2023-06-05,1.0823,-1.04,
2023-06-06,1.0897,0.68,
2023-06-07,1.0756,-1.29,
2023-06-08,1.092,1.52,
2023-06-11,1.0919,-0.01,
2023-06-12,1.1,0.74,
2023-06-13,1.1057,0.52,
2023-06-14,1.1014,-0.39,
2023-06-15,1.1081,0.61,
2023-06-18,1.1153,0.65,
2023-06-19,1.1265,1.0,
2023-06-20,1.0957,-2.73,
2023-06-25,1.0722,-2.14,
2023-06-26,1.0748,0.24,
2023-06-27,1.069,-0.54,
2023-06-28,1.0764,0.69,
2023-06-29,1.0755,-0.08,
2023-07-02,1.0651,-0.97,
2023-07-03,1.066,0.08,
2023-07-04,1.0617,-0.4,
2023-07-05,1.0636,0.18,
2023-07-06,1.063,-0.06,
2023-07-09,1.0662,0.3,
2023-07-10,1.0653,-0.08,
2023-07-11,1.048,-1.62,
2023-07-12,1.0596,1.11,
2023-07-13,1.0663,0.63,
2023-07-16,1.0641,-0.21,
2023-07-17,1.0583,-0.55,
2023-07-18,1.0584,0.01,
2023-07-19,1.0403,-1.71,
2023-07-20,1.0364,-0.37,
2023-07-23,1.0386,0.21,
2023-07-24,1.0416,0.29,
2023-07-25,1.028,-1.31,
2023-07-26,1.0221,-0.57,
2023-07-27,1.0212,-0.09,
2023-07-30,1.0292,0.78,
2023-07-31,1.0337,0.44,
2023-08-01,1.033,-0.07,
2023-08-02,1.0287,-0.42,
2023-08-03,1.0434,1.43,
2023-08-06,1.0528,0.9,
2023-08-07,1.0488,-0.38,
2023-08-08,1.0283,-1.95,
2023-08-09,1.029,0.07,
2023-08-10,1.0191,-0.96,
2023-08-13,1.0306,1.13,
2023-08-14,1.0193,-1.1,
2023-08-15,1.0046,-1.44,
2023-08-16,1.0095,0.49,
2023-08-17,0.9901,-1.92,
2023-08-20,0.9853,-0.48,
2023-08-21,1.0031,1.81,
2023-08-22,0.9904,-1.27,
2023-08-23,1.0045,1.42,
2023-08-24,0.9795,-2.49,
2023-08-27,0.9858,0.64,
2023-08-28,1.0136,2.82,
2023-08-29,1.0248,1.1,
2023-08-30,1.0175,-0.71,
2023-08-31,1.0101,-0.73,
2023-09-03,1.0105,0.04,
2023-09-04,0.9978,-1.26,
2023-09-05,0.9913,-0.65,
2023-09-06,0.9793,-1.21,
2023-09-07,0.9742,-0.52,
2023-09-10,0.9851,1.12,
2023-09-11,0.9827,-0.24,
2023-09-12,0.9717,-1.12,
2023-09-13,0.9642,-0.77,
2023-09-14,0.9627,-0.16,
2023-09-17,0.9655,0.29,
2023-09-18,0.959,-0.67,
2023-09-19,0.9547,-0.45,
2023-09-20,0.9487,-0.63,
2023-09-21,0.9771,2.99,
2023-09-24,0.9755,-0.16,
2023-09-25,0.9791,0.37,
2023-09-26,0.9826,0.36,
2023-09-27,0.9824,-0.02,
2023-10-08,0.9755,-0.7,
2023-10-09,0.9686,-0.71,
2023-10-10,0.9779,0.96,
2023-10-11,0.9678,-1.03,
2023-10-12,0.9579,-1.02,
2023-10-15,0.9482,-1.01,
2023-10-16,0.9465,-0.18,
2023-10-17,0.9356,-1.15,
2023-10-18,0.9264,-0.98,
2023-10-19,0.9107,-1.69,
2023-10-22,0.8931,-1.93,
2023-10-23,0.9053,1.37,
2023-10-24,0.8975,-0.86,
2023-10-25,0.897,-0.06,
2023-10-26,0.907,1.11,
2023-10-29,0.9273,2.24,
2023-10-30,0.9223,-0.54,
2023-10-31,0.9217,-0.07,
2023-11-01,0.9201,-0.17,
2023-11-02,0.9373,1.87,
2023-11-05,0.9711,3.61,
2023-11-06,0.9849,1.42,
2023-11-07,0.9942,0.94,
2023-11-08,0.9864,-0.78,
2023-11-09,0.9808,-0.57,
2023-11-12,0.9847,0.4,
2023-11-13,0.9844,-0.03,
2023-11-14,0.9829,-0.15,
2023-11-15,0.9742,-0.89,
2023-11-16,0.9855,1.16,
2023-11-19,0.9877,0.22,
2023-11-20,0.9875,-0.02,
2023-11-21,0.9746,-1.31,
2023-11-22,0.9775,0.3,
2023-11-23,0.9649,-1.29,
2023-11-26,0.9649,0.0,
2023-11-27,0.9677,0.29,
2023-11-28,0.966,-0.18,
2023-11-29,0.9644,-0.17,
2023-11-30,0.9903,2.69,
2023-12-03,0.9908,0.05,
2023-12-04,0.9717,-1.93,
2023-12-05,0.9827,1.13,
2023-12-06,0.9911,0.85,
2023-12-07,0.9986,0.76,
2023-12-10,1.0222,2.36,
2023-12-11,1.0196,-0.25,
2023-12-12,1.015,-0.45,
2023-12-13,1.0124,-0.26,
2023-12-14,1.0067,-0.56,
2023-12-17,0.9964,-1.02,
2023-12-18,1.0036,0.72,
2023-12-19,0.9837,-1.98,
2023-12-20,0.9885,0.49,
2023-12-21,0.9464,-4.26,
2023-12-24,0.9395,-0.73,
2023-12-25,0.9315,-0.85,
2023-12-26,0.9295,-0.21,
2023-12-27,0.935,0.59,
2023-12-28,0.9562,2.27,
2023-12-30,0.9561,-0.01,
2024-01-01,0.9451,-1.15,
2024-01-02,0.9394,-0.6,
2024-01-03,0.9343,-0.54,
2024-01-04,0.9177,-1.78,
2024-01-07,0.9057,-1.31,
2024-01-08,0.9051,-0.07,
2024-01-09,0.8914,-1.51,
2024-01-10,0.9069,1.74,
2024-01-11,0.8949,-1.32,
2024-01-14,0.8972,0.26,
2024-01-15,0.8926,-0.51,
2024-01-16,0.8723,-2.27,
2024-01-17,0.8864,1.62,
2024-01-18,0.8897,0.37,
2024-01-21,0.8541,-4.0,
2024-01-22,0.8755,2.51,
2024-01-23,0.8764,0.1,
2024-01-24,0.8917,1.75,
2024-01-25,0.8805,-1.26,
2024-01-28,0.8603,-2.29,
2024-01-29,0.8422,-2.1,
2024-01-30,0.8227,-2.32,
2024-01-31,0.8277,0.61,
2024-02-01,0.8158,-1.44,
2024-02-04,0.7898,-3.19,
2024-02-05,0.834,5.6,
2024-02-06,0.8446,1.27,
2024-02-07,0.8663,2.57,
2024-02-18,0.8907,2.82,
2024-02-19,0.8903,-0.04,
2024-02-20,0.8891,-0.13,
2024-02-21,0.8967,0.85,
2024-02-22,0.9067,1.12,
2024-02-25,0.9068,0.01,
2024-02-26,0.9327,2.86,
2024-02-27,0.901,-3.4,
2024-02-28,0.9266,2.84,
2024-02-29,0.9411,1.56,
2024-03-03,0.9542,1.39,
2024-03-04,0.9507,-0.37,
2024-03-05,0.9448,-0.62,
2024-03-06,0.9245,-2.15,
2024-03-07,0.941,1.78,
2024-03-10,0.9489,0.84,
2024-03-11,0.9477,-0.13,
2024-03-12,0.9577,1.06,
2024-03-13,0.9516,-0.64,
2024-03-14,0.9635,1.25,
2024-03-17,0.9834,2.07,
2024-03-18,0.9802,-0.33,
2024-03-19,0.9908,1.08,
2024-03-20,0.9921,0.13,
2024-03-21,0.9952,0.31,
2024-03-24,0.9667,-2.86,
2024-03-25,0.9514,-1.58,
2024-03-26,0.9277,-2.49,
2024-03-27,0.9427,1.62,
2024-03-28,0.9435,0.08,
2024-03-31,0.9643,2.2,
2024-04-01,0.9488,-1.61,
2024-04-02,0.9346,-1.5,
2024-04-07,0.9287,-0.63,
2024-04-08,0.9329,0.45,
2024-04-09,0.9167,-1.74,
2024-04-10,0.924,0.8,
2024-04-11,0.9283,0.47,
2024-04-14,0.9274,-0.1,
2024-04-15,0.9038,-2.54,
2024-04-16,0.926,2.46,
2024-04-17,0.9223,-0.4,
2024-04-18,0.9074,-1.62,
2024-04-21,0.8983,-1.0,
2024-04-22,0.9032,0.55,
2024-04-23,0.917,1.53,
2024-04-24,0.9125,-0.49,
2024-04-25,0.9407,3.09,
2024-04-28,0.9613,2.19,
2024-04-29,0.9512,-1.05,
2024-05-05,0.9558,0.48,
2024-05-06,0.9495,-0.66,
2024-05-07,0.932,-1.84,
2024-05-08,0.9383,0.68,
2024-05-09,0.9296,-0.93,
2024-05-12,0.9248,-0.52,
2024-05-13,0.9276,0.3,
2024-05-14,0.9196,-0.86,
2024-05-15,0.9224,0.3,
2024-05-16,0.9237,0.14,
2024-05-19,0.9304,0.73,
2024-05-20,0.9281,-0.25,
2024-05-21,0.9307,0.28,
2024-05-22,0.9139,-1.81,
2024-05-23,0.9015,-1.36,
2024-05-26,0.9079,0.71,
