date,net_value,equity_return,unit_money
2024-01-01,1.0,0.0,
2024-01-04,1.0002,0.0,
2024-01-07,1.0002,0.0,
2024-01-08,1.0002,0.0,
2024-01-09,0.9984,-0.18,
2024-01-10,1.0109,1.25,
2024-01-11,1.004,-0.68,
2024-01-14,1.0058,0.18,
2024-01-15,1.0034,-0.24,
2024-01-16,0.9835,-1.98,
2024-01-17,0.975,-0.86,
2024-01-18,0.9643,-1.1,
2024-01-21,0.9083,-5.81,
2024-01-22,0.9094,0.12,
2024-01-23,0.9222,1.41,
2024-01-24,0.9544,3.49,
2024-01-25,0.953,-0.15,
2024-01-28,0.9199,-3.47,
2024-01-29,0.895,-2.71,
2024-01-30,0.8518,-4.83,
2024-01-31,0.8381,-1.61,
2024-02-01,0.8025,-4.25,
2024-02-04,0.7304,-8.98,
2024-02-05,0.7425,1.66,
2024-02-06,0.7238,-2.52,
2024-02-07,0.79,9.15,
2024-02-18,0.8158,3.27,
2024-02-19,0.8253,1.16,
2024-02-20,0.8383,1.58,
2024-02-21,0.8594,2.52,
2024-02-22,0.8864,3.14,
2024-02-25,0.9027,1.84,
2024-02-26,0.9276,2.76,
2024-02-27,0.8598,-7.31,
2024-02-28,0.8999,4.66,
2024-02-29,0.9149,1.67,
2024-03-03,0.9206,0.62,
2024-03-04,0.9033,-1.88,
2024-03-05,0.9148,1.27,
2024-03-06,0.9075,-0.8,
2024-03-07,0.9189,1.26,
2024-03-10,0.9376,2.04,
2024-03-11,0.9504,1.37,
2024-03-12,0.9568,0.67,
2024-03-13,0.9515,-0.55,
2024-03-14,0.9665,1.58,
2024-03-17,0.9878,2.2,
2024-03-18,0.9851,-0.27,
2024-03-19,0.9973,1.24,
2024-03-20,1.0015,0.42,
2024-03-21,0.9915,-1.0,
2024-03-24,0.9714,-2.03,
2024-03-25,0.972,0.06,
2024-03-26,0.9407,-3.22,
2024-03-27,0.966,2.69,
2024-03-28,0.98,1.45,
2024-03-31,1.0,2.04,
2024-04-01,0.9976,-0.24,
2024-04-02,0.9887,-0.89,
2024-04-07,0.9666,-2.24,
2024-04-08,0.9797,1.36,
2024-04-09,0.9559,-2.43,
2024-04-10,0.9619,0.63,
2024-04-11,0.9612,-0.07,
2024-04-14,0.9274,-3.52,
2024-04-15,0.8598,-7.29,
2024-04-16,0.9228,7.33,
2024-04-17,0.9278,0.54,
2024-04-18,0.9243,-0.38,
2024-04-21,0.9196,-0.51,
2024-04-22,0.9254,0.63,
2024-04-23,0.9448,2.1,
2024-04-24,0.9473,0.26,
2024-04-25,0.9577,1.1,
2024-04-28,0.9802,2.35,
2024-04-29,0.9752,-0.51,
2024-05-05,0.9952,2.05,
2024-05-06,0.9982,0.3,
2024-05-07,0.9851,-1.31,
2024-05-08,0.9962,1.13,
2024-05-09,0.9861,-1.01,
2024-05-12,0.9751,-1.12,
2024-05-13,0.9864,1.16,
2024-05-14,0.98,-0.65,
2024-05-15,0.9819,0.19,
2024-05-16,0.9892,0.74,
2024-05-19,0.9916,0.24,
2024-05-20,0.9855,-0.62,
2024-05-21,0.9876,0.21,
2024-05-22,0.9689,-1.89,
2024-05-23,0.966,-0.3,
2024-05-26,0.973,0.72,
