date,net_value,cumulative_net_value,daily_growth_rate,purchase_status,redemption_status,dividend
2025-12-04,1.7552,1.7552,-0.0058,开放申购,开放赎回,
2025-12-03,1.7655,1.7655,-0.0033,开放申购,开放赎回,
2025-12-02,1.7713,1.7713,-0.0032,开放申购,开放赎回,
2025-12-01,1.777,1.777,0.0049,开放申购,开放赎回,
2025-11-28,1.7683,1.7683,0.0096,开放申购,开放赎回,
2025-11-27,1.7515,1.7515,0.0058,开放申购,开放赎回,
2025-11-26,1.7414,1.7414,-0.0027,开放申购,开放赎回,
2025-11-25,1.7461,1.7461,0.0111,开放申购,开放赎回,
2025-11-24,1.727,1.727,0.0191,开放申购,开放赎回,
2025-11-21,1.6947,1.6947,-0.0346,开放申购,开放赎回,
2025-11-20,1.7554,1.7554,-0.0062,开放申购,开放赎回,
2025-11-19,1.7663,1.7663,-0.0106,开放申购,开放赎回,
2025-11-18,1.7852,1.7852,-0.009399999999999999,开放申购,开放赎回,
2025-11-17,1.8021,1.8021,-0.002,开放申购,开放赎回,
2025-11-14,1.8057,1.8057,-0.011200000000000002,开放申购,开放赎回,
2025-11-13,1.8262,1.8262,0.0147,开放申购,开放赎回,
2025-11-12,1.7997,1.7997,-0.006,开放申购,开放赎回,
2025-11-11,1.8105,1.8105,0.0016,开放申购,开放赎回,
2025-11-10,1.8076,1.8076,0.0040999999999999995,开放申购,开放赎回,
2025-11-07,1.8003,1.8003,0.0008,开放申购,开放赎回,
2025-11-06,1.7988,1.7988,0.0085,开放申购,开放赎回,
2025-11-05,1.7837,1.7837,0.006,开放申购,开放赎回,
2025-11-04,1.7731,1.7731,-0.0102,开放申购,开放赎回,
2025-11-03,1.7914,1.7914,-0.0031,开放申购,开放赎回,
2025-10-31,1.7969,1.7969,0.0021,开放申购,开放赎回,
2025-10-30,1.7932,1.7932,-0.009899999999999999,开放申购,开放赎回,
2025-10-29,1.8112,1.8112,0.0064,开放申购,开放赎回,
2025-10-28,1.7996,1.7996,-0.0034000000000000002,开放申购,开放赎回,
2025-10-27,1.8058,1.8058,0.0075,开放申购,开放赎回,
2025-10-24,1.7923,1.7923,0.014199999999999999,开放申购,开放赎回,
2025-10-23,1.7672,1.7672,-0.0005,开放申购,开放赎回,
2025-10-22,1.768,1.768,-0.004699999999999999,开放申购,开放赎回,
2025-10-21,1.7764,1.7764,0.0203,开放申购,开放赎回,
2025-10-20,1.7411,1.7411,0.0103,开放申购,开放赎回,
2025-10-17,1.7234,1.7234,-0.0271,开放申购,开放赎回,
2025-10-16,1.7714,1.7714,-0.0075,开放申购,开放赎回,
2025-10-15,1.7848,1.7848,0.013600000000000001,开放申购,开放赎回,
2025-10-14,1.7608,1.7608,-0.018600000000000002,开放申购,开放赎回,
2025-10-13,1.7942,1.7942,-0.0007000000000000001,开放申购,开放赎回,
2025-10-10,1.7955,1.7955,-0.0089,开放申购,开放赎回,
2025-10-09,1.8117,1.8117,0.0070999999999999995,开放申购,开放赎回,
2025-09-30,1.7989,1.7989,0.013000000000000001,开放申购,开放赎回,
2025-09-29,1.7759,1.7759,0.011699999999999999,开放申购,开放赎回,
2025-09-26,1.7553,1.7553,-0.0076,开放申购,开放赎回,
2025-09-25,1.7688,1.7688,-0.0011,开放申购,开放赎回,
2025-09-24,1.7707,1.7707,0.0179,开放申购,开放赎回,
2025-09-23,1.7395,1.7395,-0.008100000000000001,开放申购,开放赎回,
2025-09-22,1.7537,1.7537,0.009000000000000001,开放申购,开放赎回,
2025-09-19,1.738,1.738,-0.0060999999999999995,开放申购,开放赎回,
2025-09-18,1.7487,1.7487,-0.012,开放申购,开放赎回,
2025-09-17,1.7699,1.7699,0.0063,开放申购,开放赎回,
2025-09-16,1.7589,1.7589,0.0079,开放申购,开放赎回,
2025-09-15,1.7452,1.7452,-0.0032,开放申购,开放赎回,
2025-09-12,1.7508,1.7508,0.0021,开放申购,开放赎回,
2025-09-11,1.7471,1.7471,0.0179,开放申购,开放赎回,
2025-09-10,1.7163,1.7163,0.0016,开放申购,开放赎回,
2025-09-09,1.7136,1.7136,-0.0103,开放申购,开放赎回,
2025-09-08,1.7315,1.7315,0.011899999999999999,开放申购,开放赎回,
2025-09-05,1.7112,1.7112,0.0269,开放申购,开放赎回,
2025-09-04,1.6663,1.6663,-0.0155,开放申购,开放赎回,
2025-09-03,1.6925,1.6925,-0.0137,开放申购,开放赎回,
2025-09-02,1.716,1.716,-0.024900000000000002,开放申购,开放赎回,
2025-09-01,1.7598,1.7598,0.0062,开放申购,开放赎回,
2025-08-29,1.7489,1.7489,0.0003,开放申购,开放赎回,
2025-08-28,1.7483,1.7483,0.0102,开放申购,开放赎回,
2025-08-27,1.7307,1.7307,-0.0194,开放申购,开放赎回,
2025-08-26,1.7649,1.7649,0.0033,开放申购,开放赎回,
2025-08-25,1.7591,1.7591,0.0053,开放申购,开放赎回,
2025-08-22,1.7499,1.7499,0.0076,开放申购,开放赎回,
2025-08-21,1.7367,1.7367,-0.0038,开放申购,开放赎回,
2025-08-20,1.7434,1.7434,0.010700000000000001,开放申购,开放赎回,
2025-08-19,1.725,1.725,0.0029,开放申购,开放赎回,
2025-08-18,1.72,1.72,0.0118,开放申购,开放赎回,
2025-08-15,1.6999,1.6999,0.0181,开放申购,开放赎回,
2025-08-14,1.6696,1.6696,-0.0151,开放申购,开放赎回,
2025-08-13,1.6952,1.6952,0.0060999999999999995,开放申购,开放赎回,
2025-08-12,1.6849,1.6849,0.0033,开放申购,开放赎回,
2025-08-11,1.6793,1.6793,0.0144,开放申购,开放赎回,
2025-08-08,1.6554,1.6554,-0.0014000000000000002,开放申购,开放赎回,
2025-08-07,1.6578,1.6578,-0.0007000000000000001,开放申购,开放赎回,
2025-08-06,1.6589,1.6589,0.006999999999999999,开放申购,开放赎回,
2025-08-05,1.6473,1.6473,0.0072,开放申购,开放赎回,
2025-08-04,1.6355,1.6355,0.0105,开放申购,开放赎回,
2025-08-01,1.6185,1.6185,0.0022,开放申购,开放赎回,
2025-07-31,1.615,1.615,-0.0075,开放申购,开放赎回,
2025-07-30,1.6272,1.6272,-0.0054,开放申购,开放赎回,
2025-07-29,1.6361,1.6361,0.0086,开放申购,开放赎回,
2025-07-28,1.6222,1.6222,0.0103,开放申购,开放赎回,
2025-07-25,1.6056,1.6056,0.0022,开放申购,开放赎回,
2025-07-24,1.6021,1.6021,0.0091,开放申购,开放赎回,
2025-07-23,1.5877,1.5877,-0.0055000000000000005,开放申购,开放赎回,
2025-07-22,1.5965,1.5965,0.0063,开放申购,开放赎回,
2025-07-21,1.5865,1.5865,0.0084,开放申购,开放赎回,
2025-07-18,1.5733,1.5733,0.0001,开放申购,开放赎回,
2025-07-17,1.5731,1.5731,0.012199999999999999,开放申购,开放赎回,
2025-07-16,1.5542,1.5542,0.0018,开放申购,开放赎回,
2025-07-15,1.5514,1.5514,-0.0032,开放申购,开放赎回,
2025-07-14,1.5564,1.5564,0.0074,开放申购,开放赎回,
2025-07-11,1.545,1.545,0.0018,开放申购,开放赎回,
2025-07-10,1.5422,1.5422,-0.0012,开放申购,开放赎回,
2025-07-09,1.5441,1.5441,-0.002,开放申购,开放赎回,
2025-07-08,1.5472,1.5472,0.0172,开放申购,开放赎回,
2025-07-07,1.521,1.521,0.0044,开放申购,开放赎回,
2025-07-04,1.5144,1.5144,-0.009899999999999999,开放申购,开放赎回,
2025-07-03,1.5296,1.5296,0.0104,开放申购,开放赎回,
2025-07-02,1.5138,1.5138,-0.0039000000000000003,开放申购,开放赎回,
2025-07-01,1.5197,1.5197,0.0054,开放申购,开放赎回,
2025-06-30,1.5115,1.5115,0.015,开放申购,开放赎回,
2025-06-27,1.4892,1.4892,0.0076,开放申购,开放赎回,
2025-06-26,1.478,1.478,-0.0046,开放申购,开放赎回,
2025-06-25,1.4848,1.4848,0.005,开放申购,开放赎回,
2025-06-24,1.4774,1.4774,0.0181,开放申购,开放赎回,
2025-06-23,1.4511,1.4511,0.011399999999999999,开放申购,开放赎回,
2025-06-20,1.4347,1.4347,-0.0001,开放申购,开放赎回,
2025-06-19,1.4349,1.4349,-0.0125,开放申购,开放赎回,
2025-06-18,1.4531,1.4531,0.0012,开放申购,开放赎回,
2025-06-17,1.4513,1.4513,-0.003,开放申购,开放赎回,
2025-06-16,1.4557,1.4557,0.008199999999999999,开放申购,开放赎回,
2025-06-13,1.4439,1.4439,-0.013300000000000001,开放申购,开放赎回,
2025-06-12,1.4634,1.4634,0.0048,开放申购,开放赎回,
2025-06-11,1.4564,1.4564,0.0046,开放申购,开放赎回,
2025-06-10,1.4497,1.4497,-0.005600000000000001,开放申购,开放赎回,
2025-06-09,1.4578,1.4578,0.0098,开放申购,开放赎回,
2025-06-06,1.4436,1.4436,0.0022,开放申购,开放赎回,
2025-06-05,1.4405,1.4405,0.0068000000000000005,开放申购,开放赎回,
2025-06-04,1.4307,1.4307,0.013000000000000001,开放申购,开放赎回,
2025-06-03,1.4124,1.4124,0.009899999999999999,开放申购,开放赎回,
2025-05-30,1.3985,1.3985,-0.009300000000000001,开放申购,开放赎回,
2025-05-29,1.4116,1.4116,0.0126,开放申购,开放赎回,
2025-05-28,1.394,1.394,0.0003,开放申购,开放赎回,
2025-05-27,1.3936,1.3936,-0.0003,开放申购,开放赎回,
2025-05-26,1.394,1.394,0.008100000000000001,开放申购,开放赎回,
2025-05-23,1.3828,1.3828,-0.0077,开放申购,开放赎回,
2025-05-22,1.3936,1.3936,-0.0121,开放申购,开放赎回,
2025-05-21,1.4107,1.4107,-0.003,开放申购,开放赎回,
2025-05-20,1.415,1.415,0.0076,开放申购,开放赎回,
2025-05-19,1.4043,1.4043,0.0083,开放申购,开放赎回,
2025-05-16,1.3928,1.3928,0.008199999999999999,开放申购,开放赎回,
2025-05-15,1.3815,1.3815,-0.0075,开放申购,开放赎回,
2025-05-14,1.3919,1.3919,0.0006,开放申购,开放赎回,
2025-05-13,1.3911,1.3911,-0.0034999999999999996,开放申购,开放赎回,
2025-05-12,1.396,1.396,0.0070999999999999995,开放申购,开放赎回,
2025-05-09,1.3862,1.3862,-0.0127,开放申购,开放赎回,
2025-05-08,1.404,1.404,0.0062,开放申购,开放赎回,
2025-05-07,1.3953,1.3953,0.0036,开放申购,开放赎回,
2025-05-06,1.3903,1.3903,0.0212,开放申购,开放赎回,
2025-04-30,1.3615,1.3615,0.0018,开放申购,开放赎回,
2025-04-29,1.3591,1.3591,0.0043,开放申购,开放赎回,
2025-04-28,1.3533,1.3533,-0.015300000000000001,开放申购,开放赎回,
2025-04-25,1.3743,1.3743,0.0005,开放申购,开放赎回,
2025-04-24,1.3736,1.3736,-0.0052,开放申购,开放赎回,
2025-04-23,1.3808,1.3808,0.0031,开放申购,开放赎回,
2025-04-22,1.3766,1.3766,0.0068000000000000005,开放申购,开放赎回,
2025-04-21,1.3673,1.3673,0.023,开放申购,开放赎回,
2025-04-18,1.3366,1.3366,-0.0025,开放申购,开放赎回,
2025-04-17,1.34,1.34,0.0070999999999999995,开放申购,开放赎回,
2025-04-16,1.3306,1.3306,-0.011899999999999999,开放申购,开放赎回,
2025-04-15,1.3466,1.3466,-0.0012,开放申购,开放赎回,
2025-04-14,1.3482,1.3482,0.015700000000000002,开放申购,开放赎回,
2025-04-11,1.3273,1.3273,0.0121,开放申购,开放赎回,
2025-04-10,1.3114,1.3114,0.022799999999999997,开放申购,开放赎回,
2025-04-09,1.2822,1.2822,0.0182,开放申购,开放赎回,
2025-04-08,1.2593,1.2593,0.0060999999999999995,开放申购,开放赎回,
2025-04-07,1.2517,1.2517,-0.10869999999999999,开放申购,开放赎回,
2025-04-03,1.4043,1.4043,-0.01,开放申购,开放赎回,
2025-04-02,1.4185,1.4185,0.0017000000000000001,开放申购,开放赎回,
2025-04-01,1.4161,1.4161,0.013500000000000002,开放申购,开放赎回,
2025-03-31,1.3972,1.3972,-0.0054,开放申购,开放赎回,
2025-03-28,1.4048,1.4048,-0.008199999999999999,开放申购,开放赎回,
2025-03-27,1.4164,1.4164,-0.0011,开放申购,开放赎回,
2025-03-26,1.418,1.418,0.0074,开放申购,开放赎回,
2025-03-25,1.4076,1.4076,0.0011,开放申购,开放赎回,
2025-03-24,1.4061,1.4061,-0.0087,开放申购,开放赎回,
2025-03-21,1.4184,1.4184,-0.0173,开放申购,开放赎回,
2025-03-20,1.4434,1.4434,-0.0028000000000000004,开放申购,开放赎回,
2025-03-19,1.4474,1.4474,-0.0067,开放申购,开放赎回,
2025-03-18,1.4572,1.4572,0.0078000000000000005,开放申购,开放赎回,
2025-03-17,1.4459,1.4459,0.0049,开放申购,开放赎回,
2025-03-14,1.4389,1.4389,0.0137,开放申购,开放赎回,
2025-03-13,1.4195,1.4195,-0.011000000000000001,开放申购,开放赎回,
2025-03-12,1.4353,1.4353,0.0007000000000000001,开放申购,开放赎回,
2025-03-11,1.4343,1.4343,0.0027,开放申购,开放赎回,
2025-03-10,1.4305,1.4305,0.0048,开放申购,开放赎回,
2025-03-07,1.4237,1.4237,-0.0029,开放申购,开放赎回,
2025-03-06,1.4278,1.4278,0.017,开放申购,开放赎回,
2025-03-05,1.4039,1.4039,0.0,开放申购,开放赎回,
2025-03-04,1.4039,1.4039,0.0126,开放申购,开放赎回,
2025-03-03,1.3864,1.3864,0.0085,开放申购,开放赎回,
2025-02-28,1.3747,1.3747,-0.0281,开放申购,开放赎回,
2025-02-27,1.4145,1.4145,-0.0027,开放申购,开放赎回,
2025-02-26,1.4183,1.4183,0.0116,开放申购,开放赎回,
2025-02-25,1.4021,1.4021,-0.005699999999999999,开放申购,开放赎回,
2025-02-24,1.4101,1.4101,0.0008,开放申购,开放赎回,
2025-02-21,1.409,1.409,0.0113,开放申购,开放赎回,
2025-02-20,1.3932,1.3932,0.0083,开放申购,开放赎回,
2025-02-19,1.3818,1.3818,0.016200000000000003,开放申购,开放赎回,
2025-02-18,1.3598,1.3598,-0.0187,开放申购,开放赎回,
2025-02-17,1.3857,1.3857,0.0068000000000000005,开放申购,开放赎回,
2025-02-14,1.3763,1.3763,0.0043,开放申购,开放赎回,
2025-02-13,1.3704,1.3704,-0.0163,开放申购,开放赎回,
2025-02-12,1.3931,1.3931,0.0121,开放申购,开放赎回,
2025-02-11,1.3764,1.3764,-0.0042,开放申购,开放赎回,
2025-02-10,1.3822,1.3822,0.0124,开放申购,开放赎回,
2025-02-07,1.3653,1.3653,0.0131,开放申购,开放赎回,
2025-02-06,1.3476,1.3476,0.0268,开放申购,开放赎回,
2025-02-05,1.3124,1.3124,-0.005,开放申购,开放赎回,
2025-01-27,1.319,1.319,-0.0102,开放申购,开放赎回,
2025-01-24,1.3326,1.3326,0.0183,开放申购,开放赎回,
2025-01-23,1.3087,1.3087,-0.004,开放申购,开放赎回,
2025-01-22,1.3139,1.3139,-0.005,开放申购,开放赎回,
2025-01-21,1.3205,1.3205,0.0132,开放申购,开放赎回,
2025-01-20,1.3033,1.3033,0.0128,开放申购,开放赎回,
2025-01-17,1.2868,1.2868,0.0104,开放申购,开放赎回,
2025-01-16,1.2736,1.2736,-0.0016,开放申购,开放赎回,
2025-01-15,1.2757,1.2757,-0.0016,开放申购,开放赎回,
2025-01-14,1.2777,1.2777,0.0431,开放申购,开放赎回,
2025-01-13,1.2249,1.2249,-0.002,开放申购,开放赎回,
2025-01-10,1.2274,1.2274,-0.015700000000000002,开放申购,开放赎回,
2025-01-09,1.247,1.247,-0.001,开放申购,开放赎回,
2025-01-08,1.2482,1.2482,0.0015,开放申购,开放赎回,
2025-01-07,1.2463,1.2463,0.0191,开放申购,开放赎回,
2025-01-06,1.2229,1.2229,-0.0002,开放申购,开放赎回,
2025-01-03,1.2231,1.2231,-0.027999999999999997,开放申购,开放赎回,
2025-01-02,1.2583,1.2583,-0.017,开放申购,开放赎回,
2024-12-31,1.28,1.28,-0.0248,开放申购,开放赎回,
2024-12-30,1.3126,1.3126,-0.0054,开放申购,开放赎回,
2024-12-27,1.3197,1.3197,-0.0002,开放申购,开放赎回,
2024-12-26,1.3199,1.3199,0.0166,开放申购,开放赎回,
2024-12-25,1.2983,1.2983,-0.0101,开放申购,开放赎回,
2024-12-24,1.3115,1.3115,0.0149,开放申购,开放赎回,
2024-12-23,1.2922,1.2922,-0.030299999999999997,开放申购,开放赎回,
2024-12-20,1.3326,1.3326,0.0149,开放申购,开放赎回,
2024-12-19,1.313,1.313,0.0074,开放申购,开放赎回,
2024-12-18,1.3033,1.3033,0.0087,开放申购,开放赎回,
2024-12-17,1.292,1.292,-0.0256,开放申购,开放赎回,
2024-12-16,1.326,1.326,-0.0104,开放申购,开放赎回,
2024-12-13,1.34,1.34,-0.0098,开放申购,开放赎回,
2024-12-12,1.3532,1.3532,0.0097,开放申购,开放赎回,
2024-12-11,1.3402,1.3402,0.0125,开放申购,开放赎回,
2024-12-10,1.3237,1.3237,0.0095,开放申购,开放赎回,
2024-12-09,1.3113,1.3113,-0.0005,开放申购,开放赎回,
2024-12-06,1.3119,1.3119,0.0086,开放申购,开放赎回,
2024-12-05,1.3007,1.3007,0.0104,开放申购,开放赎回,
2024-12-04,1.2873,1.2873,-0.0124,开放申购,开放赎回,
2024-12-03,1.3035,1.3035,-0.0006,开放申购,开放赎回,
2024-12-02,1.3043,1.3043,0.016399999999999998,开放申购,开放赎回,
2024-11-29,1.2832,1.2832,0.019299999999999998,开放申购,开放赎回,
2024-11-28,1.2589,1.2589,-0.0029,开放申购,开放赎回,
2024-11-27,1.2626,1.2626,0.018799999999999997,开放申购,开放赎回,
2024-11-26,1.2393,1.2393,-0.0086,开放申购,开放赎回,
2024-11-25,1.2501,1.2501,0.0068000000000000005,开放申购,开放赎回,
2024-11-22,1.2417,1.2417,-0.0329,开放申购,开放赎回,
2024-11-21,1.284,1.284,0.0033,开放申购,开放赎回,
2024-11-20,1.2798,1.2798,0.0161,开放申购,开放赎回,
2024-11-19,1.2595,1.2595,0.0245,开放申购,开放赎回,
2024-11-18,1.2294,1.2294,-0.0196,开放申购,开放赎回,
2024-11-15,1.254,1.254,-0.016200000000000003,开放申购,开放赎回,
2024-11-14,1.2746,1.2746,-0.026099999999999998,开放申购,开放赎回,
2024-11-13,1.3088,1.3088,0.0037,开放申购,开放赎回,
2024-11-12,1.304,1.304,-0.0108,开放申购,开放赎回,
2024-11-11,1.3183,1.3183,0.0269,开放申购,开放赎回,
2024-11-08,1.2838,1.2838,0.0017000000000000001,开放申购,开放赎回,
2024-11-07,1.2816,1.2816,0.0176,开放申购,开放赎回,
2024-11-06,1.2594,1.2594,0.0004,开放申购,开放赎回,
2024-11-05,1.2589,1.2589,0.0285,开放申购,开放赎回,
2024-11-04,1.224,1.224,0.0212,开放申购,开放赎回,
2024-11-01,1.1986,1.1986,-0.028300000000000002,开放申购,开放赎回,
2024-10-31,1.2335,1.2335,0.0083,开放申购,开放赎回,
