date,net_value,cumulative_net_value,daily_growth_rate,purchase_status,redemption_status,dividend
2025-12-08,2.2773,2.7853,0.0022,开放申购,开放赎回,
2025-12-05,2.2724,2.7804,0.0049,开放申购,开放赎回,
2025-12-04,2.2613,2.7693,0.0018,开放申购,开放赎回,
2025-12-03,2.2572,2.7652,-0.0021,开放申购,开放赎回,
2025-12-02,2.262,2.77,-0.0033,开放申购,开放赎回,
2025-12-01,2.2696,2.7776,0.011,开放申购,开放赎回,
2025-11-28,2.2448,2.7528,0.0005,开放申购,开放赎回,
2025-11-27,2.2436,2.7516,0.0027,开放申购,开放赎回,
2025-11-26,2.2376,2.7456,0.0032,开放申购,开放赎回,
2025-11-25,2.2304,2.7384,0.0069999999999999,开放申购,开放赎回,
2025-11-24,2.2149,2.7229,-0.0042,开放申购,开放赎回,
2025-11-21,2.2243,2.7323,-0.019,开放申购,开放赎回,
2025-11-20,2.2674,2.7754,-0.0054,开放申购,开放赎回,
2025-11-19,2.2797,2.7877,0.0081,开放申购,开放赎回,
2025-11-18,2.2614,2.7694,-0.0075,开放申购,开放赎回,
2025-11-17,2.2786,2.7866,-0.0038,开放申购,开放赎回,
2025-11-14,2.2874,2.7954,-0.0127,开放申购,开放赎回,
2025-11-13,2.3168,2.8248,0.0081999999999999,开放申购,开放赎回,
2025-11-12,2.298,2.806,0.0002,开放申购,开放赎回,
2025-11-11,2.2976,2.8056,-0.0079,开放申购,开放赎回,
2025-11-10,2.3159,2.8239,0.0063,开放申购,开放赎回,
2025-11-07,2.3013,2.8093,-0.0002,开放申购,开放赎回,
2025-11-06,2.3018,2.8098,0.0115,开放申购,开放赎回,
2025-11-05,2.2757,2.7837,0.0003,开放申购,开放赎回,
2025-11-04,2.275,2.783,-0.0064,开放申购,开放赎回,
2025-11-03,2.2896,2.7976,0.005,开放申购,开放赎回,
2025-10-31,2.2782,2.7862,-0.0163999999999999,开放申购,开放赎回,
2025-10-30,2.3163,2.8243,-0.0074,开放申购,开放赎回,
2025-10-29,2.3336,2.8416,0.0112,开放申购,开放赎回,
2025-10-28,2.3078,2.8158,-0.0063,开放申购,开放赎回,
2025-10-27,2.3225,2.8305,0.0144999999999999,开放申购,开放赎回,
2025-10-24,2.2893,2.7973,0.0135,开放申购,开放赎回,
2025-10-23,2.2589,2.7669,0.002,开放申购,开放赎回,
2025-10-22,2.2543,2.7623,-0.0027,开放申购,开放赎回,
2025-10-21,2.2605,2.7685,0.0159,开放申购,开放赎回,
2025-10-20,2.2251,2.7331,0.0063,开放申购,开放赎回,
2025-10-17,2.2112,2.7192,-0.0196,开放申购,开放赎回,
2025-10-16,2.2554,2.7634,0.0024,开放申购,开放赎回,
2025-10-15,2.2501,2.7581,0.0118,开放申购,开放赎回,
2025-10-14,2.2238,2.7318,-0.0163999999999999,开放申购,开放赎回,
2025-10-13,2.2609,2.7689,-0.0025,开放申购,开放赎回,
2025-10-10,2.2666,2.7746,-0.0176,开放申购,开放赎回,
2025-10-09,2.3073,2.8153,0.0187,开放申购,开放赎回,
2025-09-30,2.265,2.773,0.006,开放申购,开放赎回,
2025-09-29,2.2516,2.7596,0.0124,开放申购,开放赎回,
2025-09-26,2.2241,2.7321,-0.0104,开放申购,开放赎回,
2025-09-25,2.2475,2.7555,0.01,开放申购,开放赎回,
2025-09-24,2.2252,2.7332,0.0085,开放申购,开放赎回,
2025-09-23,2.2064,2.7144,-0.0016,开放申购,开放赎回,
2025-09-22,2.21,2.718,0.004,开放申购,开放赎回,
2025-09-19,2.2012,2.7092,0.002,开放申购,开放赎回,
2025-09-18,2.1969,2.7049,-0.0089,开放申购,开放赎回,
2025-09-17,2.2167,2.7247,0.0051,开放申购,开放赎回,
2025-09-16,2.2054,2.7134,-0.0016,开放申购,开放赎回,
2025-09-15,2.2089,2.7169,0.0,开放申购,开放赎回,
2025-09-12,2.2088,2.7168,-0.0046999999999999,开放申购,开放赎回,
2025-09-11,2.2192,2.7272,0.0226,开放申购,开放赎回,
2025-09-10,2.1701,2.6781,0.0036,开放申购,开放赎回,
2025-09-09,2.1623,2.6703,-0.0091,开放申购,开放赎回,
2025-09-08,2.1822,2.6902,0.0016,开放申购,开放赎回,
2025-09-05,2.1787,2.6867,0.025,开放申购,开放赎回,
2025-09-04,2.1256,2.6336,-0.0298,开放申购,开放赎回,
2025-09-03,2.1909,2.6989,-0.0016,开放申购,开放赎回,
2025-09-02,2.1945,2.7025,-0.0102,开放申购,开放赎回,
2025-09-01,2.2172,2.7252,0.0163999999999999,开放申购,开放赎回,
2025-08-29,2.1815,2.6895,0.0065,开放申购,开放赎回,
2025-08-28,2.1675,2.6755,0.0214,开放申购,开放赎回,
2025-08-27,2.1221,2.6301,-0.0097,开放申购,开放赎回,
2025-08-26,2.1428,2.6508,-0.0025,开放申购,开放赎回,
2025-08-25,2.1481,2.6561,0.0239,开放申购,开放赎回,
2025-08-22,2.098,2.606,0.0222,开放申购,开放赎回,
2025-08-21,2.0524,2.5604,0.0054,开放申购,开放赎回,
2025-08-20,2.0414,2.5494,0.0112,开放申购,开放赎回,
2025-08-19,2.0188,2.5268,-0.0021,开放申购,开放赎回,
2025-08-18,2.023,2.531,0.0113999999999999,开放申购,开放赎回,
2025-08-15,2.0002,2.5082,0.0065,开放申购,开放赎回,
2025-08-14,1.9873,2.4953,-0.0037,开放申购,开放赎回,
2025-08-13,1.9947,2.5027,0.0116999999999999,开放申购,开放赎回,
2025-08-12,1.9716,2.4796,0.0064,开放申购,开放赎回,
2025-08-11,1.959,2.467,0.0051,开放申购,开放赎回,
2025-08-08,1.949,2.457,-0.0006,开放申购,开放赎回,
2025-08-07,1.9502,2.4582,0.0001,开放申购,开放赎回,
2025-08-06,1.9501,2.4581,0.0031,开放申购,开放赎回,
2025-08-05,1.944,2.452,0.0058,开放申购,开放赎回,
2025-08-04,1.9328,2.4408,0.0031,开放申购,开放赎回,
2025-08-01,1.9268,2.4348,-0.0078,开放申购,开放赎回,
2025-07-31,1.9419,2.4499,-0.0143,开放申购,开放赎回,
2025-07-30,1.97,2.478,0.0019,开放申购,开放赎回,
2025-07-29,1.9662,2.4742,0.0089,开放申购,开放赎回,
2025-07-28,1.9488,2.4568,-0.0001,开放申购,开放赎回,
2025-07-25,1.9489,2.4569,-0.0045,开放申购,开放赎回,
2025-07-24,1.9578,2.4658,0.0063,开放申购,开放赎回,
2025-07-23,1.9456,2.4536,-0.0008,开放申购,开放赎回,
2025-07-22,1.9472,2.4552,0.0097,开放申购,开放赎回,
2025-07-21,1.9284,2.4364,0.0063,开放申购,开放赎回,
2025-07-18,1.9163,2.4243,0.006,开放申购,开放赎回,
2025-07-17,1.9049,2.4129,0.0074,开放申购,开放赎回,
2025-07-16,1.8909,2.3989,-0.0006,开放申购,开放赎回,
2025-07-15,1.8921,2.4001,0.0056,开放申购,开放赎回,
2025-07-14,1.8815,2.3895,0.003,开放申购,开放赎回,
2025-07-11,1.8758,2.3838,0.0018,开放申购,开放赎回,
2025-07-10,1.8724,2.3804,0.004,开放申购,开放赎回,
2025-07-09,1.865,2.373,-0.0012,开放申购,开放赎回,
2025-07-08,1.8672,2.3752,0.0093,开放申购,开放赎回,
2025-07-07,1.85,2.358,-0.0053,开放申购,开放赎回,
2025-07-04,1.8599,2.3679,0.0018,开放申购,开放赎回,
2025-07-03,1.8565,2.3645,0.0045,开放申购,开放赎回,
2025-07-02,1.8481,2.3561,-0.001,开放申购,开放赎回,
2025-07-01,1.8499,2.3579,0.0011,开放申购,开放赎回,
2025-06-30,1.8479,2.3559,0.0056999999999999,开放申购,开放赎回,
2025-06-27,1.8375,2.3455,-0.001,开放申购,开放赎回,
2025-06-26,1.8393,2.3473,-0.0028,开放申购,开放赎回,
2025-06-25,1.8444,2.3524,0.0111,开放申购,开放赎回,
2025-06-24,1.8242,2.3322,0.0092,开放申购,开放赎回,
2025-06-23,1.8075,2.3155,-0.0001,开放申购,开放赎回,
2025-06-20,1.8077,2.3157,0.0001,开放申购,开放赎回,
2025-06-19,1.8076,2.3156,-0.0064,开放申购,开放赎回,
2025-06-18,1.8193,2.3273,0.0013,开放申购,开放赎回,
2025-06-17,1.8169,2.3249,-0.0013,开放申购,开放赎回,
2025-06-16,1.8192,2.3272,0.0002,开放申购,开放赎回,
2025-06-13,1.8189,2.3269,-0.0058,开放申购,开放赎回,
2025-06-12,1.8295,2.3375,0.0019,开放申购,开放赎回,
2025-06-11,1.826,2.334,0.0060999999999999,开放申购,开放赎回,
2025-06-10,1.8149,2.3229,-0.0046999999999999,开放申购,开放赎回,
2025-06-09,1.8235,2.3315,0.0032,开放申购,开放赎回,
2025-06-06,1.8177,2.3257,0.0006,开放申购,开放赎回,
2025-06-05,1.8166,2.3246,0.0023,开放申购,开放赎回,
2025-06-04,1.8124,2.3204,0.0048,开放申购,开放赎回,
2025-06-03,1.8038,2.3118,-0.0011,开放申购,开放赎回,
2025-05-30,1.8057,2.3137,-0.0040999999999999,开放申购,开放赎回,
2025-05-29,1.8131,2.3211,0.0037,开放申购,开放赎回,
2025-05-28,1.8064,2.3144,0.0014,开放申购,开放赎回,
2025-05-27,1.8038,2.3118,-0.0046999999999999,开放申购,开放赎回,
2025-05-26,1.8124,2.3204,-0.0038,开放申购,开放赎回,
2025-05-23,1.8194,2.3274,-0.0075,开放申购,开放赎回,
2025-05-22,1.8331,2.3411,0.0,开放申购,开放赎回,
2025-05-21,1.8331,2.3411,0.0058,开放申购,开放赎回,
2025-05-20,1.8225,2.3305,0.0056,开放申购,开放赎回,
2025-05-19,1.8124,2.3204,-0.0023,开放申购,开放赎回,
2025-05-16,1.8165,2.3245,-0.0053,开放申购,开放赎回,
2025-05-15,1.8261,2.3341,-0.0052,开放申购,开放赎回,
2025-05-14,1.8356,2.3436,0.0113,开放申购,开放赎回,
2025-05-13,1.8151,2.3231,0.0019,开放申购,开放赎回,
2025-05-12,1.8117,2.3197,0.0068,开放申购,开放赎回,
2025-05-09,1.7994,2.3074,-0.0002,开放申购,开放赎回,
2025-05-08,1.7998,2.3078,0.0042,开放申购,开放赎回,
2025-05-07,1.7922,2.3002,0.005,开放申购,开放赎回,
2025-05-06,1.7832,2.2912,0.0072,开放申购,开放赎回,
2025-04-30,1.7705,2.2785,0.0005,开放申购,开放赎回,
2025-04-29,1.7696,2.2776,-0.0023,开放申购,开放赎回,
2025-04-28,1.7736,2.2816,-0.0019,开放申购,开放赎回,
2025-04-25,1.777,2.285,0.0012,开放申购,开放赎回,
2025-04-24,1.7748,2.2828,-0.0015,开放申购,开放赎回,
2025-04-23,1.7774,2.2854,0.0008,开放申购,开放赎回,
2025-04-22,1.776,2.284,-0.0001,开放申购,开放赎回,
2025-04-21,1.7762,2.2842,0.0044,开放申购,开放赎回,
2025-04-18,1.7684,2.2764,-0.0012,开放申购,开放赎回,
2025-04-17,1.7706,2.2786,-0.0012,开放申购,开放赎回,
2025-04-16,1.7728,2.2808,0.0027,开放申购,开放赎回,
2025-04-15,1.7681,2.2761,-0.0002,开放申购,开放赎回,
2025-04-14,1.7684,2.2764,0.0032,开放申购,开放赎回,
2025-04-11,1.7627,2.2707,0.0013,开放申购,开放赎回,
2025-04-10,1.7604,2.2684,0.012,开放申购,开放赎回,
2025-04-09,1.7395,2.2475,0.0089,开放申购,开放赎回,
2025-04-08,1.7241,2.2321,0.0192999999999999,开放申购,开放赎回,
2025-04-07,1.6915,2.1995,-0.065,开放申购,开放赎回,
2025-04-03,1.809,2.317,-0.0058,开放申购,开放赎回,
2025-04-02,1.8196,2.3276,-0.0028,开放申购,开放赎回,
