date,net_value,cumulative_net_value,daily_growth_rate,purchase_status,redemption_status,dividend
2025-12-03,1.2803,1.2861,0.0004,限制大额申购,开放赎回,
2025-12-02,1.2798,1.2856,-0.0005,限制大额申购,开放赎回,
2025-12-01,1.2805,1.2863,0.0095,限制大额申购,开放赎回,
2025-11-28,1.2684,1.2742,0.0026,开放申购,开放赎回,
2025-11-27,1.2651,1.2709,-0.0027,开放申购,开放赎回,
2025-11-26,1.2685,1.2743,-0.0013,开放申购,开放赎回,
2025-11-25,1.2701,1.2759,0.0067,开放申购,开放赎回,
2025-11-24,1.2616,1.2674,-0.0036,开放申购,开放赎回,
2025-11-21,1.2662,1.272,-0.0191,开放申购,开放赎回,
2025-11-20,1.2908,1.2966,-0.0044,开放申购,开放赎回,
2025-11-19,1.2965,1.3023,0.005,开放申购,开放赎回,
2025-11-18,1.29,1.2958,-0.0139,开放申购,开放赎回,
2025-11-17,1.3082,1.314,-0.008,开放申购,开放赎回,
2025-11-14,1.3188,1.3246,-0.0089,开放申购,开放赎回,
2025-11-13,1.3307,1.3365,0.0087,开放申购,开放赎回,
2025-11-12,1.3192,1.325,-0.0002,开放申购,开放赎回,
2025-11-11,1.3194,1.3252,0.0022,开放申购,开放赎回,
2025-11-10,1.3165,1.3223,0.0059,开放申购,开放赎回,
2025-11-07,1.3088,1.3146,0.0045000000000000005,开放申购,开放赎回,
2025-11-06,1.303,1.3088,0.0086,开放申购,开放赎回,
2025-11-05,1.2919,1.2977,0.003,开放申购,开放赎回,
2025-11-04,1.288,1.2938,-0.0073,开放申购,开放赎回,
2025-11-03,1.2975,1.3033,0.0074,开放申购,开放赎回,
2025-10-31,1.288,1.2938,-0.0039000000000000003,开放申购,开放赎回,
2025-10-30,1.2931,1.2989,0.0029,开放申购,开放赎回,
2025-10-29,1.2894,1.2952,0.0091,开放申购,开放赎回,
2025-10-28,1.2778,1.2836,-0.0064,开放申购,开放赎回,
2025-10-27,1.286,1.2918,0.0103,开放申购,开放赎回,
2025-10-24,1.2729,1.2787,-0.0048,开放申购,开放赎回,
2025-10-23,1.279,1.2848,0.0031,开放申购,开放赎回,
2025-10-22,1.2751,1.2809,0.0,开放申购,开放赎回,
2025-10-21,1.2751,1.2809,0.0113,开放申购,开放赎回,
2025-10-20,1.2608,1.2666,0.0009,开放申购,开放赎回,
2025-10-17,1.2597,1.2655,-0.0083,开放申购,开放赎回,
2025-10-16,1.2702,1.276,-0.0015,开放申购,开放赎回,
2025-10-15,1.2721,1.2779,0.003,开放申购,开放赎回,
2025-10-14,1.2683,1.2741,-0.0017000000000000001,开放申购,开放赎回,
2025-10-13,1.2705,1.2763,-0.0042,开放申购,开放赎回,
2025-10-10,1.2759,1.2817,0.0062,开放申购,开放赎回,
2025-10-09,1.268,1.2738,0.013500000000000002,开放申购,开放赎回,
2025-09-30,1.2511,1.2569,0.0026,开放申购,开放赎回,
2025-09-29,1.2479,1.2537,0.0007000000000000001,开放申购,开放赎回,
