date,net_value,cumulative_net_value,daily_growth_rate,purchase_status,redemption_status,dividend
2025-12-03,1.0052,1.0052,0.0083,开放申购,开放赎回,
2025-12-02,0.9969,0.9969,-0.0075,开放申购,开放赎回,
2025-12-01,1.0044,1.0044,0.014499999999999999,开放申购,开放赎回,
2025-11-28,0.99,0.99,-0.0008,开放申购,开放赎回,
2025-11-27,0.9908,0.9908,-0.0029,开放申购,开放赎回,
2025-11-26,0.9937,0.9937,-0.0005,开放申购,开放赎回,
2025-11-25,0.9942,0.9942,-0.0054,开放申购,开放赎回,
2025-11-24,0.9996,0.9996,-0.0045000000000000005,开放申购,开放赎回,
2025-11-21,1.0041,1.0041,-0.0109,开放申购,开放赎回,
2025-11-20,1.0152,1.0152,-0.0034999999999999996,开放申购,开放赎回,
2025-11-19,1.0188,1.0188,0.001,开放申购,开放赎回,
2025-11-18,1.0178,1.0178,-0.0087,开放申购,开放赎回,
2025-11-17,1.0267,1.0267,-0.0085,开放申购,开放赎回,
2025-11-14,1.0355,1.0355,-0.0062,开放申购,开放赎回,
2025-11-13,1.042,1.042,0.0066,开放申购,开放赎回,
2025-11-12,1.0352,1.0352,0.0004,开放申购,开放赎回,
2025-11-11,1.0348,1.0348,-0.0011,开放申购,开放赎回,
2025-11-10,1.0359,1.0359,0.0169,开放申购,开放赎回,
2025-11-07,1.0187,1.0187,0.003,开放申购,开放赎回,
2025-11-06,1.0157,1.0157,0.004,开放申购,开放赎回,
2025-11-05,1.0117,1.0117,0.0008,开放申购,开放赎回,
2025-11-04,1.0109,1.0109,-0.008,开放申购,开放赎回,
2025-11-03,1.0191,1.0191,0.006500000000000001,开放申购,开放赎回,
2025-10-31,1.0125,1.0125,-0.0084,开放申购,开放赎回,
2025-10-30,1.0211,1.0211,0.0043,开放申购,开放赎回,
2025-10-29,1.0167,1.0167,0.0034999999999999996,开放申购,开放赎回,
2025-10-28,1.0132,1.0132,-0.0002,开放申购,开放赎回,
2025-10-27,1.0134,1.0134,0.006,开放申购,开放赎回,
2025-10-24,1.0074,1.0074,-0.0059,开放申购,开放赎回,
2025-10-23,1.0134,1.0134,0.0037,开放申购,开放赎回,
2025-10-22,1.0097,1.0097,0.0002,开放申购,开放赎回,
2025-10-21,1.0095,1.0095,0.0001,开放申购,开放赎回,
2025-10-20,1.0094,1.0094,0.0116,开放申购,开放赎回,
2025-10-17,0.9978,0.9978,-0.0043,开放申购,开放赎回,
2025-10-16,1.0021,1.0021,0.0012,开放申购,开放赎回,
2025-10-15,1.0009,1.0009,0.0074,开放申购,开放赎回,
2025-10-14,0.9935,0.9935,0.0051,开放申购,开放赎回,
2025-10-13,0.9885,0.9885,-0.0052,开放申购,开放赎回,
