date,net_value,cumulative_net_value,daily_growth_rate,purchase_status,redemption_status,dividend
2025-10-28,1.8527,1.8527,-0.0046,开放申购,开放赎回,
2025-10-27,1.8612,1.8612,0.0167,开放申购,开放赎回,
2025-10-24,1.8307,1.8307,0.0126,开放申购,开放赎回,
2025-10-23,1.808,1.808,-0.0058,开放申购,开放赎回,
2025-10-22,1.8186,1.8186,-0.0012,开放申购,开放赎回,
2025-10-21,1.8208,1.8208,0.016399999999999998,开放申购,开放赎回,
2025-10-20,1.7915,1.7915,0.0124,开放申购,开放赎回,
2025-10-17,1.7695,1.7695,-0.018500000000000003,开放申购,开放赎回,
2025-10-16,1.8028,1.8028,0.0043,开放申购,开放赎回,
2025-10-15,1.7951,1.7951,0.0173,开放申购,开放赎回,
2025-10-14,1.7646,1.7646,-0.024300000000000002,开放申购,开放赎回,
2025-10-13,1.8085,1.8085,-0.0048,开放申购,开放赎回,
2025-10-10,1.8173,1.8173,-0.0282,开放申购,开放赎回,
2025-10-09,1.87,1.87,0.0166,开放申购,开放赎回,
2025-09-30,1.8395,1.8395,0.004,开放申购,开放赎回,
2025-09-29,1.8321,1.8321,0.0169,开放申购,开放赎回,
2025-09-26,1.8017,1.8017,-0.0248,开放申购,开放赎回,
2025-09-25,1.8475,1.8475,0.0151,开放申购,开放赎回,
2025-09-24,1.82,1.82,0.018500000000000003,开放申购,开放赎回,
2025-09-23,1.7869,1.7869,0.009399999999999999,开放申购,开放赎回,
2025-09-22,1.7702,1.7702,0.0262,开放申购,开放赎回,
2025-09-19,1.725,1.725,-0.0032,开放申购,开放赎回,
2025-09-18,1.7306,1.7306,0.0016,开放申购,开放赎回,
2025-09-17,1.7279,1.7279,0.0098,开放申购,开放赎回,
2025-09-16,1.7112,1.7112,0.0072,开放申购,开放赎回,
2025-09-15,1.699,1.699,-0.0029,开放申购,开放赎回,
2025-09-12,1.704,1.704,-0.0002,开放申购,开放赎回,
2025-09-11,1.7043,1.7043,0.0383,开放申购,开放赎回,
2025-09-10,1.6415,1.6415,0.0148,开放申购,开放赎回,
2025-09-09,1.6175,1.6175,-0.0096,开放申购,开放赎回,
2025-09-08,1.6331,1.6331,-0.0069,开放申购,开放赎回,
2025-09-05,1.6445,1.6445,0.0277,开放申购,开放赎回,
2025-09-04,1.6001,1.6001,-0.0555,开放申购,开放赎回,
2025-09-03,1.6942,1.6942,0.0060999999999999995,开放申购,开放赎回,
2025-09-02,1.684,1.684,-0.0418,开放申购,开放赎回,
