date,net_value,cumulative_net_value,daily_growth_rate,purchase_status,redemption_status,dividend
2025-12-10,1.034,1.034,0.0023,开放申购,开放赎回,
2025-12-09,1.0316,1.0316,-0.0036,开放申购,开放赎回,
2025-12-08,1.0353,1.0353,-0.0052,开放申购,开放赎回,
2025-12-05,1.0407,1.0407,0.0021,开放申购,开放赎回,
2025-12-04,1.0385,1.0385,-0.0042,开放申购,开放赎回,
2025-12-03,1.0429,1.0429,0.003,开放申购,开放赎回,
2025-12-02,1.0398,1.0398,0.0006,开放申购,开放赎回,
2025-12-01,1.0392,1.0392,0.0032,开放申购,开放赎回,
2025-11-28,1.0359,1.0359,0.0009,开放申购,开放赎回,
2025-11-27,1.035,1.035,0.0042,开放申购,开放赎回,
2025-11-26,1.0307,1.0307,-0.0001,开放申购,开放赎回,
2025-11-25,1.0308,1.0308,0.0029,开放申购,开放赎回,
2025-11-24,1.0278,1.0278,-0.0040999999999999,开放申购,开放赎回,
2025-11-21,1.032,1.032,-0.0185,开放申购,开放赎回,
2025-11-20,1.0515,1.0515,-0.0021,开放申购,开放赎回,
2025-11-19,1.0537,1.0537,0.0008,开放申购,开放赎回,
2025-11-18,1.0529,1.0529,-0.0111,开放申购,开放赎回,
2025-11-17,1.0647,1.0647,-0.0055,开放申购,开放赎回,
2025-11-14,1.0706,1.0706,-0.0067,开放申购,开放赎回,
2025-11-13,1.0778,1.0778,-0.0046999999999999,开放申购,开放赎回,
2025-11-12,1.0829,1.0829,-0.002,开放申购,开放赎回,
2025-11-11,1.0851,1.0851,-0.0018,开放申购,开放赎回,
2025-11-10,1.0871,1.0871,0.0005,开放申购,开放赎回,
2025-11-07,1.0866,1.0866,-0.0003,开放申购,开放赎回,
2025-11-06,1.0869,1.0869,0.0077,开放申购,开放赎回,
2025-11-05,1.0786,1.0786,0.0049,开放申购,开放赎回,
2025-11-04,1.0733,1.0733,0.0006,开放申购,开放赎回,
2025-11-03,1.0727,1.0727,0.0069999999999999,开放申购,开放赎回,
2025-10-31,1.0652,1.0652,-0.0177,开放申购,开放赎回,
2025-10-30,1.0844,1.0844,0.0018,开放申购,开放赎回,
2025-10-29,1.0824,1.0824,0.0144999999999999,开放申购,开放赎回,
2025-10-28,1.0669,1.0669,-0.0033,开放申购,开放赎回,
2025-10-27,1.0704,1.0704,0.0151,开放申购,开放赎回,
2025-10-24,1.0545,1.0545,-0.0046999999999999,开放申购,开放赎回,
2025-10-23,1.0595,1.0595,0.0111,开放申购,开放赎回,
2025-10-22,1.0479,1.0479,-0.0022,开放申购,开放赎回,
2025-10-21,1.0502,1.0502,0.0059,开放申购,开放赎回,
2025-10-20,1.044,1.044,-0.0007,开放申购,开放赎回,
2025-10-17,1.0447,1.0447,-0.0093,开放申购,开放赎回,
2025-10-16,1.0545,1.0545,0.0011,开放申购,开放赎回,
2025-10-15,1.0533,1.0533,0.0034,开放申购,开放赎回,
2025-10-14,1.0497,1.0497,0.0022,开放申购,开放赎回,
2025-10-13,1.0474,1.0474,-0.0031,开放申购,开放赎回,
2025-10-10,1.0507,1.0507,0.0056,开放申购,开放赎回,
2025-10-09,1.0448,1.0448,0.0289999999999999,开放申购,开放赎回,
2025-09-30,1.0154,1.0154,0.0005,开放申购,开放赎回,
2025-09-29,1.0149,1.0149,0.0031,开放申购,开放赎回,
2025-09-26,1.0118,1.0118,0.006,开放申购,开放赎回,
2025-09-25,1.0058,1.0058,-0.0052,开放申购,开放赎回,
2025-09-24,1.0111,1.0111,-0.0005,开放申购,开放赎回,
2025-09-23,1.0116,1.0116,0.006,开放申购,开放赎回,
2025-09-22,1.0056,1.0056,-0.0075,开放申购,开放赎回,
2025-09-19,1.0132,1.0132,-0.0040999999999999,开放申购,开放赎回,
2025-09-18,1.0174,1.0174,-0.0109,开放申购,开放赎回,
2025-09-17,1.0286,1.0286,0.0015,开放申购,开放赎回,
2025-09-16,1.0271,1.0271,-0.0054,开放申购,开放赎回,
2025-09-15,1.0327,1.0327,-0.0017,开放申购,开放赎回,
2025-09-12,1.0345,1.0345,-0.0026,开放申购,开放赎回,
2025-09-11,1.0372,1.0372,0.0054,开放申购,开放赎回,
2025-09-10,1.0316,1.0316,-0.0056999999999999,开放申购,开放赎回,
2025-09-09,1.0375,1.0375,-0.0003,开放申购,开放赎回,
2025-09-08,1.0378,1.0378,0.0125,开放申购,开放赎回,
2025-09-05,1.025,1.025,0.0085,开放申购,开放赎回,
2025-09-04,1.0164,1.0164,0.0008,开放申购,开放赎回,
2025-09-03,1.0156,1.0156,-0.0092,开放申购,开放赎回,
2025-09-02,1.025,1.025,0.0097,开放申购,开放赎回,
2025-09-01,1.0152,1.0152,0.0025,开放申购,开放赎回,
2025-08-29,1.0127,1.0127,-0.0026,开放申购,开放赎回,
2025-08-28,1.0153,1.0153,-0.0012,开放申购,开放赎回,
2025-08-27,1.0165,1.0165,-0.0139999999999999,开放申购,开放赎回,
2025-08-26,1.0309,1.0309,0.0003,开放申购,开放赎回,
2025-08-25,1.0306,1.0306,0.0096,开放申购,开放赎回,
2025-08-22,1.0208,1.0208,-0.0002,开放申购,开放赎回,
2025-08-21,1.021,1.021,0.0081999999999999,开放申购,开放赎回,
2025-08-20,1.0127,1.0127,0.0023,开放申购,开放赎回,
2025-08-19,1.0104,1.0104,0.0004,开放申购,开放赎回,
2025-08-18,1.01,1.01,0.0037,开放申购,开放赎回,
2025-08-15,1.0063,1.0063,0.0042,开放申购,开放赎回,
2025-08-14,1.0021,1.0021,-0.0051,开放申购,开放赎回,
2025-08-13,1.0072,1.0072,-0.0015,开放申购,开放赎回,
2025-08-12,1.0087,1.0087,0.0009,开放申购,开放赎回,
2025-08-11,1.0078,1.0078,-0.0055,开放申购,开放赎回,
2025-08-08,1.0134,1.0134,0.0059,开放申购,开放赎回,
2025-08-07,1.0075,1.0075,-0.0002,开放申购,开放赎回,
2025-08-06,1.0077,1.0077,-0.0001,开放申购,开放赎回,
2025-08-05,1.0078,1.0078,0.0044,开放申购,开放赎回,
2025-08-04,1.0034,1.0034,0.002,开放申购,开放赎回,
2025-08-01,1.0014,1.0014,-0.0001,开放申购,开放赎回,
2025-07-31,1.0015,1.0015,-0.0181,开放申购,开放赎回,
2025-07-30,1.02,1.02,0.0066,开放申购,开放赎回,
2025-07-29,1.0133,1.0133,-0.0013,开放申购,开放赎回,
2025-07-28,1.0146,1.0146,-0.0040999999999999,开放申购,开放赎回,
2025-07-25,1.0188,1.0188,-0.0081,开放申购,开放赎回,
2025-07-24,1.0271,1.0271,0.0012,开放申购,开放赎回,
2025-07-23,1.0259,1.0259,-0.0056999999999999,开放申购,开放赎回,
2025-07-22,1.0318,1.0318,0.0091,开放申购,开放赎回,
2025-07-21,1.0225,1.0225,0.0113,开放申购,开放赎回,
2025-07-18,1.0111,1.0111,0.0042,开放申购,开放赎回,
2025-07-17,1.0069,1.0069,-0.0023,开放申购,开放赎回,
2025-07-16,1.0092,1.0092,-0.0029,开放申购,开放赎回,
2025-07-15,1.0121,1.0121,-0.0118,开放申购,开放赎回,
2025-07-14,1.0242,1.0242,0.0076,开放申购,开放赎回,
2025-07-11,1.0165,1.0165,-0.0001,开放申购,开放赎回,
2025-07-10,1.0166,1.0166,-0.0017,开放申购,开放赎回,
2025-07-09,1.0183,1.0183,-0.0025,开放申购,开放赎回,
2025-07-08,1.0209,1.0209,-0.0056,开放申购,开放赎回,
2025-07-07,1.0266,1.0266,0.0131,开放申购,开放赎回,
2025-07-04,1.0133,1.0133,0.0063,开放申购,开放赎回,
2025-07-03,1.007,1.007,-0.0015,开放申购,开放赎回,
2025-07-02,1.0085,1.0085,0.0028,开放申购,开放赎回,
2025-07-01,1.0057,1.0057,0.0081999999999999,开放申购,开放赎回,
2025-06-30,0.9975,0.9975,0.002,开放申购,开放赎回,
2025-06-27,0.9955,0.9955,-0.0087,开放申购,开放赎回,
2025-06-26,1.0042,1.0042,0.0,封闭期,封闭期,
2025-06-20,0.9963,0.9963,0.0,封闭期,封闭期,
2025-06-13,0.9998,0.9998,0.0,封闭期,封闭期,
2025-06-06,0.9999,0.9999,0.0,封闭期,封闭期,
2025-06-04,1.0,1.0,0.0,封闭期,封闭期,
