date,net_value,cumulative_net_value,daily_growth_rate,purchase_status,redemption_status,dividend
2025-12-03,1.4105,1.4395,-0.0063,开放申购,开放赎回,
2025-12-02,1.4194,1.4484,0.008,开放申购,开放赎回,
2025-12-01,1.4082,1.4372,0.0064,开放申购,开放赎回,
2025-11-28,1.3993,1.4283,-0.0058,开放申购,开放赎回,
2025-11-27,1.4075,1.4365,0.0014000000000000002,限制大额申购,开放赎回,每份派现金0.0050元
2025-11-26,1.4105,1.4345,0.0005,限制大额申购,开放赎回,
2025-11-25,1.4098,1.4338,0.0043,限制大额申购,开放赎回,
2025-11-24,1.4038,1.4278,0.0040999999999999995,开放申购,开放赎回,
2025-11-21,1.3981,1.4221,-0.0222,开放申购,开放赎回,
2025-11-20,1.4299,1.4539,-0.001,开放申购,开放赎回,
2025-11-19,1.4314,1.4554,0.0031,开放申购,开放赎回,
2025-11-18,1.427,1.451,-0.0194,开放申购,开放赎回,
2025-11-17,1.4553,1.4793,-0.0036,开放申购,开放赎回,
2025-11-14,1.4605,1.4845,-0.0098,开放申购,开放赎回,
2025-11-13,1.4749,1.4989,-0.0040999999999999995,开放申购,开放赎回,
2025-11-12,1.4809,1.5049,0.010700000000000001,开放申购,开放赎回,
2025-11-11,1.4652,1.4892,0.0001,开放申购,开放赎回,
2025-11-10,1.4651,1.4891,0.0113,开放申购,开放赎回,
2025-11-07,1.4488,1.4728,0.0046,开放申购,开放赎回,
2025-11-06,1.4422,1.4662,0.0124,开放申购,开放赎回,
2025-11-05,1.4245,1.4485,0.0008,开放申购,开放赎回,
2025-11-04,1.4234,1.4474,-0.0011,开放申购,开放赎回,
2025-11-03,1.4249,1.4489,0.0203,开放申购,开放赎回,
2025-10-31,1.3966,1.4206,-0.0113,开放申购,开放赎回,
2025-10-30,1.4126,1.4366,0.0036,限制大额申购,开放赎回,每份派现金0.0050元
2025-10-29,1.4125,1.4315,-0.0004,暂停申购,暂停赎回,
2025-10-28,1.413,1.432,-0.0028000000000000004,限制大额申购,开放赎回,
2025-10-27,1.4169,1.4359,0.0069,开放申购,开放赎回,
2025-10-24,1.4072,1.4262,0.0013,开放申购,开放赎回,
2025-10-23,1.4054,1.4244,0.0087,开放申购,开放赎回,
2025-10-22,1.3933,1.4123,0.0015,开放申购,开放赎回,
2025-10-21,1.3912,1.4102,-0.0017000000000000001,开放申购,开放赎回,
2025-10-20,1.3935,1.4125,0.0104,开放申购,开放赎回,
2025-10-17,1.3792,1.3982,-0.0127,开放申购,开放赎回,
2025-10-16,1.3969,1.4159,0.0167,开放申购,开放赎回,
2025-10-15,1.3739,1.3929,0.0104,开放申购,开放赎回,
2025-10-14,1.3597,1.3787,0.0064,开放申购,开放赎回,
2025-10-13,1.351,1.37,-0.0034000000000000002,开放申购,开放赎回,
2025-10-10,1.3556,1.3746,0.0026,开放申购,开放赎回,
2025-10-09,1.3521,1.3711,0.0,开放申购,开放赎回,
2025-09-30,1.3521,1.3711,-0.0007000000000000001,限制大额申购,开放赎回,
2025-09-29,1.353,1.372,0.0074,限制大额申购,开放赎回,
2025-09-26,1.343,1.362,0.0005,开放申购,开放赎回,
2025-09-25,1.3423,1.3613,-0.008100000000000001,限制大额申购,开放赎回,每份派现金0.0050元
2025-09-24,1.3583,1.3723,-0.0013,限制大额申购,开放赎回,
2025-09-23,1.3601,1.3741,-0.005699999999999999,限制大额申购,开放赎回,
2025-09-22,1.3679,1.3819,-0.0163,开放申购,开放赎回,
2025-09-19,1.3905,1.4045,0.0031,开放申购,开放赎回,
2025-09-18,1.3862,1.4002,-0.0141,开放申购,开放赎回,
2025-09-17,1.406,1.42,0.0023,开放申购,开放赎回,
2025-09-16,1.4028,1.4168,-0.0048,开放申购,开放赎回,
2025-09-15,1.4096,1.4236,-0.003,开放申购,开放赎回,
2025-09-12,1.4138,1.4278,0.0008,开放申购,开放赎回,
2025-09-11,1.4126,1.4266,0.0027,开放申购,开放赎回,
2025-09-10,1.4088,1.4228,0.013500000000000002,开放申购,开放赎回,
2025-09-09,1.39,1.404,0.0053,开放申购,开放赎回,
2025-09-08,1.3827,1.3967,0.0058,开放申购,开放赎回,
2025-09-05,1.3747,1.3887,0.0103,开放申购,开放赎回,
2025-09-04,1.3607,1.3747,-0.0054,开放申购,开放赎回,
2025-09-03,1.3681,1.3821,-0.004699999999999999,开放申购,开放赎回,
2025-09-02,1.3746,1.3886,0.001,开放申购,开放赎回,
2025-09-01,1.3732,1.3872,0.0001,开放申购,开放赎回,
2025-08-29,1.3731,1.3871,-0.0116,开放申购,开放赎回,
2025-08-28,1.3892,1.4032,0.0064,限制大额申购,开放赎回,每份派现金0.0050元
2025-08-27,1.3854,1.3944,-0.0123,限制大额申购,开放赎回,
2025-08-26,1.4027,1.4117,-0.0064,开放申购,开放赎回,
2025-08-25,1.4117,1.4207,-0.0003,开放申购,开放赎回,
2025-08-22,1.4121,1.4211,-0.0018,开放申购,开放赎回,
2025-08-21,1.4147,1.4237,0.0026,开放申购,开放赎回,
2025-08-20,1.4111,1.4201,-0.0019,开放申购,开放赎回,
2025-08-19,1.4138,1.4228,0.0009,开放申购,开放赎回,
2025-08-18,1.4125,1.4215,-0.0023,开放申购,开放赎回,
2025-08-15,1.4158,1.4248,-0.0045000000000000005,开放申购,开放赎回,
2025-08-14,1.4222,1.4312,-0.0033,开放申购,开放赎回,
2025-08-13,1.4269,1.4359,0.0007000000000000001,开放申购,开放赎回,
2025-08-12,1.4259,1.4349,0.0121,开放申购,开放赎回,
2025-08-11,1.4089,1.4179,-0.0023,开放申购,开放赎回,
2025-08-08,1.4121,1.4211,0.0009,开放申购,开放赎回,
2025-08-07,1.4109,1.4199,0.0089,开放申购,开放赎回,
2025-08-06,1.3984,1.4074,0.0016,开放申购,开放赎回,
2025-08-05,1.3962,1.4052,0.0098,开放申购,开放赎回,
2025-08-04,1.3826,1.3916,0.0044,开放申购,开放赎回,
2025-08-01,1.3766,1.3856,-0.0104,开放申购,开放赎回,
2025-07-31,1.391,1.4,-0.0154,开放申购,开放赎回,
2025-07-30,1.4128,1.4218,0.0001,开放申购,开放赎回,
2025-07-29,1.4126,1.4216,-0.0015,开放申购,开放赎回,
2025-07-28,1.4147,1.4237,-0.0036,开放申购,开放赎回,
2025-07-25,1.4198,1.4288,-0.0013,开放申购,开放赎回,
2025-07-24,1.4216,1.4306,0.0085,限制大额申购,开放赎回,每份派现金0.0050元
2025-07-23,1.4146,1.4186,0.0069,限制大额申购,开放赎回,
2025-07-22,1.4049,1.4089,0.008100000000000001,限制大额申购,开放赎回,
2025-07-21,1.3936,1.3976,0.016,开放申购,开放赎回,
2025-07-18,1.3716,1.3756,0.0059,开放申购,开放赎回,
2025-07-17,1.3635,1.3675,-0.0074,开放申购,开放赎回,
2025-07-16,1.3736,1.3776,-0.0003,开放申购,开放赎回,
2025-07-15,1.374,1.378,-0.0023,开放申购,开放赎回,
2025-07-14,1.3772,1.3812,0.0054,开放申购,开放赎回,
2025-07-11,1.3698,1.3738,0.0058,开放申购,开放赎回,
2025-07-10,1.3619,1.3659,0.0143,开放申购,开放赎回,
2025-07-09,1.3427,1.3467,0.0022,开放申购,开放赎回,
2025-07-08,1.3398,1.3438,-0.0054,开放申购,开放赎回,
2025-07-07,1.3471,1.3511,-0.0013,开放申购,开放赎回,
2025-07-04,1.3488,1.3528,0.0012,开放申购,开放赎回,
2025-07-03,1.3472,1.3512,0.0019,开放申购,开放赎回,
2025-07-02,1.3446,1.3486,0.0166,开放申购,开放赎回,
2025-07-01,1.3226,1.3266,-0.0008,暂停申购,暂停赎回,
2025-06-30,1.3236,1.3276,-0.0060999999999999995,开放申购,开放赎回,
2025-06-27,1.3317,1.3357,-0.005699999999999999,开放申购,开放赎回,
2025-06-26,1.3393,1.3433,-0.005,限制大额申购,开放赎回,每份派现金0.0040元
2025-06-25,1.3501,1.3501,0.0017000000000000001,限制大额申购,开放赎回,
2025-06-24,1.3478,1.3478,0.0045000000000000005,限制大额申购,开放赎回,
