date,net_value
2019-05-16,1.0
2019-05-17,1.0003
2019-05-24,1.0002
2019-05-31,1.0007
2019-06-04,1.0002
2019-06-06,0.9983
2019-06-11,1.0286
2019-06-12,1.036
2019-06-13,1.0219
2019-06-14,0.9869
2019-06-17,0.9779
2019-06-18,0.9696
2019-06-19,1.0049
2019-06-20,1.0192
2019-06-21,1.0397
2019-06-24,1.0392
2019-06-25,1.0183
2019-06-26,1.0269
2019-06-27,1.0549
2019-06-28,1.0325
2019-06-30,1.0324
2019-07-01,1.0769
2019-07-02,1.062
2019-07-03,1.0448
2019-07-04,1.0324
2019-07-05,1.0426
2019-07-08,0.9969
2019-07-09,1.0042
2019-07-10,1.0135
2019-07-11,1.0029
2019-07-12,1.0048
2019-07-15,1.0339
2019-07-16,1.0387
2019-07-17,1.0592
2019-07-18,1.0384
2019-07-19,1.0467
2019-07-22,1.0407
2019-07-23,1.0671
2019-07-24,1.0941
2019-07-25,1.1106
2019-07-26,1.1086
2019-07-29,1.1241
2019-07-30,1.1107
2019-07-31,1.1178
2019-08-01,1.1123
2019-08-02,1.1002
2019-08-05,1.0831
2019-08-06,1.0543
2019-08-07,1.0326
2019-08-08,1.0681
2019-08-09,1.048
2019-08-12,1.0975
2019-08-13,1.0867
2019-08-14,1.0932
2019-08-15,1.1126
2019-08-16,1.1209
2019-08-19,1.1735
2019-08-20,1.1726
2019-08-21,1.187
2019-08-22,1.1829
2019-08-23,1.167
2019-08-26,1.1729
2019-08-27,1.199
2019-08-28,1.1932
2019-08-29,1.2132
2019-08-30,1.2151
2019-09-02,1.2628
2019-09-03,1.2951
2019-09-04,1.3222
2019-09-05,1.3241
2019-09-06,1.3222
2019-09-09,1.3932
2019-09-10,1.3671
2019-09-11,1.3609
2019-09-12,1.3577
2019-09-16,1.3775
2019-09-17,1.329
2019-09-18,1.3313
2019-09-19,1.3702
2019-09-20,1.4067
2019-09-23,1.4497
2019-09-24,1.4483
2019-09-25,1.3778
2019-09-26,1.3098
2019-09-27,1.3275
2019-09-30,1.2899
2019-10-08,1.2673
2019-10-09,1.3012
2019-10-10,1.3174
2019-10-11,1.2933
2019-10-14,1.3356
2019-10-15,1.2892
2019-10-16,1.2753
2019-10-17,1.2721
2019-10-18,1.2415
2019-10-21,1.2414
2019-10-22,1.267
2019-10-23,1.2546
2019-10-24,1.2476
2019-10-25,1.2662
2019-10-28,1.3071
2019-10-29,1.2782
2019-10-30,1.3095
