date,net_value
2016-11-10,1.0
2016-11-11,0.9993
2016-11-14,0.9993
2016-11-15,0.9993
2016-11-16,0.9993
2016-11-17,0.9993
2016-11-18,0.9978
2016-11-21,0.9978
2016-11-22,0.9978
2016-11-23,0.9978
2016-11-24,0.9978
2016-11-25,1.0048
2016-11-28,1.0048
2016-11-29,1.0048
2016-11-30,1.0048
2016-12-01,1.0048
2016-12-02,0.9991
2016-12-05,0.9991
2016-12-06,0.9991
2016-12-07,0.9991
2016-12-08,0.9991
2016-12-09,1.0006
2016-12-16,0.9847
2016-12-19,0.9847
2016-12-20,0.9847
2016-12-21,0.9847
2016-12-22,0.9847
2016-12-23,0.9719
2016-12-26,0.9719
2016-12-27,0.9719
2016-12-28,0.9719
2016-12-29,0.9719
2016-12-30,0.9865
2016-12-31,0.9865
2017-01-03,0.9865
2017-01-04,0.9865
2017-01-05,0.9865
2017-01-06,1.0003
2017-01-09,1.0003
2017-01-10,1.0003
2017-01-11,1.0003
2017-01-12,1.0003
2017-01-13,1.0116
2017-01-16,1.0116
2017-01-17,1.0116
2017-01-18,1.0174
2017-01-19,1.0149
2017-01-20,1.0151
2017-01-23,1.0183
2017-01-24,1.0211
2017-01-25,1.0259
2017-01-26,1.0337
2017-02-03,1.0299
2017-02-06,1.0377
2017-02-07,1.0385
2017-02-08,1.0439
2017-02-09,1.0473
2017-02-10,1.0504
2017-02-13,1.0644
2017-02-14,1.0601
2017-02-15,1.0622
2017-02-16,1.0694
2017-02-17,1.0606
2017-02-20,1.075
2017-02-21,1.0729
2017-02-22,1.0868
2017-02-23,1.0843
2017-02-24,1.0747
2017-02-27,1.066
2017-02-28,1.063
2017-03-01,1.0655
2017-03-02,1.0629
2017-03-03,1.0587
2017-03-06,1.0618
2017-03-07,1.0671
2017-03-08,1.0694
2017-03-09,1.0594
2017-03-10,1.0593
2017-03-13,1.0699
2017-03-14,1.0752
2017-03-15,1.0735
2017-03-16,1.0893
2017-03-17,1.0867
2017-03-20,1.095
2017-03-21,1.1002
2017-03-22,1.0914
2017-03-23,1.0925
2017-03-24,1.0943
2017-03-27,1.087
2017-03-28,1.0911
2017-03-29,1.0907
2017-03-30,1.0877
2017-03-31,1.0879
2017-04-05,1.1068
2017-04-06,1.1028
2017-04-07,1.1051
2017-04-10,1.1005
2017-04-11,1.0922
2017-04-12,1.0988
2017-04-13,1.0949
2017-04-14,1.0921
2017-04-17,1.0914
2017-04-18,1.0797
2017-04-19,1.0763
2017-04-20,1.0879
2017-04-21,1.0908
2017-04-24,1.0856
2017-04-25,1.0969
2017-04-26,1.1
2017-04-27,1.0967
2017-04-28,1.0967
2017-05-02,1.0985
2017-05-03,1.0958
2017-05-04,1.0908
2017-05-05,1.0801
2017-05-08,1.0807
2017-05-09,1.0915
2017-05-10,1.09
2017-05-11,1.0927
2017-05-12,1.091
2017-05-15,1.0958
2017-05-16,1.1042
2017-05-17,1.1009
2017-05-18,1.0916
2017-05-19,1.0963
2017-05-22,1.1039
2017-05-23,1.0995
2017-05-24,1.0994
2017-05-25,1.1096
2017-05-26,1.1063
2017-05-31,1.1077
2017-06-01,1.101
2017-06-02,1.1014
2017-06-05,1.0973
2017-06-06,1.1014
2017-06-07,1.1076
2017-06-08,1.1139
2017-06-09,1.115
2017-06-12,1.1046
2017-06-13,1.1091
2017-06-14,1.1102
2017-06-15,1.102
2017-06-16,1.1042
2017-06-19,1.1137
2017-06-20,1.1134
2017-06-21,1.1172
2017-06-22,1.1186
2017-06-23,1.1236
2017-06-26,1.1337
2017-06-27,1.1335
2017-06-28,1.1251
2017-06-29,1.1293
2017-06-30,1.1259
2017-07-03,1.1249
2017-07-04,1.114
2017-07-05,1.1229
2017-07-06,1.1234
2017-07-07,1.1211
2017-07-10,1.1196
2017-07-11,1.128
2017-07-12,1.1296
2017-07-13,1.1422
2017-07-14,1.1467
