date,net_value
2025-08-05,1.0
2025-08-08,1.0001
2025-08-11,1.0003
2025-08-12,1.0004
2025-08-13,1.0006
2025-08-14,0.9998
2025-08-15,1.0039
2025-08-18,1.0078
2025-08-19,1.007
2025-08-20,1.012
2025-08-21,0.9992
2025-08-22,1.0251
2025-08-25,1.0588
2025-08-26,1.0479
2025-08-27,1.0419
2025-08-28,1.0615
2025-08-29,1.0945
2025-09-01,1.1014
2025-09-02,1.091
2025-09-03,1.1257
2025-09-04,1.1164
2025-09-05,1.2167
2025-09-08,1.2349
2025-09-09,1.2099
2025-09-10,1.2019
2025-09-11,1.2373
2025-09-12,1.2305
2025-09-15,1.2473
2025-09-16,1.2586
2025-09-17,1.2796
2025-09-18,1.2654
2025-09-19,1.2511
2025-09-22,1.2604
2025-09-23,1.278
2025-09-24,1.3274
2025-09-25,1.3506
2025-09-26,1.3233
2025-09-29,1.3649
2025-09-30,1.3858
2025-10-09,1.4098
2025-10-10,1.323
2025-10-13,1.3183
2025-10-14,1.2759
2025-10-15,1.3119
2025-10-16,1.3248
2025-10-17,1.2483
2025-10-20,1.2713
2025-10-21,1.2931
2025-10-22,1.2785
2025-10-23,1.29
2025-10-24,1.3304
