date,net_value,cumulative_net_value,daily_growth_rate,purchase_status,redemption_status,dividend
2025-10-28,1.4484,1.4484,-0.01,开放申购,开放赎回,
2025-10-27,1.463,1.463,0.005600000000000001,开放申购,开放赎回,
2025-10-24,1.4549,1.4549,0.0208,开放申购,开放赎回,
2025-10-23,1.4253,1.4253,0.0,开放申购,开放赎回,
2025-10-22,1.4253,1.4253,-0.0078000000000000005,开放申购,开放赎回,
2025-10-21,1.4365,1.4365,0.02,开放申购,开放赎回,
2025-10-20,1.4084,1.4084,0.013999999999999999,开放申购,开放赎回,
2025-10-17,1.3889,1.3889,-0.0463,开放申购,开放赎回,
2025-10-16,1.4564,1.4564,0.0014000000000000002,开放申购,开放赎回,
2025-10-15,1.4543,1.4543,0.0305,开放申购,开放赎回,
2025-10-14,1.4112,1.4112,-0.0318,开放申购,开放赎回,
2025-10-13,1.4576,1.4576,-0.0027,开放申购,开放赎回,
2025-10-10,1.4616,1.4616,-0.0321,开放申购,开放赎回,
2025-10-09,1.5101,1.5101,0.0085,开放申购,开放赎回,
2025-09-30,1.4973,1.4973,0.0195,开放申购,开放赎回,
2025-09-29,1.4686,1.4686,0.0302,开放申购,开放赎回,
2025-09-26,1.4255,1.4255,-0.0163,开放申购,开放赎回,
2025-09-25,1.4491,1.4491,0.0066,开放申购,开放赎回,
2025-09-24,1.4396,1.4396,0.023700000000000002,开放申购,开放赎回,
2025-09-23,1.4063,1.4063,0.0044,开放申购,开放赎回,
2025-09-22,1.4002,1.4002,0.004699999999999999,开放申购,开放赎回,
2025-09-19,1.3937,1.3937,0.0123,开放申购,开放赎回,
2025-09-18,1.3767,1.3767,-0.0078000000000000005,开放申购,开放赎回,
2025-09-17,1.3875,1.3875,0.0263,开放申购,开放赎回,
2025-09-16,1.352,1.352,0.0059,开放申购,开放赎回,
2025-09-15,1.3441,1.3441,0.0078000000000000005,开放申购,开放赎回,
2025-09-12,1.3337,1.3337,-0.0018,开放申购,开放赎回,
2025-09-11,1.3361,1.3361,0.0167,开放申购,开放赎回,
2025-09-10,1.3141,1.3141,-0.0021,开放申购,开放赎回,
2025-09-09,1.3168,1.3168,-0.01,开放申购,开放赎回,
2025-09-08,1.3301,1.3301,-0.004,开放申购,开放赎回,
2025-09-05,1.3355,1.3355,0.0501,开放申购,开放赎回,
2025-09-04,1.2718,1.2718,-0.0106,开放申购,开放赎回,
2025-09-03,1.2854,1.2854,0.020499999999999997,开放申购,开放赎回,
2025-09-02,1.2596,1.2596,-0.0104,开放申购,开放赎回,
2025-09-01,1.2728,1.2728,0.0137,开放申购,开放赎回,
2025-08-29,1.2556,1.2556,0.02,开放申购,开放赎回,
2025-08-28,1.231,1.231,0.0139,开放申购,开放赎回,
2025-08-27,1.2141,1.2141,-0.0033,开放申购,开放赎回,
2025-08-26,1.2181,1.2181,-0.004,开放申购,开放赎回,
2025-08-25,1.223,1.223,0.019299999999999998,开放申购,开放赎回,
2025-08-22,1.1998,1.1998,0.0139,开放申购,开放赎回,
2025-08-21,1.1834,1.1834,-0.0014000000000000002,开放申购,开放赎回,
2025-08-20,1.185,1.185,0.011399999999999999,开放申购,开放赎回,
2025-08-19,1.1717,1.1717,-0.0018,开放申购,开放赎回,
2025-08-18,1.1738,1.1738,0.009899999999999999,开放申购,开放赎回,
2025-08-15,1.1623,1.1623,0.0174,开放申购,开放赎回,
2025-08-14,1.1424,1.1424,-0.0131,开放申购,开放赎回,
2025-08-13,1.1576,1.1576,0.010700000000000001,开放申购,开放赎回,
2025-08-12,1.1454,1.1454,0.012,开放申购,开放赎回,
2025-08-11,1.1318,1.1318,0.0095,开放申购,开放赎回,
2025-08-08,1.1212,1.1212,0.0105,开放申购,开放赎回,
2025-08-07,1.1096,1.1096,0.0044,开放申购,开放赎回,
2025-08-06,1.1047,1.1047,0.0049,开放申购,开放赎回,
2025-08-05,1.0993,1.0993,0.0059,开放申购,开放赎回,
2025-08-04,1.0928,1.0928,0.0121,开放申购,开放赎回,
2025-08-01,1.0797,1.0797,-0.002,开放申购,开放赎回,
2025-07-31,1.0819,1.0819,-0.024399999999999998,开放申购,开放赎回,
2025-07-30,1.109,1.109,-0.0179,开放申购,开放赎回,
2025-07-29,1.1292,1.1292,0.0018,开放申购,开放赎回,
2025-07-28,1.1272,1.1272,0.0037,开放申购,开放赎回,
2025-07-25,1.1231,1.1231,-0.0062,开放申购,开放赎回,
2025-07-24,1.1301,1.1301,0.0062,开放申购,开放赎回,
2025-07-23,1.1231,1.1231,-0.0069,开放申购,开放赎回,
2025-07-22,1.1309,1.1309,0.018799999999999997,开放申购,开放赎回,
2025-07-21,1.11,1.11,0.0129,开放申购,开放赎回,
2025-07-18,1.0959,1.0959,0.0053,开放申购,开放赎回,
2025-07-17,1.0901,1.0901,0.0083,开放申购,开放赎回,
2025-07-16,1.0811,1.0811,-0.0013,开放申购,开放赎回,
2025-07-15,1.0825,1.0825,-0.0002,开放申购,开放赎回,
2025-07-14,1.0827,1.0827,0.004699999999999999,开放申购,开放赎回,
2025-07-11,1.0776,1.0776,0.0048,开放申购,开放赎回,
2025-07-10,1.0725,1.0725,0.0051,开放申购,开放赎回,
2025-07-09,1.0671,1.0671,-0.002,开放申购,开放赎回,
2025-07-08,1.0692,1.0692,0.0161,开放申购,开放赎回,
2025-07-07,1.0523,1.0523,-0.0024,开放申购,开放赎回,
2025-07-04,1.0548,1.0548,-0.0036,开放申购,开放赎回,
2025-07-03,1.0586,1.0586,0.009300000000000001,开放申购,开放赎回,
2025-07-02,1.0488,1.0488,0.0106,开放申购,开放赎回,
2025-07-01,1.0378,1.0378,0.0006,暂停申购,暂停赎回,
2025-06-30,1.0372,1.0372,0.0008,开放申购,开放赎回,
2025-06-27,1.0364,1.0364,0.0026,开放申购,开放赎回,
2025-06-26,1.0337,1.0337,-0.0077,开放申购,开放赎回,
2025-06-25,1.0417,1.0417,0.0089,开放申购,开放赎回,
2025-06-24,1.0325,1.0325,0.0086,开放申购,开放赎回,
2025-06-23,1.0237,1.0237,0.0086,开放申购,开放赎回,
2025-06-20,1.015,1.015,0.0131,开放申购,开放赎回,
2025-06-19,1.0019,1.0019,-0.0182,开放申购,开放赎回,
2025-06-18,1.0205,1.0205,0.0001,开放申购,开放赎回,
2025-06-17,1.0204,1.0204,-0.0031,开放申购,开放赎回,
2025-06-16,1.0236,1.0236,-0.0009,开放申购,开放赎回,
2025-06-13,1.0245,1.0245,-0.0034999999999999996,开放申购,开放赎回,
2025-06-12,1.0281,1.0281,-0.006500000000000001,开放申购,开放赎回,
2025-06-11,1.0348,1.0348,0.009399999999999999,开放申购,开放赎回,
2025-06-10,1.0252,1.0252,0.0003,开放申购,开放赎回,
2025-06-09,1.0249,1.0249,0.0039000000000000003,开放申购,开放赎回,
2025-06-06,1.0209,1.0209,-0.0062,开放申购,开放赎回,
2025-06-05,1.0273,1.0273,0.0002,开放申购,开放赎回,
2025-06-04,1.0271,1.0271,0.0073,开放申购,开放赎回,
2025-06-03,1.0197,1.0197,-0.0058,开放申购,开放赎回,
2025-05-30,1.0257,1.0257,-0.0038,开放申购,开放赎回,
2025-05-29,1.0296,1.0296,0.006500000000000001,开放申购,开放赎回,
2025-05-28,1.023,1.023,0.0012,开放申购,开放赎回,
2025-05-27,1.0218,1.0218,-0.006500000000000001,开放申购,开放赎回,
2025-05-26,1.0285,1.0285,-0.0222,开放申购,开放赎回,
2025-05-23,1.0518,1.0518,0.0,开放申购,开放赎回,
2025-05-22,1.0518,1.0518,-0.006,开放申购,开放赎回,
2025-05-21,1.0581,1.0581,0.0106,开放申购,开放赎回,
2025-05-20,1.047,1.047,0.0129,开放申购,开放赎回,
2025-05-19,1.0337,1.0337,0.0026,开放申购,开放赎回,
2025-05-16,1.031,1.031,-0.0013,开放申购,开放赎回,
2025-05-15,1.0323,1.0323,-0.009399999999999999,开放申购,开放赎回,
2025-05-14,1.0421,1.0421,0.0063,开放申购,开放赎回,
2025-05-13,1.0356,1.0356,-0.0032,开放申购,开放赎回,
2025-05-12,1.0389,1.0389,0.022400000000000003,开放申购,开放赎回,
2025-05-09,1.0161,1.0161,0.0072,开放申购,开放赎回,
2025-05-08,1.0088,1.0088,0.0078000000000000005,开放申购,开放赎回,
2025-05-07,1.001,1.001,0.004,开放申购,开放赎回,
2025-05-06,0.997,0.997,0.0147,开放申购,开放赎回,
2025-04-30,0.9826,0.9826,-0.0048,开放申购,开放赎回,
2025-04-29,0.9873,0.9873,-0.0037,开放申购,开放赎回,
2025-04-28,0.991,0.991,0.0024,开放申购,开放赎回,
2025-04-25,0.9886,0.9886,-0.0023,开放申购,开放赎回,
2025-04-24,0.9909,0.9909,-0.003,开放申购,开放赎回,
2025-04-23,0.9939,0.9939,0.0236,开放申购,开放赎回,
2025-04-22,0.971,0.971,0.0034000000000000002,开放申购,开放赎回,
2025-04-21,0.9677,0.9677,0.0068000000000000005,暂停申购,暂停赎回,
2025-04-18,0.9612,0.9612,0.0025,暂停申购,暂停赎回,
2025-04-17,0.9588,0.9588,0.0055000000000000005,开放申购,开放赎回,
2025-04-16,0.9536,0.9536,-0.0121,开放申购,开放赎回,
2025-04-15,0.9653,0.9653,0.0078000000000000005,开放申购,开放赎回,
2025-04-14,0.9578,0.9578,0.008,开放申购,开放赎回,
2025-04-11,0.9502,0.9502,0.0175,开放申购,开放赎回,
2025-04-10,0.9339,0.9339,0.0292,开放申购,开放赎回,
2025-04-09,0.9074,0.9074,0.0091,开放申购,开放赎回,
2025-04-08,0.8992,0.8992,0.0159,开放申购,开放赎回,
2025-04-07,0.8851,0.8851,-0.11599999999999999,开放申购,开放赎回,
2025-04-03,1.0012,1.0012,-0.0285,开放申购,开放赎回,
2025-04-02,1.0306,1.0306,0.0014000000000000002,开放申购,开放赎回,
2025-04-01,1.0292,1.0292,0.0009,开放申购,开放赎回,
2025-03-31,1.0283,1.0283,-0.0077,开放申购,开放赎回,
2025-03-28,1.0363,1.0363,-0.006500000000000001,开放申购,开放赎回,
2025-03-27,1.0431,1.0431,0.0023,开放申购,开放赎回,
2025-03-26,1.0407,1.0407,0.0023,开放申购,开放赎回,
2025-03-25,1.0383,1.0383,-0.009000000000000001,开放申购,开放赎回,
2025-03-24,1.0477,1.0477,0.0083,开放申购,开放赎回,
2025-03-21,1.0391,1.0391,-0.0259,开放申购,开放赎回,
2025-03-20,1.0667,1.0667,-0.0006,开放申购,开放赎回,
2025-03-19,1.0673,1.0673,0.0058,开放申购,开放赎回,
2025-03-18,1.0611,1.0611,0.0127,开放申购,开放赎回,
2025-03-17,1.0478,1.0478,-0.0062,开放申购,开放赎回,
2025-03-14,1.0543,1.0543,0.018500000000000003,开放申购,开放赎回,
2025-03-13,1.0351,1.0351,-0.006,开放申购,开放赎回,
2025-03-12,1.0413,1.0413,-0.0015,开放申购,开放赎回,
2025-03-11,1.0429,1.0429,0.0022,开放申购,开放赎回,
2025-03-10,1.0406,1.0406,-0.0034000000000000002,开放申购,开放赎回,
2025-03-07,1.0441,1.0441,-0.0034999999999999996,开放申购,开放赎回,
2025-03-06,1.0478,1.0478,0.0141,开放申购,开放赎回,
2025-03-05,1.0332,1.0332,0.0163,开放申购,开放赎回,
2025-03-04,1.0166,1.0166,-0.0159,开放申购,开放赎回,
2025-03-03,1.033,1.033,0.0115,开放申购,开放赎回,
2025-02-28,1.0213,1.0213,-0.0227,开放申购,开放赎回,
2025-02-27,1.045,1.045,0.0128,开放申购,开放赎回,
2025-02-26,1.0318,1.0318,0.0092,开放申购,开放赎回,
2025-02-25,1.0224,1.0224,-0.0045000000000000005,开放申购,开放赎回,
2025-02-24,1.027,1.027,-0.0014000000000000002,开放申购,开放赎回,
2025-02-21,1.0284,1.0284,0.0154,开放申购,开放赎回,
2025-02-20,1.0128,1.0128,-0.0078000000000000005,开放申购,开放赎回,
2025-02-19,1.0208,1.0208,0.0111,开放申购,开放赎回,
2025-02-18,1.0096,1.0096,0.0060999999999999995,开放申购,开放赎回,
2025-02-17,1.0035,1.0035,-0.0051,开放申购,开放赎回,
2025-02-14,1.0086,1.0086,0.016,开放申购,开放赎回,
2025-02-13,0.9927,0.9927,-0.0101,开放申购,开放赎回,
2025-02-12,1.0028,1.0028,0.0154,开放申购,开放赎回,
2025-02-11,0.9876,0.9876,-0.0109,开放申购,开放赎回,
2025-02-10,0.9985,0.9985,0.0002,开放申购,开放赎回,
2025-02-07,0.9983,0.9983,0.0245,开放申购,开放赎回,
2025-02-06,0.9744,0.9744,0.0218,开放申购,开放赎回,
2025-02-05,0.9536,0.9536,-0.0067,开放申购,开放赎回,
2025-01-27,0.96,0.96,-0.0002,开放申购,开放赎回,
2025-01-24,0.9602,0.9602,0.0073,开放申购,开放赎回,
2025-01-23,0.9532,0.9532,-0.006,开放申购,开放赎回,
2025-01-22,0.959,0.959,-0.015300000000000001,开放申购,开放赎回,
2025-01-21,0.9739,0.9739,-0.0005,开放申购,开放赎回,
2025-01-20,0.9744,0.9744,0.0088,开放申购,开放赎回,
2025-01-17,0.9659,0.9659,0.0106,开放申购,开放赎回,
2025-01-16,0.9558,0.9558,0.0095,开放申购,开放赎回,
2025-01-15,0.9468,0.9468,-0.0085,开放申购,开放赎回,
2025-01-14,0.9549,0.9549,0.0263,开放申购,开放赎回,
2025-01-13,0.9304,0.9304,-0.006,开放申购,开放赎回,
2025-01-10,0.936,0.936,-0.0131,开放申购,开放赎回,
2025-01-09,0.9484,0.9484,-0.0069,开放申购,开放赎回,
2025-01-08,0.955,0.955,0.0007000000000000001,开放申购,开放赎回,
2025-01-07,0.9543,0.9543,-0.005600000000000001,开放申购,开放赎回,
2025-01-06,0.9597,0.9597,0.0027,开放申购,开放赎回,
2025-01-03,0.9571,0.9571,-0.0025,开放申购,开放赎回,
2025-01-02,0.9595,0.9595,-0.021400000000000002,开放申购,开放赎回,
2024-12-31,0.9805,0.9805,-0.0011,暂停申购,暂停赎回,
2024-12-30,0.9816,0.9816,0.0045000000000000005,开放申购,开放赎回,
2024-12-27,0.9772,0.9772,-0.003,开放申购,开放赎回,
2024-12-26,0.9801,0.9801,0.0007000000000000001,开放申购,开放赎回,
2024-12-25,0.9794,0.9794,-0.004699999999999999,开放申购,开放赎回,
2024-12-24,0.984,0.984,0.0152,开放申购,开放赎回,
2024-12-23,0.9693,0.9693,0.0007000000000000001,开放申购,开放赎回,
2024-12-20,0.9686,0.9686,-0.0148,开放申购,开放赎回,
2024-12-19,0.9832,0.9832,-0.003,开放申购,开放赎回,
2024-12-18,0.9862,0.9862,0.0026,开放申购,开放赎回,
2024-12-17,0.9836,0.9836,0.008199999999999999,开放申购,开放赎回,
2024-12-16,0.9756,0.9756,-0.008100000000000001,开放申购,开放赎回,
2024-12-13,0.9836,0.9836,-0.017,开放申购,开放赎回,
2024-12-12,1.0006,1.0006,0.011899999999999999,开放申购,开放赎回,
2024-12-11,0.9888,0.9888,0.0006,开放申购,开放赎回,
2024-12-10,0.9882,0.9882,-0.0007000000000000001,开放申购,开放赎回,
2024-12-09,0.9889,0.9889,0.0097,开放申购,开放赎回,
2024-12-06,0.9794,0.9794,0.013300000000000001,开放申购,开放赎回,
2024-12-05,0.9665,0.9665,-0.006500000000000001,开放申购,开放赎回,
2024-12-04,0.9728,0.9728,-0.0036,开放申购,开放赎回,
2024-12-03,0.9763,0.9763,0.0042,开放申购,开放赎回,
2024-12-02,0.9722,0.9722,0.0128,开放申购,开放赎回,
2024-11-29,0.9599,0.9599,0.006500000000000001,开放申购,开放赎回,
2024-11-28,0.9537,0.9537,-0.0129,开放申购,开放赎回,
2024-11-27,0.9662,0.9662,0.0171,开放申购,开放赎回,
2024-11-26,0.95,0.95,-0.017,开放申购,开放赎回,
2024-11-25,0.9664,0.9664,0.0134,开放申购,开放赎回,
2024-11-22,0.9536,0.9536,-0.0229,开放申购,开放赎回,
2024-11-21,0.9759,0.9759,-0.0017000000000000001,开放申购,开放赎回,
2024-11-20,0.9776,0.9776,0.0002,开放申购,开放赎回,
