date,net_value
2025-08-01,1.0
2025-08-05,1.0008
2025-08-06,1.0042
2025-08-07,1.0035
2025-08-08,0.9925
2025-08-11,0.9952
2025-08-12,1.0028
2025-08-13,1.0183
2025-08-14,1.0041
2025-08-15,1.0246
2025-08-18,1.0459
2025-08-19,1.0287
2025-08-20,1.0627
2025-08-21,1.0563
2025-08-22,1.1199
2025-08-25,1.1132
2025-08-26,1.1198
2025-08-27,1.1004
2025-08-28,1.1513
2025-08-29,1.1214
2025-09-01,1.1502
2025-09-02,1.1095
2025-09-03,1.108
2025-09-04,1.0433
2025-09-05,1.0767
2025-09-08,1.0926
2025-09-09,1.0576
2025-09-10,1.0585
2025-09-11,1.1027
2025-09-12,1.1045
2025-09-15,1.1072
2025-09-16,1.1126
2025-09-17,1.1499
2025-09-18,1.1875
2025-09-19,1.1811
2025-09-22,1.1921
2025-09-23,1.2338
2025-09-24,1.3087
2025-09-25,1.3067
2025-09-26,1.3028
2025-09-29,1.3305
2025-09-30,1.3315
2025-10-09,1.368
2025-10-10,1.3244
2025-10-13,1.3635
2025-10-14,1.2917
2025-10-15,1.2881
2025-10-16,1.2718
2025-10-17,1.2193
2025-10-20,1.2195
2025-10-21,1.244
2025-10-22,1.2382
2025-10-23,1.2359
2025-10-24,1.2918
2025-10-27,1.3326
2025-10-28,1.3364
2025-10-29,1.333
2025-10-30,1.3153
2025-10-31,1.2585
2025-11-03,1.2463
