date,net_value
2020-03-20,1.0
2020-03-27,0.9994
2020-04-03,1.0012
2020-04-10,1.0067
2020-04-17,1.014
2020-04-24,1.0186
2020-04-30,1.0303
2020-05-08,1.0329
2020-05-15,1.0223
2020-05-22,1.0055
2020-05-29,1.0105
2020-06-05,1.0202
2020-06-12,1.0176
2020-06-18,1.0227
2020-06-19,1.0226
2020-06-22,1.0185
2020-06-23,1.0165
2020-06-24,1.0165
2020-06-29,1.0136
2020-06-30,1.0141
2020-07-01,1.0163
2020-07-02,1.0221
2020-07-03,1.0244
2020-07-06,1.0411
2020-07-07,1.0413
2020-07-08,1.0586
2020-07-09,1.0684
2020-07-10,1.0391
2020-07-13,1.0639
2020-07-14,1.0525
2020-07-15,1.0394
2020-07-16,1.0216
2020-07-17,1.0228
2020-07-20,1.0557
2020-07-21,1.0508
2020-07-22,1.0515
2020-07-23,1.0459
2020-07-24,1.0201
2020-07-27,1.0273
2020-07-28,1.0289
2020-07-29,1.0305
2020-07-30,1.032
2020-07-31,1.0304
2020-08-03,1.0346
2020-08-04,1.0347
2020-08-05,1.0392
2020-08-06,1.0401
2020-08-07,1.0385
2020-08-10,1.0398
2020-08-11,1.0288
2020-08-12,1.0298
2020-08-13,1.0322
2020-08-14,1.0361
2020-08-17,1.0483
2020-08-18,1.0455
2020-08-19,1.0429
2020-08-20,1.0375
2020-08-21,1.0381
2020-08-24,1.0405
2020-08-25,1.037
2020-08-26,1.0307
2020-08-27,1.0293
2020-08-28,1.038
2020-08-31,1.0356
2020-09-01,1.0389
2020-09-02,1.0334
2020-09-03,1.0317
2020-09-04,1.0294
2020-09-07,1.024
2020-09-08,1.029
2020-09-09,1.0159
2020-09-10,1.0175
2020-09-11,1.0159
2020-09-14,1.0228
2020-09-15,1.0271
2020-09-16,1.0258
2020-09-17,1.0242
2020-09-18,1.0401
2020-09-21,1.0343
2020-09-22,1.0201
2020-09-23,1.0213
2020-09-24,1.0041
2020-09-25,1.0054
2020-09-28,1.0062
2020-09-29,1.0043
2020-09-30,1.0062
2020-10-09,1.02
2020-10-12,1.0363
2020-10-13,1.0375
2020-10-14,1.0454
2020-10-15,1.0467
2020-10-16,1.0479
2020-10-19,1.0408
2020-10-20,1.0454
2020-10-21,1.0422
2020-10-22,1.0351
2020-10-23,1.0278
2020-10-26,1.0279
2020-10-27,1.0313
2020-10-28,1.0401
2020-10-29,1.0404
2020-10-30,1.0343
2020-11-02,1.0406
2020-11-03,1.0523
2020-11-04,1.0519
2020-11-05,1.062
2020-11-06,1.062
2020-11-09,1.0723
2020-11-10,1.0729
2020-11-11,1.0715
2020-11-12,1.0735
2020-11-13,1.0689
2020-11-16,1.0851
2020-11-17,1.0836
2020-11-18,1.0896
2020-11-19,1.093
2020-11-20,1.0997
2020-11-23,1.1166
2020-11-24,1.1179
2020-11-25,1.1037
2020-11-26,1.1073
2020-11-27,1.1117
2020-11-30,1.1041
2020-12-01,1.1249
2020-12-02,1.1152
2020-12-03,1.1011
2020-12-04,1.1075
2020-12-07,1.0914
2020-12-08,1.0875
2020-12-09,1.0782
2020-12-10,1.0792
2020-12-11,1.0622
2020-12-14,1.0671
2020-12-15,1.0693
2020-12-16,1.0677
2020-12-17,1.0765
2020-12-18,1.0769
2020-12-21,1.0909
2020-12-22,1.0609
2020-12-23,1.0818
2020-12-24,1.0863
2020-12-25,1.1039
2020-12-28,1.0983
2020-12-29,1.0949
2020-12-30,1.1082
2020-12-31,1.1167
2021-01-04,1.1304
2021-01-05,1.1538
2021-01-06,1.1625
2021-01-07,1.2026
2021-01-08,1.2218
2021-01-11,1.2171
2021-01-12,1.2454
2021-01-13,1.2477
2021-01-14,1.2318
2021-01-15,1.2323
2021-01-18,1.2556
2021-01-19,1.2349
2021-01-20,1.249
2021-01-21,1.2686
2021-01-22,1.2705
2021-01-25,1.2722
2021-01-26,1.2568
2021-01-27,1.2485
2021-01-28,1.1958
2021-01-29,1.1856
2021-02-01,1.2312
2021-02-02,1.2532
2021-02-03,1.2501
2021-02-04,1.2444
2021-02-05,1.2175
2021-02-08,1.2546
2021-02-09,1.2892
2021-02-10,1.323
2021-02-18,1.3556
2021-02-19,1.3446
2021-02-22,1.3162
2021-02-23,1.2942
2021-02-24,1.2553
2021-02-25,1.2535
2021-02-26,1.2249
2021-03-01,1.251
2021-03-02,1.2315
2021-03-03,1.2508
2021-03-04,1.1924
2021-03-05,1.1841
2021-03-08,1.1394
2021-03-09,1.1104
2021-03-10,1.117
2021-03-11,1.1477
2021-03-12,1.15
2021-03-15,1.1222
2021-03-16,1.1294
2021-03-17,1.1394
2021-03-18,1.1461
2021-03-19,1.1086
2021-03-22,1.1295
2021-03-23,1.1065
2021-03-24,1.0635
2021-03-25,1.0756
2021-03-26,1.1091
2021-03-29,1.1131
2021-03-30,1.1286
2021-03-31,1.1101
2021-04-01,1.1304
2021-04-02,1.1455
2021-04-06,1.1402
2021-04-07,1.1371
2021-04-08,1.1364
2021-04-09,1.1209
2021-04-12,1.0761
2021-04-13,1.0803
2021-04-14,1.0938
2021-04-15,1.091
2021-04-16,1.0994
2021-04-19,1.1443
2021-04-20,1.1446
2021-04-21,1.1406
2021-04-22,1.1345
2021-04-23,1.1416
2021-04-26,1.1302
2021-04-27,1.1291
2021-04-28,1.1185
2021-04-29,1.1233
2021-04-30,1.1028
2021-05-06,1.1128
2021-05-07,1.1021
2021-05-10,1.0913
2021-05-11,1.0745
2021-05-12,1.0803
2021-05-13,1.0576
2021-05-14,1.07
2021-05-17,1.0938
2021-05-18,1.0934
2021-05-19,1.0878
2021-05-20,1.0919
2021-05-21,1.0785
2021-05-24,1.0875
2021-05-25,1.1179
2021-05-26,1.1265
2021-05-27,1.139
2021-05-28,1.1305
2021-05-31,1.1334
2021-06-01,1.1563
2021-06-02,1.1509
2021-06-03,1.1381
2021-06-04,1.1488
2021-06-07,1.156
2021-06-08,1.1483
2021-06-09,1.1529
2021-06-10,1.1517
2021-06-11,1.1404
2021-06-15,1.1302
2021-06-16,1.1014
2021-06-17,1.1132
2021-06-18,1.1175
2021-06-21,1.1284
2021-06-22,1.1304
2021-06-23,1.1464
2021-06-24,1.1476
2021-06-25,1.166
