date,net_value
2019-03-08,1.0
2019-03-11,1.0
2019-03-12,1.0001
2019-03-13,1.0001
2019-03-14,1.0002
2019-03-15,1.0002
2019-03-18,1.0004
2019-03-19,1.0004
2019-03-20,1.0005
2019-03-21,1.0005
2019-03-22,1.0006
2019-03-25,1.0008
2019-03-26,1.0008
2019-03-27,1.0008
2019-03-28,1.0009
2019-03-29,1.001
2019-04-01,1.0011
2019-04-02,1.0011
2019-04-03,1.0012
2019-04-04,1.0012
2019-04-08,1.0013
2019-04-09,1.0013
2019-04-10,1.0012
2019-04-11,1.0013
2019-04-12,1.0013
2019-04-15,1.0011
2019-04-16,1.001
2019-04-17,1.001
2019-04-18,1.0013
2019-04-19,1.0015
2019-04-22,1.0016
2019-04-23,1.0015
2019-04-24,1.0014
2019-04-25,1.0013
2019-04-26,1.0013
2019-04-29,1.0014
2019-04-30,1.0015
2019-05-06,1.0022
2019-05-07,1.0023
2019-05-08,1.0026
2019-05-09,1.0028
2019-05-10,1.0029
2019-05-13,1.0032
2019-05-14,1.0033
2019-05-15,1.0034
2019-05-16,1.0036
2019-05-17,1.0037
2019-05-20,1.004
2019-05-21,1.004
2019-05-22,1.004
2019-05-23,1.0041
2019-05-24,1.0042
2019-05-27,1.0044
2019-05-28,1.0042
2019-05-29,1.0043
2019-05-30,1.0044
2019-05-31,1.0044
2019-06-03,1.0047
2019-06-04,1.0047
2019-06-05,1.0049
2019-06-06,1.0049
2019-06-10,1.0051
2019-06-11,1.0051
2019-06-12,1.0051
2019-06-13,1.005
2019-06-14,1.0047
2019-06-17,1.005
2019-06-18,1.0051
2019-06-19,1.0053
2019-06-20,1.0056
2019-06-21,1.0056
2019-06-24,1.0059
2019-06-25,1.0062
2019-06-26,1.0063
2019-06-27,1.0063
2019-06-28,1.0065
2019-06-30,1.0066
2019-07-01,1.0069
2019-07-02,1.0073
2019-07-03,1.0077
2019-07-04,1.0078
2019-07-05,1.0079
2019-07-08,1.0078
2019-07-09,1.008
2019-07-10,1.008
2019-07-11,1.0083
2019-07-12,1.0085
2019-07-15,1.0084
2019-07-16,1.0081
2019-07-17,1.0081
2019-07-18,1.0083
2019-07-19,1.0081
2019-07-22,1.0088
2019-07-23,1.0091
2019-07-24,1.0088
2019-07-25,1.0091
2019-07-26,1.0091
2019-07-29,1.009
2019-07-30,1.0092
2019-07-31,1.0101
2019-08-01,1.0105
2019-08-02,1.0121
2019-08-05,1.0138
2019-08-06,1.0136
2019-08-07,1.0142
2019-08-08,1.0145
2019-08-09,1.0151
2019-08-12,1.0152
2019-08-13,1.0162
2019-08-14,1.0169
2019-08-15,1.0172
2019-08-16,1.0172
2019-08-19,1.0176
2019-08-20,1.0176
2019-08-21,1.017
2019-08-22,1.0169
2019-08-23,1.0167
2019-08-26,1.0173
2019-08-27,1.017
2019-08-28,1.017
2019-08-29,1.0174
2019-08-30,1.0171
2019-09-02,1.017
2019-09-03,1.0171
2019-09-04,1.0173
2019-09-05,1.0183
2019-09-06,1.0184
2019-09-09,1.0188
2019-09-10,1.0189
2019-09-11,1.019
2019-09-12,1.0188
2019-09-16,1.0191
2019-09-17,1.019
2019-09-18,1.0189
2019-09-19,1.0189
2019-09-20,1.0188
