date,net_value,equity_return,unit_money
2024-09-24,0.6356,0.0,
2024-09-25,0.652,2.58,
2024-09-26,0.6896,5.77,
2024-09-29,0.7617,10.46,
2024-10-07,0.8372,9.91,
2024-10-08,0.7817,-6.63,
2024-10-09,0.7765,-0.67,
2024-10-10,0.7502,-3.39,
2024-10-13,0.7737,3.13,
2024-10-14,0.7608,-1.67,
2024-10-15,0.7467,-1.85,
2024-10-16,0.7482,0.2,
2024-10-17,0.7969,6.51,
2024-10-20,0.813,2.02,
2024-10-21,0.8165,0.43,
2024-10-22,0.8099,-0.81,
2024-10-23,0.8013,-1.06,
2024-10-24,0.8079,0.82,
2024-10-27,0.8092,0.16,
2024-10-28,0.8133,0.51,
2024-10-29,0.82,0.82,
2024-10-30,0.8348,1.8,
2024-10-31,0.8072,-3.31,
2024-11-03,0.8217,1.8,
2024-11-04,0.8504,3.49,
2024-11-05,0.8412,-1.08,
2024-11-06,0.8489,0.92,
2024-11-07,0.8499,0.12,
2024-11-10,0.8775,3.25,
2024-11-11,0.8747,-0.32,
2024-11-12,0.869,-0.65,
2024-11-13,0.8414,-3.18,
2024-11-14,0.8271,-1.7,
2024-11-17,0.8048,-2.7,
2024-11-18,0.8197,1.85,
2024-11-19,0.8211,0.17,
2024-11-20,0.8165,-0.56,
2024-11-21,0.7874,-3.56,
2024-11-24,0.7744,-1.65,
2024-11-25,0.77,-0.57,
2024-11-26,0.7943,3.16,
2024-11-27,0.7857,-1.08,
2024-11-28,0.7982,1.59,
2024-12-01,0.8116,1.68,
2024-12-02,0.8043,-0.9,
2024-12-03,0.7994,-0.61,
2024-12-04,0.7982,-0.15,
2024-12-05,0.8133,1.89,
2024-12-08,0.8102,-0.38,
2024-12-09,0.8209,1.32,
2024-12-10,0.8326,1.43,
2024-12-11,0.8319,-0.08,
2024-12-12,0.8244,-0.9,
2024-12-15,0.8119,-1.52,
2024-12-16,0.8103,-0.2,
2024-12-17,0.8248,1.79,
2024-12-18,0.8444,2.38,
2024-12-19,0.851,0.78,
2024-12-22,0.8327,-2.15,
2024-12-23,0.8437,1.32,
2024-12-24,0.8366,-0.84,
2024-12-25,0.8587,2.64,
2024-12-26,0.8483,-1.21,
2024-12-29,0.8552,0.81,
2024-12-30,0.829,-3.06,
2025-01-01,0.8013,-3.34,
2025-01-02,0.7853,-2.0,
2025-01-05,0.7783,-0.89,
2025-01-06,0.8102,4.1,
2025-01-07,0.8063,-0.48,
2025-01-08,0.8138,0.93,
2025-01-09,0.8027,-1.36,
2025-01-12,0.7946,-1.01,
2025-01-13,0.8344,5.01,
2025-01-14,0.8245,-1.19,
2025-01-15,0.8219,-0.32,
2025-01-16,0.8393,2.12,
2025-01-19,0.8499,1.26,
2025-01-20,0.872,2.6,
2025-01-21,0.8729,0.1,
2025-01-22,0.8595,-1.54,
2025-01-23,0.8776,2.11,
2025-01-26,0.8615,-1.83,
2025-02-04,0.8672,0.66,
2025-02-05,0.9001,3.79,
2025-02-06,0.9064,0.7,
2025-02-09,0.9082,0.2,
2025-02-10,0.9048,-0.37,
2025-02-11,0.9311,2.91,
2025-02-12,0.9074,-2.55,
2025-02-13,0.9111,0.41,
2025-02-16,0.9156,0.49,
2025-02-17,0.8999,-1.71,
2025-02-18,0.9244,2.72,
2025-02-19,0.9338,1.02,
2025-02-20,0.9524,1.99,
2025-02-23,0.9471,-0.56,
2025-02-24,0.9446,-0.26,
2025-02-25,0.9446,0.0,
2025-02-26,0.9353,-0.98,
2025-02-27,0.8973,-4.06,
2025-03-02,0.895,-0.26,
2025-03-03,0.9082,1.47,
2025-03-04,0.9113,0.34,
2025-03-05,0.9233,1.32,
2025-03-06,0.9156,-0.83,
2025-03-09,0.9142,-0.15,
2025-03-10,0.9094,-0.53,
2025-03-11,0.9079,-0.16,
2025-03-12,0.8882,-2.17,
2025-03-13,0.9094,2.39,
2025-03-16,0.9121,0.3,
2025-03-17,0.9201,0.88,
2025-03-18,0.911,-0.99,
2025-03-19,0.9026,-0.92,
2025-03-20,0.8818,-2.3,
2025-03-23,0.8904,0.98,
2025-03-24,0.8746,-1.77,
2025-03-25,0.8756,0.11,
2025-03-26,0.8791,0.4,
2025-03-27,0.8751,-0.46,
2025-03-30,0.8729,-0.25,
2025-03-31,0.8692,-0.42,
2025-04-01,0.8698,0.07,
2025-04-02,0.8338,-4.14,
2025-04-06,0.7513,-9.89,
2025-04-07,0.729,-2.97,
2025-04-08,0.7385,1.3,
2025-04-09,0.7633,3.36,
