date,net_value,equity_return,unit_money
2021-12-06,1.221,0.0,
2021-12-07,1.252,2.54,
2021-12-08,1.274,1.76,
2021-12-09,1.27,-0.31,
2021-12-12,1.281,0.87,
2021-12-13,1.281,0.0,
2021-12-14,1.269,-0.94,
2021-12-15,1.276,0.55,
2021-12-16,1.249,-2.12,
2021-12-19,1.223,-2.08,
2021-12-20,1.232,0.74,
2021-12-21,1.242,0.81,
2021-12-22,1.247,0.4,
2021-12-23,1.237,-0.8,
2021-12-26,1.235,-0.16,
2021-12-27,1.247,0.97,
2021-12-28,1.233,-1.12,
2021-12-29,1.253,1.62,
2021-12-30,1.26,0.56,
2022-01-03,1.252,-0.63,
2022-01-04,1.21,-3.35,
2022-01-05,1.199,-0.91,
2022-01-06,1.193,-0.5,
2022-01-09,1.196,0.25,
2022-01-10,1.169,-2.26,
2022-01-11,1.188,1.63,
2022-01-12,1.169,-1.6,
2022-01-13,1.177,0.68,
2022-01-16,1.206,2.46,
2022-01-17,1.212,0.5,
2022-01-18,1.198,-1.16,
2022-01-19,1.199,0.08,
2022-01-20,1.179,-1.67,
2022-01-23,1.188,0.76,
2022-01-24,1.163,-2.1,
2022-01-25,1.174,0.95,
2022-01-26,1.133,-3.49,
2022-01-27,1.123,-0.88,
2022-02-06,1.124,0.09,
2022-02-07,1.1,-2.14,
2022-02-08,1.109,0.82,
2022-02-09,1.097,-1.08,
2022-02-10,1.073,-2.19,
2022-02-13,1.066,-0.65,
2022-02-14,1.097,2.91,
2022-02-15,1.098,0.09,
2022-02-16,1.105,0.64,
2022-02-17,1.101,-0.36,
2022-02-20,1.102,0.09,
2022-02-21,1.091,-1.0,
2022-02-22,1.127,3.3,
2022-02-23,1.112,-1.33,
2022-02-24,1.123,0.99,
2022-02-27,1.126,0.27,
2022-02-28,1.132,0.53,
2022-03-01,1.118,-1.24,
2022-03-02,1.1,-1.61,
2022-03-03,1.091,-0.82,
2022-03-06,1.044,-4.31,
2022-03-07,1.031,-1.25,
2022-03-08,1.033,0.19,
2022-03-09,1.05,1.65,
2022-03-10,1.048,-0.19,
2022-03-13,1.013,-3.34,
2022-03-14,0.979,-3.36,
2022-03-15,1.024,4.6,
2022-03-16,1.042,1.76,
2022-03-17,1.035,-0.67,
2022-03-20,1.038,0.29,
2022-03-21,1.028,-0.96,
2022-03-22,1.036,0.78,
2022-03-23,1.017,-1.83,
2022-03-24,0.998,-1.87,
2022-03-27,0.984,-1.4,
2022-03-28,0.966,-1.83,
2022-03-29,0.993,2.8,
2022-03-30,0.978,-1.51,
2022-03-31,0.98,0.2,
2022-04-05,0.959,-2.14,
2022-04-06,0.942,-1.77,
2022-04-07,0.937,-0.53,
2022-04-10,0.893,-4.7,
2022-04-11,0.909,1.79,
2022-04-12,0.894,-1.65,
2022-04-13,0.907,1.45,
2022-04-14,0.903,-0.44,
2022-04-17,0.922,2.1,
2022-04-18,0.908,-1.52,
2022-04-19,0.894,-1.54,
2022-04-20,0.873,-2.35,
2022-04-21,0.868,-0.57,
2022-04-24,0.814,-6.22,
2022-04-25,0.796,-2.21,
2022-04-26,0.843,5.9,
2022-04-27,0.844,0.12,
2022-04-28,0.877,3.91,
2022-05-04,0.872,-0.57,
2022-05-05,0.849,-2.64,
2022-05-08,0.845,-0.47,
2022-05-09,0.86,1.78,
2022-05-10,0.884,2.79,
2022-05-11,0.883,-0.11,
2022-05-12,0.883,0.0,
2022-05-15,0.874,-1.02,
2022-05-16,0.896,2.52,
2022-05-17,0.9,0.45,
2022-05-18,0.908,0.89,
2022-05-19,0.919,1.21,
2022-05-22,0.916,-0.33,
2022-05-23,0.882,-3.71,
2022-05-24,0.886,0.45,
2022-05-25,0.892,0.68,
2022-05-26,0.892,0.0,
2022-05-29,0.9,0.9,
2022-05-30,0.922,2.44,
2022-05-31,0.921,-0.11,
2022-06-01,0.944,2.5,
2022-06-05,0.971,2.86,
2022-06-06,0.962,-0.93,
2022-06-07,0.965,0.31,
2022-06-08,0.941,-2.49,
2022-06-09,0.959,1.91,
2022-06-12,0.957,-0.21,
2022-06-13,0.949,-0.84,
2022-06-14,0.961,1.26,
2022-06-15,0.965,0.42,
2022-06-16,0.973,0.83,
2022-06-19,0.987,1.44,
2022-06-20,0.987,0.0,
2022-06-21,0.967,-2.03,
2022-06-22,0.991,2.48,
2022-06-23,1.009,1.82,
2022-06-26,1.015,0.59,
2022-06-27,1.038,2.27,
2022-06-28,1.015,-2.22,
2022-06-29,1.031,1.58,
2022-06-30,1.026,-0.48,
2022-07-03,1.02,-0.58,
2022-07-04,1.014,-0.59,
2022-07-05,1.01,-0.39,
