date,net_value,equity_return,unit_money
2022-04-28,1.3042,0.0,
2022-05-04,1.3075,0.25,
2022-05-05,1.2823,-1.93,
2022-05-08,1.3024,1.57,
2022-05-09,1.3133,0.84,
2022-05-10,1.3341,1.58,
2022-05-11,1.3344,0.02,
2022-05-12,1.3475,0.98,
2022-05-15,1.337,-0.78,
2022-05-16,1.3629,1.94,
2022-05-17,1.356,-0.51,
2022-05-18,1.3655,0.7,
2022-05-19,1.3662,0.05,
2022-05-22,1.3577,-0.62,
2022-05-23,1.3146,-3.17,
2022-05-24,1.3204,0.44,
2022-05-25,1.3319,0.87,
2022-05-26,1.3359,0.3,
2022-05-29,1.3516,1.18,
2022-05-30,1.3695,1.32,
2022-05-31,1.3601,-0.69,
2022-06-01,1.3832,1.7,
2022-06-05,1.4259,3.09,
2022-06-06,1.4198,-0.43,
2022-06-07,1.4297,0.7,
2022-06-08,1.4065,-1.62,
2022-06-09,1.4375,2.2,
2022-06-12,1.4271,-0.72,
2022-06-13,1.4216,-0.39,
2022-06-14,1.4143,-0.51,
2022-06-15,1.4173,0.21,
2022-06-16,1.4363,1.34,
2022-06-19,1.4264,-0.69,
2022-06-20,1.4204,-0.42,
2022-06-21,1.4119,-0.6,
2022-06-22,1.4416,2.1,
2022-06-23,1.4566,1.04,
2022-06-26,1.4663,0.67,
2022-06-27,1.4705,0.29,
2022-06-28,1.4279,-2.9,
2022-06-29,1.4414,0.95,
2022-06-30,1.442,0.04,
2022-07-03,1.4924,3.5,
2022-07-04,1.4974,0.34,
2022-07-05,1.4897,-0.51,
2022-07-06,1.5061,1.1,
2022-07-07,1.4798,-1.75,
2022-07-10,1.4497,-2.03,
2022-07-11,1.4268,-1.58,
2022-07-12,1.4332,0.45,
2022-07-13,1.4638,2.14,
2022-07-14,1.4554,-0.57,
2022-07-17,1.4486,-0.47,
2022-07-18,1.4383,-0.71,
2022-07-19,1.4652,1.87,
2022-07-20,1.4594,-0.4,
2022-07-21,1.4635,0.28,
2022-07-24,1.4578,-0.39,
2022-07-25,1.4719,0.97,
2022-07-26,1.4836,0.79,
2022-07-27,1.4941,0.71,
2022-07-28,1.4672,-1.8,
2022-07-31,1.475,0.53,
2022-08-01,1.4588,-1.1,
2022-08-02,1.4587,-0.01,
2022-08-03,1.4627,0.27,
2022-08-04,1.4714,0.59,
2022-08-07,1.4918,1.39,
2022-08-08,1.5075,1.05,
2022-08-09,1.5181,0.7,
2022-08-10,1.5237,0.37,
2022-08-11,1.4949,-1.89,
2022-08-14,1.5073,0.83,
2022-08-15,1.5188,0.76,
2022-08-16,1.5162,-0.17,
2022-08-17,1.5353,1.26,
2022-08-18,1.4964,-2.53,
2022-08-21,1.514,1.18,
2022-08-22,1.5218,0.52,
2022-08-23,1.4697,-3.42,
2022-08-24,1.4615,-0.56,
2022-08-25,1.4371,-1.67,
2022-08-28,1.4682,2.16,
2022-08-29,1.4558,-0.84,
2022-08-30,1.4196,-2.49,
2022-08-31,1.4156,-0.28,
2022-09-01,1.4214,0.41,
2022-09-04,1.4306,0.65,
2022-09-05,1.4496,1.33,
2022-09-06,1.4737,1.66,
2022-09-07,1.4798,0.41,
2022-09-08,1.4653,-0.98,
2022-09-12,1.4675,0.15,
2022-09-13,1.4688,0.09,
2022-09-14,1.4153,-3.64,
2022-09-15,1.4157,0.03,
2022-09-18,1.3956,-1.42,
2022-09-19,1.4059,0.74,
2022-09-20,1.3866,-1.37,
2022-09-21,1.4008,1.02,
2022-09-22,1.3821,-1.33,
2022-09-25,1.3852,0.22,
2022-09-26,1.4062,1.52,
2022-09-27,1.3716,-2.46,
2022-09-28,1.3836,0.87,
2022-09-29,1.3504,-2.4,
2022-10-09,1.3075,-3.18,
2022-10-10,1.314,0.5,
2022-10-11,1.3451,2.37,
2022-10-12,1.3681,1.71,
2022-10-13,1.387,1.38,
2022-10-16,1.4023,1.1,
2022-10-17,1.4054,0.22,
2022-10-18,1.4041,-0.09,
2022-10-19,1.3948,-0.66,
2022-10-20,1.4055,0.77,
2022-10-23,1.4231,1.25,
2022-10-24,1.4289,0.41,
2022-10-25,1.452,1.62,
2022-10-26,1.4322,-1.36,
2022-10-27,1.4095,-1.58,
2022-10-30,1.4048,-0.33,
2022-10-31,1.4079,0.22,
2022-11-01,1.4261,1.29,
2022-11-02,1.4481,1.54,
2022-11-03,1.4612,0.9,
2022-11-06,1.4328,-1.94,
2022-11-07,1.4344,0.11,
2022-11-08,1.4278,-0.46,
2022-11-09,1.4022,-1.79,
2022-11-10,1.4026,0.03,
2022-11-13,1.3837,-1.35,
2022-11-14,1.4085,1.79,
2022-11-15,1.3843,-1.72,
2022-11-16,1.387,0.2,
2022-11-17,1.3868,-0.01,
