date,net_value,equity_return,unit_money
2021-03-25,1.0,0.0,
2021-04-01,1.0011,0.0,
2021-04-08,0.9989,0.0,
2021-04-15,0.9995,0.0,
2021-04-22,1.0101,0.0,
2021-04-29,1.0111,0.0,
2021-05-06,0.9907,0.0,
2021-05-13,0.9931,0.0,
2021-05-20,1.0049,0.0,
2021-05-27,1.0237,0.0,
2021-06-03,1.029,0.0,
2021-06-10,1.0304,0.0,
2021-06-17,1.0573,0.0,
2021-06-23,1.0673,0.0,
2021-06-24,1.0757,0.79,
2021-06-27,1.0833,0.71,
2021-06-28,1.0796,-0.34,
2021-06-29,1.1139,3.18,
2021-06-30,1.1179,0.36,
2021-07-01,1.1187,0.07,
2021-07-04,1.135,1.46,
2021-07-05,1.1183,-1.47,
2021-07-06,1.1325,1.27,
2021-07-07,1.1472,1.3,
2021-07-08,1.1434,-0.33,
2021-07-11,1.1685,2.2,
2021-07-12,1.1433,-2.16,
2021-07-13,1.1255,-1.56,
2021-07-14,1.1308,0.47,
2021-07-15,1.1143,-1.46,
2021-07-18,1.1059,-0.75,
2021-07-19,1.1304,2.22,
2021-07-20,1.1644,3.01,
2021-07-21,1.1725,0.7,
2021-07-22,1.1706,-0.16,
2021-07-25,1.187,1.4,
2021-07-26,1.1701,-1.42,
2021-07-27,1.1682,-0.16,
2021-07-28,1.2262,4.96,
2021-07-29,1.223,-0.26,
2021-08-01,1.2028,-1.65,
2021-08-02,1.1444,-4.86,
2021-08-03,1.1945,4.38,
2021-08-04,1.2048,0.86,
2021-08-05,1.2,-0.4,
2021-08-08,1.1838,-1.35,
2021-08-09,1.173,-0.91,
2021-08-10,1.1847,1.0,
2021-08-11,1.196,0.95,
2021-08-12,1.179,-1.42,
2021-08-15,1.1744,-0.39,
2021-08-16,1.1403,-2.9,
2021-08-17,1.1414,0.1,
2021-08-18,1.1549,1.18,
2021-08-19,1.153,-0.16,
2021-08-22,1.1886,3.09,
2021-08-23,1.1978,0.77,
2021-08-24,1.1982,0.03,
2021-08-25,1.1868,-0.95,
2021-08-26,1.1921,0.45,
2021-08-29,1.1967,0.39,
2021-08-30,1.1845,-1.02,
2021-08-31,1.1751,-0.79,
2021-09-01,1.1819,0.58,
2021-09-02,1.1583,-2.0,
2021-09-05,1.1688,0.91,
2021-09-06,1.1847,1.36,
2021-09-07,1.1795,-0.44,
2021-09-08,1.1615,-1.53,
2021-09-09,1.1859,2.1,
2021-09-12,1.1804,-0.46,
2021-09-13,1.1819,0.13,
2021-09-14,1.1921,0.86,
2021-09-15,1.1462,-3.85,
2021-09-16,1.1558,0.84,
2021-09-21,1.1679,1.05,
2021-09-22,1.1631,-0.41,
2021-09-23,1.1414,-1.87,
2021-09-26,1.1112,-2.65,
2021-09-27,1.1048,-0.58,
2021-09-28,1.0735,-2.83,
2021-09-29,1.1039,2.83,
2021-10-07,1.0786,-2.29,
2021-10-10,1.064,-1.35,
2021-10-11,1.0309,-3.11,
2021-10-12,1.0427,1.14,
2021-10-13,1.0519,0.88,
2021-10-14,1.0699,1.71,
2021-10-17,1.0888,1.77,
2021-10-18,1.0966,0.72,
2021-10-19,1.1027,0.56,
2021-10-20,1.099,-0.34,
2021-10-21,1.1011,0.19,
2021-10-24,1.1219,1.89,
2021-10-25,1.1176,-0.38,
2021-10-26,1.1184,0.07,
2021-10-27,1.0983,-1.8,
2021-10-28,1.1122,1.27,
2021-10-31,1.129,1.51,
2021-11-01,1.1274,-0.14,
2021-11-02,1.1158,-1.03,
2021-11-03,1.1497,3.04,
2021-11-04,1.1412,-0.74,
2021-11-07,1.1448,0.32,
2021-11-08,1.1628,1.57,
2021-11-09,1.1644,0.14,
2021-11-10,1.1825,1.55,
2021-11-11,1.1957,1.12,
2021-11-14,1.1707,-2.09,
2021-11-15,1.1613,-0.8,
2021-11-16,1.1884,2.33,
2021-11-17,1.185,-0.29,
2021-11-18,1.1897,0.4,
2021-11-21,1.2289,3.29,
2021-11-22,1.2219,-0.57,
2021-11-23,1.2076,-1.17,
2021-11-24,1.2143,0.55,
2021-11-25,1.2035,-0.89,
2021-11-28,1.2288,2.1,
