date,net_value,equity_return,unit_money
2021-06-08,1.6282,0.0,
2021-06-09,1.6922,3.93,
2021-06-10,1.6857,-0.38,
2021-06-14,1.6726,-0.78,
2021-06-15,1.5717,-6.03,
2021-06-16,1.6042,2.07,
2021-06-17,1.6596,3.45,
2021-06-20,1.6726,0.78,
2021-06-21,1.6775,0.29,
2021-06-22,1.7231,2.72,
2021-06-23,1.715,-0.47,
2021-06-24,1.7329,1.04,
2021-06-27,1.7573,1.41,
2021-06-28,1.7619,0.26,
2021-06-29,1.8009,2.21,
2021-06-30,1.7653,-1.98,
2021-07-01,1.745,-1.15,
2021-07-04,1.7985,3.07,
2021-07-05,1.7894,-0.51,
2021-07-06,1.8801,5.07,
2021-07-07,1.9047,1.31,
2021-07-08,1.9485,2.3,
2021-07-11,2.0249,3.92,
2021-07-12,2.0016,-1.15,
2021-07-13,1.9326,-3.45,
2021-07-14,1.9751,2.2,
2021-07-15,1.9067,-3.46,
2021-07-18,1.8666,-2.1,
2021-07-19,1.8977,1.67,
2021-07-20,2.0021,5.5,
2021-07-21,2.0452,2.15,
2021-07-22,2.0273,-0.88,
2021-07-25,2.0286,0.06,
2021-07-26,1.8846,-7.1,
2021-07-27,1.8859,0.07,
2021-07-28,2.0063,6.38,
2021-07-29,2.0432,1.84,
2021-08-01,2.0775,1.68,
2021-08-02,1.9627,-5.53,
2021-08-03,2.082,6.08,
2021-08-04,2.0913,0.45,
2021-08-05,2.1072,0.76,
2021-08-08,2.0411,-3.14,
2021-08-09,1.9881,-2.6,
2021-08-10,1.9981,0.5,
2021-08-11,2.0023,0.21,
2021-08-12,1.9831,-0.96,
2021-08-15,1.8917,-4.61,
2021-08-16,1.8687,-1.22,
2021-08-17,1.8827,0.75,
2021-08-18,1.951,3.63,
2021-08-19,1.9634,0.64,
2021-08-22,2.0245,3.11,
2021-08-23,2.0677,2.13,
2021-08-24,2.0771,0.45,
2021-08-25,2.0371,-1.93,
2021-08-26,2.0938,2.78,
2021-08-29,2.1638,3.34,
2021-08-30,2.1961,1.49,
