date,fund_code,price,回撤%,评分,信号
2025-12-23,018558,1.2462,-10.17,1,观察
2025-12-23,020635,1.6447,-10.11,1,观察
2025-12-23,021031,1.7795,-10.33,1,观察
2025-12-23,019599,1.171,-10.23,1,观察
