date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2025-12-29,020398,未知品种,3,1,✅高胜率区,-20.52,3.57,-1.94,1.6195
2025-12-29,021031,未知品种,3,4,✅高胜率区,-22.22,2.15,-1.96,1.7291
