date,net_value,equity_return,unit_money
2022-05-15,1.8053,0.0,
2022-05-16,1.857,2.86,
2022-05-17,1.8574,0.02,
2022-05-18,1.9079,2.72,
2022-05-19,1.9218,0.73,
2022-05-22,1.929,0.37,
2022-05-23,1.8699,-3.06,
2022-05-24,1.8744,0.24,
2022-05-25,1.8719,-0.13,
2022-05-26,1.8706,-0.07,
2022-05-29,1.8946,1.28,
2022-05-30,1.9222,1.46,
2022-05-31,1.9179,-0.22,
2022-06-01,1.9645,2.43,
2022-06-05,2.044,4.05,
2022-06-06,2.0288,-0.74,
2022-06-07,2.0289,0.0,
2022-06-08,1.9781,-2.5,
2022-06-09,2.0292,2.58,
2022-06-12,2.0511,1.08,
2022-06-13,2.0417,-0.46,
2022-06-14,2.0146,-1.33,
2022-06-15,2.0477,1.64,
2022-06-16,2.1043,2.76,
2022-06-19,2.1032,-0.05,
2022-06-20,2.0642,-1.85,
2022-06-21,2.0753,0.54,
2022-06-22,2.1414,3.19,
2022-06-23,2.1526,0.52,
2022-06-26,2.1457,-0.32,
2022-06-27,2.1612,0.72,
2022-06-28,2.0801,-3.75,
2022-06-29,2.1257,2.19,
2022-06-30,2.1421,0.77,
2022-07-03,2.1766,1.61,
2022-07-04,2.1906,0.64,
2022-07-05,2.1685,-1.01,
2022-07-06,2.2157,2.18,
2022-07-07,2.1973,-0.83,
2022-07-10,2.1553,-1.91,
2022-07-11,2.108,-2.19,
2022-07-12,2.1241,0.76,
2022-07-13,2.1751,2.4,
2022-07-14,2.1725,-0.12,
2022-07-17,2.1706,-0.09,
2022-07-18,2.1558,-0.68,
2022-07-19,2.161,0.24,
2022-07-20,2.1425,-0.86,
2022-07-21,2.1412,-0.06,
2022-07-24,2.1242,-0.79,
2022-07-25,2.1703,2.17,
2022-07-26,2.234,2.94,
2022-07-27,2.2508,0.75,
2022-07-28,2.262,0.5,
2022-07-31,2.2887,1.18,
2022-08-01,2.2755,-0.58,
2022-08-02,2.2266,-2.15,
2022-08-03,2.2124,-0.64,
2022-08-04,2.2236,0.51,
2022-08-07,2.2667,1.94,
2022-08-08,2.2814,0.65,
2022-08-09,2.3125,1.36,
2022-08-10,2.3071,-0.23,
2022-08-11,2.2571,-2.17,
2022-08-14,2.3276,3.12,
2022-08-15,2.3305,0.12,
2022-08-16,2.3294,-0.05,
2022-08-17,2.3922,2.7,
2022-08-18,2.3082,-3.51,
2022-08-21,2.2965,-0.51,
2022-08-22,2.3151,0.81,
2022-08-23,2.1894,-5.43,
2022-08-24,2.1362,-2.43,
2022-08-25,2.1053,-1.45,
2022-08-28,2.128,1.08,
2022-08-29,2.1072,-0.98,
2022-08-30,1.9997,-5.1,
2022-08-31,1.9889,-0.54,
2022-09-01,2.0061,0.86,
2022-09-04,2.0191,0.65,
2022-09-05,2.1078,4.39,
2022-09-06,2.161,2.52,
2022-09-07,2.1389,-1.02,
2022-09-08,2.1195,-0.91,
2022-09-12,2.1157,-0.18,
2022-09-13,2.1081,-0.36,
2022-09-14,1.9883,-5.68,
2022-09-15,1.9851,-0.16,
2022-09-18,1.974,-0.56,
2022-09-19,2.0043,1.53,
2022-09-20,1.978,-1.31,
2022-09-21,2.0077,1.5,
2022-09-22,1.9574,-2.51,
2022-09-25,1.9938,1.86,
2022-09-26,2.0203,1.33,
2022-09-27,1.9547,-3.25,
2022-09-28,1.9773,1.16,
2022-09-29,1.9065,-3.58,
2022-10-09,1.7825,-6.5,
2022-10-10,1.7684,-0.79,
2022-10-11,1.8208,2.96,
2022-10-12,1.8229,0.12,
2022-10-13,1.8332,0.57,
2022-10-16,1.8313,-0.1,
2022-10-17,1.856,1.35,
2022-10-18,1.8443,-0.63,
2022-10-19,1.8486,0.23,
2022-10-20,1.8756,1.46,
2022-10-23,1.8931,0.93,
2022-10-24,1.9059,0.68,
2022-10-25,1.9367,1.62,
2022-10-26,1.8632,-3.8,
2022-10-27,1.8498,-0.72,
2022-10-30,1.8539,0.22,
2022-10-31,1.8603,0.35,
2022-11-01,1.8686,0.45,
2022-11-02,1.9227,2.9,
2022-11-03,1.951,1.47,
2022-11-06,1.9105,-2.08,
2022-11-07,1.9036,-0.36,
2022-11-08,1.8891,-0.76,
2022-11-09,1.8447,-2.35,
2022-11-10,1.8592,0.79,
2022-11-13,1.8267,-1.75,
2022-11-14,1.9062,4.35,
2022-11-15,1.8609,-2.38,
2022-11-16,1.8868,1.39,
2022-11-17,1.8635,-1.23,
2022-11-20,1.8632,-0.02,
2022-11-21,1.8389,-1.3,
2022-11-22,1.8507,0.64,
2022-11-23,1.8352,-0.84,
2022-11-24,1.8008,-1.87,
2022-11-27,1.7922,-0.48,
2022-11-28,1.7775,-0.82,
2022-11-29,1.7678,-0.55,
2022-11-30,1.7849,0.97,
2022-12-01,1.7796,-0.3,
2022-12-04,1.7506,-1.63,
2022-12-05,1.7813,1.75,
2022-12-06,1.7689,-0.7,
2022-12-07,1.7591,-0.55,
2022-12-08,1.7595,0.02,
2022-12-11,1.775,0.88,
2022-12-12,1.7411,-1.91,
2022-12-13,1.7128,-1.63,
2022-12-14,1.73,1.0,
2022-12-15,1.6864,-2.52,
2022-12-18,1.6665,-1.18,
2022-12-19,1.6614,-0.31,
2022-12-20,1.6463,-0.91,
2022-12-21,1.633,-0.81,
2022-12-22,1.6062,-1.64,
2022-12-25,1.6569,3.16,
2022-12-26,1.6816,1.49,
2022-12-27,1.6628,-1.12,
2022-12-28,1.664,0.07,
2022-12-29,1.6603,-0.22,
2022-12-30,1.6602,-0.01,
2023-01-02,1.6911,1.86,
2023-01-03,1.656,-2.08,
2023-01-04,1.6984,2.56,
2023-01-05,1.7036,0.31,
2023-01-08,1.7162,0.74,
2023-01-09,1.7332,0.99,
2023-01-10,1.6954,-2.18,
2023-01-11,1.6953,-0.01,
2023-01-12,1.6767,-1.1,
2023-01-15,1.6883,0.69,
2023-01-16,1.7285,2.38,
2023-01-17,1.7274,-0.06,
2023-01-18,1.7536,1.52,
2023-01-19,1.7536,0.0,
2023-01-29,1.758,0.25,
2023-01-30,1.7249,-1.88,
2023-01-31,1.7561,1.81,
2023-02-01,1.7679,0.67,
2023-02-02,1.7742,0.36,
2023-02-05,1.7547,-1.1,
2023-02-06,1.7539,-0.05,
2023-02-07,1.7314,-1.28,
2023-02-08,1.792,3.5,
2023-02-09,1.779,-0.73,
2023-02-12,1.7949,0.89,
2023-02-13,1.7897,-0.29,
2023-02-14,1.8106,1.17,
2023-02-15,1.7682,-2.34,
2023-02-16,1.717,-2.9,
2023-02-19,1.7462,1.7,
2023-02-20,1.7406,-0.32,
2023-02-21,1.736,-0.26,
2023-02-22,1.7299,-0.35,
2023-02-23,1.7215,-0.49,
2023-02-26,1.7097,-0.69,
2023-02-27,1.7145,0.28,
2023-02-28,1.7252,0.62,
2023-03-01,1.7196,-0.32,
