date,net_value,equity_return,unit_money
2021-08-11,1.519,0.0,
2021-08-12,1.477,-2.76,
2021-08-15,1.473,-0.27,
2021-08-16,1.43,-2.92,
2021-08-17,1.43,0.0,
2021-08-18,1.448,1.26,
2021-08-19,1.457,0.62,
2021-08-22,1.479,1.51,
2021-08-23,1.486,0.47,
2021-08-24,1.483,-0.2,
2021-08-25,1.466,-1.15,
2021-08-26,1.458,-0.55,
2021-08-29,1.438,-1.37,
2021-08-30,1.412,-1.81,
2021-08-31,1.416,0.28,
2021-09-01,1.397,-1.34,
2021-09-02,1.395,-0.14,
2021-09-05,1.431,2.58,
2021-09-06,1.434,0.21,
2021-09-07,1.437,0.21,
2021-09-08,1.422,-1.04,
2021-09-09,1.466,3.09,
2021-09-12,1.427,-2.66,
2021-09-13,1.425,-0.14,
2021-09-14,1.416,-0.63,
2021-09-15,1.378,-2.68,
2021-09-16,1.382,0.29,
2021-09-21,1.379,-0.22,
2021-09-22,1.395,1.16,
2021-09-23,1.387,-0.57,
2021-09-26,1.386,-0.07,
2021-09-27,1.383,-0.22,
2021-09-28,1.355,-2.02,
2021-09-29,1.38,1.85,
2021-10-07,1.385,0.36,
2021-10-10,1.378,-0.51,
2021-10-11,1.34,-2.76,
2021-10-12,1.367,2.01,
2021-10-13,1.357,-0.73,
2021-10-14,1.375,1.33,
2021-10-17,1.362,-0.95,
2021-10-18,1.378,1.17,
2021-10-19,1.366,-0.87,
2021-10-20,1.353,-0.95,
2021-10-21,1.365,0.89,
2021-10-24,1.365,0.0,
2021-10-25,1.365,0.0,
2021-10-26,1.337,-2.05,
2021-10-27,1.329,-0.6,
2021-10-28,1.337,0.6,
2021-10-31,1.352,1.12,
2021-11-01,1.365,0.96,
2021-11-02,1.359,-0.44,
2021-11-03,1.372,0.96,
2021-11-04,1.369,-0.22,
2021-11-07,1.346,-1.68,
2021-11-08,1.374,2.08,
2021-11-09,1.376,0.15,
2021-11-10,1.42,3.2,
2021-11-11,1.428,0.56,
2021-11-14,1.406,-1.54,
2021-11-15,1.398,-0.57,
2021-11-16,1.415,1.22,
2021-11-17,1.407,-0.57,
2021-11-18,1.421,1.0,
2021-11-21,1.476,3.87,
2021-11-22,1.458,-1.22,
2021-11-23,1.459,0.07,
2021-11-24,1.459,0.0,
2021-11-25,1.425,-2.33,
2021-11-28,1.425,0.0,
2021-11-29,1.435,0.7,
2021-11-30,1.441,0.42,
2021-12-01,1.432,-0.62,
2021-12-02,1.458,1.82,
2021-12-05,1.424,-2.33,
2021-12-06,1.374,-3.51,
2021-12-07,1.411,2.69,
2021-12-08,1.413,0.14,
2021-12-09,1.409,-0.28,
2021-12-12,1.421,0.85,
2021-12-13,1.425,0.28,
2021-12-14,1.403,-1.54,
2021-12-15,1.404,0.07,
2021-12-16,1.364,-2.85,
2021-12-19,1.339,-1.83,
2021-12-20,1.347,0.6,
2021-12-21,1.363,1.19,
2021-12-22,1.379,1.17,
2021-12-23,1.373,-0.44,
2021-12-26,1.356,-1.24,
2021-12-27,1.374,1.33,
2021-12-28,1.356,-1.31,
2021-12-29,1.384,2.06,
2021-12-30,1.38,-0.29,
2022-01-03,1.34,-2.9,
2022-01-04,1.287,-3.96,
2022-01-05,1.279,-0.62,
2022-01-06,1.263,-1.25,
2022-01-09,1.254,-0.71,
2022-01-10,1.224,-2.39,
2022-01-11,1.244,1.63,
2022-01-12,1.224,-1.61,
2022-01-13,1.248,1.96,
2022-01-16,1.274,2.08,
2022-01-17,1.284,0.78,
2022-01-18,1.27,-1.09,
2022-01-19,1.249,-1.65,
2022-01-20,1.23,-1.52,
2022-01-23,1.242,0.98,
2022-01-24,1.213,-2.33,
2022-01-25,1.226,1.07,
2022-01-26,1.198,-2.28,
2022-01-27,1.182,-1.34,
2022-02-06,1.184,0.17,
2022-02-07,1.148,-3.04,
2022-02-08,1.162,1.22,
2022-02-09,1.15,-1.03,
2022-02-10,1.137,-1.13,
2022-02-13,1.135,-0.18,
2022-02-14,1.165,2.64,
2022-02-15,1.159,-0.52,
2022-02-16,1.182,1.98,
2022-02-17,1.17,-1.02,
2022-02-20,1.161,-0.77,
2022-02-21,1.165,0.34,
2022-02-22,1.231,5.67,
2022-02-23,1.217,-1.14,
2022-02-24,1.236,1.56,
2022-02-27,1.24,0.32,
2022-02-28,1.237,-0.24,
2022-03-01,1.221,-1.29,
