date,net_value,equity_return,unit_money
2023-03-14,1.0,0.0,
2023-03-16,1.0037,0.0,
2023-03-19,0.9982,-0.55,
2023-03-20,1.0051,0.69,
2023-03-21,1.0133,0.82,
2023-03-22,1.0444,3.07,
2023-03-23,1.0694,2.39,
2023-03-26,1.0876,1.7,
2023-03-27,1.0806,-0.64,
2023-03-28,1.0917,1.03,
2023-03-29,1.0734,-1.68,
2023-03-30,1.1198,4.32,
2023-04-02,1.1806,5.43,
2023-04-03,1.1784,-0.19,
2023-04-05,1.1676,-0.92,
2023-04-06,1.185,1.49,
2023-04-09,1.1183,-5.63,
2023-04-10,1.136,1.58,
2023-04-11,1.1636,2.43,
2023-04-12,1.1272,-3.13,
2023-04-13,1.1331,0.52,
2023-04-16,1.1227,-0.92,
2023-04-17,1.1495,2.39,
2023-04-18,1.1521,0.23,
2023-04-19,1.1946,3.69,
2023-04-20,1.1331,-5.15,
2023-04-23,1.1349,0.16,
2023-04-24,1.1333,-0.14,
2023-04-25,1.0927,-3.58,
2023-04-26,1.0628,-2.74,
2023-04-27,1.1131,4.73,
2023-05-03,1.0904,-2.04,
2023-05-04,1.0766,-1.27,
2023-05-07,1.1059,2.72,
2023-05-08,1.0994,-0.59,
2023-05-09,1.0832,-1.47,
2023-05-10,1.0593,-2.21,
2023-05-11,1.0547,-0.43,
2023-05-14,1.0594,0.45,
2023-05-15,1.0239,-3.35,
2023-05-16,1.0318,0.77,
2023-05-17,1.078,4.48,
2023-05-18,1.0667,-1.05,
2023-05-21,1.0535,-1.24,
2023-05-22,1.036,-1.66,
2023-05-23,1.031,-0.48,
2023-05-24,1.0369,0.57,
2023-05-25,1.0591,2.14,
2023-05-28,1.0636,0.42,
2023-05-29,1.1068,4.06,
2023-05-30,1.1197,1.17,
2023-05-31,1.1453,2.29,
2023-06-01,1.1441,-0.1,
2023-06-04,1.1513,0.63,
2023-06-05,1.1191,-2.8,
2023-06-06,1.1286,0.85,
2023-06-07,1.1187,-0.88,
2023-06-08,1.1588,3.58,
2023-06-11,1.1627,0.34,
2023-06-12,1.1954,2.81,
2023-06-13,1.2111,1.31,
2023-06-14,1.1954,-1.3,
2023-06-15,1.2437,4.04,
2023-06-18,1.2838,3.22,
2023-06-19,1.3223,3.0,
2023-06-20,1.2679,-4.11,
2023-06-25,1.193,-5.91,
2023-06-26,1.195,0.17,
2023-06-27,1.1512,-3.67,
2023-06-28,1.1566,0.47,
2023-06-29,1.1607,0.35,
2023-07-02,1.1505,-0.88,
2023-07-03,1.1558,0.46,
2023-07-04,1.1308,-2.16,
2023-07-05,1.1369,0.54,
2023-07-06,1.123,-1.22,
2023-07-09,1.1126,-0.93,
2023-07-10,1.121,0.75,
2023-07-11,1.0803,-3.63,
2023-07-12,1.0992,1.75,
2023-07-13,1.1262,2.46,
2023-07-16,1.131,0.43,
2023-07-17,1.1096,-1.89,
2023-07-18,1.1069,-0.24,
2023-07-19,1.0637,-3.9,
2023-07-20,1.0567,-0.66,
2023-07-23,1.0641,0.7,
2023-07-24,1.083,1.78,
2023-07-25,1.0599,-2.13,
2023-07-26,1.0497,-0.96,
2023-07-27,1.0646,1.42,
2023-07-30,1.0703,0.54,
2023-07-31,1.0797,0.88,
2023-08-01,1.0805,0.07,
2023-08-02,1.0791,-0.13,
2023-08-03,1.1064,2.53,
2023-08-06,1.1078,0.13,
2023-08-07,1.096,-1.07,
2023-08-08,1.0765,-1.78,
2023-08-09,1.0699,-0.61,
2023-08-10,1.047,-2.14,
2023-08-13,1.067,1.91,
2023-08-14,1.0516,-1.44,
2023-08-15,1.0166,-3.33,
2023-08-16,1.0245,0.78,
2023-08-17,0.993,-3.07,
2023-08-20,0.9926,-0.04,
2023-08-21,1.0193,2.69,
2023-08-22,0.9845,-3.41,
2023-08-23,0.9798,-0.48,
2023-08-24,0.932,-4.88,
2023-08-27,0.9406,0.92,
2023-08-28,0.9736,3.51,
2023-08-29,0.9957,2.27,
2023-08-30,0.9943,-0.14,
2023-08-31,0.9851,-0.93,
2023-09-03,0.9988,1.39,
2023-09-04,0.9823,-1.65,
2023-09-05,0.983,0.07,
2023-09-06,0.9652,-1.81,
2023-09-07,0.9586,-0.68,
2023-09-10,0.9787,2.1,
2023-09-11,0.9775,-0.12,
2023-09-12,0.9515,-2.66,
2023-09-13,0.9442,-0.77,
2023-09-14,0.9288,-1.63,
2023-09-17,0.9262,-0.28,
2023-09-18,0.9114,-1.6,
2023-09-19,0.9102,-0.13,
2023-09-20,0.9099,-0.03,
2023-09-21,0.9505,4.46,
2023-09-24,0.9347,-1.66,
2023-09-25,0.9454,1.14,
2023-09-26,0.9435,-0.2,
2023-09-27,0.9469,0.36,
2023-10-08,0.9479,0.11,
2023-10-09,0.9521,0.44,
2023-10-10,0.9671,1.58,
2023-10-11,0.9578,-0.96,
2023-10-12,0.9411,-1.74,
2023-10-15,0.9295,-1.23,
2023-10-16,0.9256,-0.42,
2023-10-17,0.9086,-1.84,
2023-10-18,0.8961,-1.38,
2023-10-19,0.8687,-3.06,
2023-10-22,0.8481,-2.37,
2023-10-23,0.8439,-0.5,
2023-10-24,0.8513,0.88,
2023-10-25,0.8575,0.73,
2023-10-26,0.8546,-0.34,
2023-10-29,0.8676,1.52,
2023-10-30,0.859,-0.99,
2023-10-31,0.8515,-0.87,
2023-11-01,0.8432,-0.97,
2023-11-02,0.8638,2.44,
2023-11-05,0.8909,3.14,
2023-11-06,0.9098,2.12,
2023-11-07,0.9186,0.97,
2023-11-08,0.9243,0.62,
2023-11-09,0.9135,-1.17,
2023-11-12,0.9361,2.47,
2023-11-13,0.9444,0.89,
2023-11-14,0.9411,-0.35,
2023-11-15,0.9326,-0.9,
2023-11-16,0.9404,0.84,
2023-11-19,0.9499,1.01,
2023-11-20,0.9365,-1.41,
2023-11-21,0.9218,-1.57,
2023-11-22,0.9276,0.63,
2023-11-23,0.9018,-2.78,
2023-11-26,0.9042,0.27,
2023-11-27,0.9022,-0.22,
2023-11-28,0.8938,-0.93,
2023-11-29,0.8899,-0.44,
2023-11-30,0.9187,3.24,
2023-12-03,0.9248,0.66,
2023-12-04,0.8931,-3.43,
2023-12-05,0.8961,0.34,
2023-12-06,0.9119,1.76,
2023-12-07,0.9413,3.22,
2023-12-10,0.9561,1.57,
2023-12-11,0.9513,-0.5,
2023-12-12,0.9393,-1.26,
2023-12-13,0.9342,-0.54,
2023-12-14,0.9213,-1.38,
2023-12-17,0.9104,-1.18,
2023-12-18,0.9155,0.56,
2023-12-19,0.8852,-3.31,
2023-12-20,0.8974,1.38,
2023-12-21,0.8749,-2.51,
2023-12-24,0.875,0.01,
2023-12-25,0.8554,-2.24,
2023-12-26,0.8592,0.44,
