date,net_value,equity_return,unit_money
2024-09-02,1.0,0.0,
2024-09-05,1.0,0.0,
2024-09-11,1.0119,0.0,
2024-09-12,1.0084,-0.35,
2024-09-17,1.0071,-0.13,
2024-09-18,1.0221,1.49,
2024-09-19,1.0292,0.69,
2024-09-22,1.029,-0.02,
2024-09-23,1.0659,3.59,
2024-09-24,1.0738,0.74,
2024-09-25,1.1131,3.66,
2024-09-26,1.1916,7.05,
2024-09-29,1.3267,11.34,
2024-10-07,1.4751,11.19,
2024-10-08,1.4152,-4.06,
2024-10-09,1.3617,-3.78,
2024-10-10,1.3097,-3.82,
2024-10-13,1.3645,4.18,
2024-10-14,1.3455,-1.39,
2024-10-15,1.3351,-0.77,
2024-10-16,1.3591,1.8,
2024-10-17,1.4257,4.9,
2024-10-20,1.4517,1.82,
2024-10-21,1.4306,-1.45,
2024-10-22,1.4193,-0.79,
2024-10-23,1.4108,-0.6,
2024-10-24,1.418,0.51,
2024-10-27,1.4265,0.6,
2024-10-28,1.4291,0.18,
2024-10-29,1.4481,1.33,
2024-10-30,1.4616,0.93,
2024-10-31,1.402,-4.08,
2024-11-03,1.4293,1.95,
2024-11-04,1.4999,4.94,
2024-11-05,1.5076,0.51,
2024-11-06,1.5508,2.87,
2024-11-07,1.5821,2.02,
2024-11-10,1.6637,5.16,
2024-11-11,1.6331,-1.84,
2024-11-12,1.6678,2.12,
2024-11-13,1.5984,-4.16,
2024-11-14,1.5482,-3.14,
2024-11-17,1.4659,-5.32,
2024-11-18,1.5023,2.48,
2024-11-19,1.5335,2.08,
2024-11-20,1.5451,0.76,
2024-11-21,1.4919,-3.44,
2024-11-24,1.4787,-0.88,
2024-11-25,1.4537,-1.69,
2024-11-26,1.494,2.77,
2024-11-27,1.4829,-0.74,
2024-11-28,1.5224,2.66,
2024-12-01,1.5413,1.24,
2024-12-02,1.5179,-1.52,
2024-12-03,1.5008,-1.13,
2024-12-04,1.5232,1.49,
2024-12-05,1.5342,0.72,
2024-12-08,1.5224,-0.77,
2024-12-09,1.54,1.16,
2024-12-10,1.5499,0.64,
2024-12-11,1.5603,0.67,
2024-12-12,1.5324,-1.79,
2024-12-15,1.5118,-1.34,
2024-12-16,1.491,-1.38,
2024-12-17,1.5066,1.05,
2024-12-18,1.5519,3.01,
