date,net_value,equity_return,unit_money
2021-03-08,1.0,0.0,
2021-03-11,0.9999,0.0,
2021-03-18,0.9992,0.0,
2021-03-25,1.0055,0.0,
2021-04-01,1.0201,0.0,
2021-04-08,1.0066,0.0,
2021-04-15,1.0067,0.0,
2021-04-22,1.0196,0.0,
2021-04-29,1.0222,0.0,
2021-05-06,1.002,0.0,
2021-05-13,1.0054,0.0,
2021-05-20,1.0228,0.0,
2021-05-27,1.0421,0.0,
2021-06-03,1.0449,0.0,
2021-06-07,1.0382,0.0,
2021-06-08,1.0344,-0.37,
2021-06-09,1.0394,0.48,
2021-06-10,1.0356,-0.37,
2021-06-14,1.0364,0.08,
2021-06-15,1.0206,-1.52,
2021-06-16,1.0352,1.43,
2021-06-17,1.0455,0.99,
2021-06-20,1.0523,0.65,
2021-06-21,1.0538,0.14,
2021-06-22,1.07,1.54,
2021-06-23,1.0625,-0.7,
2021-06-24,1.073,0.99,
2021-06-27,1.088,1.4,
2021-06-28,1.0778,-0.94,
2021-06-29,1.0925,1.36,
2021-06-30,1.0867,-0.53,
2021-07-01,1.0662,-1.89,
2021-07-04,1.0846,1.73,
2021-07-05,1.0697,-1.37,
2021-07-06,1.0827,1.22,
2021-07-07,1.0854,0.25,
2021-07-08,1.0803,-0.47,
2021-07-11,1.0947,1.33,
2021-07-12,1.0824,-1.12,
2021-07-13,1.0739,-0.79,
2021-07-14,1.0821,0.76,
2021-07-15,1.0673,-1.37,
2021-07-18,1.0757,0.79,
2021-07-19,1.0825,0.63,
2021-07-20,1.1032,1.91,
2021-07-21,1.1048,0.15,
2021-07-22,1.0913,-1.22,
2021-07-25,1.0692,-2.03,
2021-07-26,1.0323,-3.45,
2021-07-27,1.0329,0.06,
2021-07-28,1.0805,4.61,
2021-07-29,1.0818,0.12,
2021-08-01,1.0732,-0.79,
2021-08-02,1.0474,-2.4,
2021-08-03,1.0807,3.18,
2021-08-04,1.0828,0.19,
2021-08-05,1.0781,-0.43,
2021-08-08,1.0686,-0.88,
2021-08-09,1.0671,-0.14,
2021-08-10,1.074,0.65,
2021-08-11,1.0764,0.22,
2021-08-12,1.0507,-2.39,
2021-08-15,1.0566,0.56,
2021-08-16,1.0205,-3.42,
2021-08-17,1.029,0.83,
2021-08-18,1.0422,1.28,
2021-08-19,1.0327,-0.91,
2021-08-22,1.0639,3.02,
2021-08-23,1.074,0.95,
2021-08-24,1.066,-0.74,
2021-08-25,1.0442,-2.05,
2021-08-26,1.058,1.32,
2021-08-29,1.0469,-1.05,
2021-08-30,1.0243,-2.16,
2021-08-31,1.027,0.26,
2021-09-01,1.0055,-2.09,
2021-09-02,1.0086,0.31,
2021-09-05,1.0312,2.24,
2021-09-06,1.0364,0.5,
2021-09-07,1.0316,-0.46,
2021-09-08,1.018,-1.32,
2021-09-09,1.0436,2.51,
2021-09-12,1.0139,-2.85,
2021-09-13,1.0186,0.46,
2021-09-14,1.0078,-1.06,
2021-09-15,0.9808,-2.68,
2021-09-16,0.9929,1.23,
2021-09-21,0.9949,0.2,
2021-09-22,1.0004,0.55,
2021-09-23,0.9961,-0.43,
2021-09-26,0.9905,-0.56,
2021-09-27,0.99,-0.05,
2021-09-28,0.9713,-1.89,
2021-09-29,0.9903,1.96,
2021-10-07,0.9755,-1.49,
2021-10-10,0.9706,-0.5,
2021-10-11,0.9449,-2.65,
2021-10-12,0.9621,1.82,
2021-10-13,0.9648,0.28,
2021-10-14,0.9854,2.14,
2021-10-17,0.9786,-0.69,
2021-10-18,0.9868,0.84,
2021-10-19,0.989,0.22,
2021-10-20,0.9877,-0.13,
2021-10-21,1.0013,1.38,
2021-10-24,1.0066,0.53,
2021-10-25,1.0016,-0.5,
