date,net_value,equity_return,unit_money
2022-12-12,1.0,0.0,
2022-12-15,0.9964,0.0,
2022-12-20,0.9799,0.0,
2022-12-21,0.9648,-1.54,
2022-12-22,0.9609,-0.4,
2022-12-25,0.9698,0.93,
2022-12-26,0.9835,1.41,
2022-12-27,0.9767,-0.69,
2022-12-28,0.9687,-0.82,
2022-12-29,0.9644,-0.44,
2022-12-30,0.9642,-0.02,
2023-01-02,0.9882,2.47,
2023-01-03,0.9727,-1.57,
2023-01-04,0.9832,1.08,
2023-01-05,0.9914,0.83,
2023-01-08,1.0166,2.54,
2023-01-09,1.0196,0.3,
2023-01-10,1.0167,-0.28,
2023-01-11,1.0193,0.26,
2023-01-12,1.022,0.26,
2023-01-15,1.0306,0.84,
2023-01-16,1.0281,-0.24,
2023-01-17,1.0389,1.05,
2023-01-18,1.045,0.59,
2023-01-19,1.0745,2.82,
2023-01-29,1.0831,0.8,
2023-01-30,1.0883,0.48,
2023-01-31,1.118,2.73,
2023-02-01,1.1108,-0.64,
2023-02-02,1.0981,-1.14,
2023-02-05,1.0816,-1.5,
2023-02-06,1.088,0.59,
2023-02-07,1.0831,-0.45,
2023-02-08,1.0877,0.42,
2023-02-09,1.0697,-1.65,
2023-02-12,1.0744,0.44,
2023-02-13,1.0821,0.72,
2023-02-14,1.0727,-0.87,
2023-02-15,1.0456,-2.53,
2023-02-16,1.0452,-0.04,
2023-02-19,1.0646,1.86,
2023-02-20,1.0824,1.67,
2023-02-21,1.073,-0.87,
2023-02-22,1.0747,0.16,
2023-02-23,1.0626,-1.13,
2023-02-26,1.0538,-0.83,
2023-02-27,1.055,0.11,
2023-02-28,1.0693,1.36,
2023-03-01,1.0583,-1.03,
2023-03-02,1.0564,-0.18,
2023-03-05,1.0562,-0.02,
2023-03-06,1.0475,-0.82,
2023-03-07,1.0394,-0.77,
2023-03-08,1.0389,-0.05,
2023-03-09,1.0228,-1.55,
2023-03-12,1.0311,0.81,
2023-03-13,1.0273,-0.37,
2023-03-14,1.0255,-0.18,
2023-03-15,0.9949,-2.98,
2023-03-16,1.0017,0.68,
2023-03-19,1.0124,1.07,
2023-03-20,1.0233,1.08,
2023-03-21,1.0208,-0.24,
2023-03-22,1.0299,0.89,
2023-03-23,1.0269,-0.29,
2023-03-26,1.0251,-0.18,
2023-03-27,1.0098,-1.49,
2023-03-28,1.0069,-0.29,
2023-03-29,1.0141,0.72,
2023-03-30,1.0201,0.59,
2023-04-02,1.0226,0.25,
2023-04-03,1.0195,-0.3,
2023-04-05,1.0318,1.21,
2023-04-06,1.0271,-0.46,
2023-04-09,1.0324,0.52,
2023-04-10,1.0556,2.25,
2023-04-11,1.0609,0.5,
2023-04-12,1.0525,-0.79,
2023-04-13,1.0813,2.74,
2023-04-16,1.0904,0.84,
2023-04-17,1.0871,-0.3,
2023-04-18,1.0853,-0.17,
2023-04-19,1.0644,-1.93,
2023-04-20,1.0428,-2.03,
2023-04-23,1.0193,-2.25,
2023-04-24,0.9961,-2.28,
2023-04-25,1.0044,0.83,
2023-04-26,1.007,0.26,
2023-04-27,1.0136,0.66,
2023-05-03,1.0133,-0.03,
2023-05-04,0.9968,-1.63,
2023-05-07,1.0116,1.48,
2023-05-08,0.9956,-1.58,
2023-05-09,1.0003,0.47,
2023-05-10,0.9918,-0.85,
2023-05-11,0.9629,-2.91,
2023-05-14,0.9914,2.96,
2023-05-15,0.9867,-0.47,
2023-05-16,0.9803,-0.65,
2023-05-17,0.9809,0.06,
2023-05-18,0.973,-0.81,
2023-05-21,0.9734,0.04,
2023-05-22,0.9586,-1.52,
2023-05-23,0.9531,-0.57,
2023-05-24,0.942,-1.16,
2023-05-25,0.9426,0.06,
2023-05-28,0.94,-0.28,
2023-05-29,0.9392,-0.09,
2023-05-30,0.9364,-0.3,
2023-05-31,0.9437,0.78,
2023-06-01,0.9734,3.15,
2023-06-04,0.9635,-1.02,
2023-06-05,0.9534,-1.05,
2023-06-06,0.9478,-0.59,
2023-06-07,0.9517,0.41,
2023-06-08,0.9612,1.0,
2023-06-11,0.9569,-0.45,
2023-06-12,0.9554,-0.16,
2023-06-13,0.9582,0.29,
2023-06-14,0.9672,0.94,
2023-06-15,0.9733,0.63,
2023-06-18,0.9565,-1.73,
2023-06-19,0.9506,-0.62,
2023-06-20,0.9351,-1.63,
2023-06-25,0.9262,-0.95,
2023-06-26,0.9411,1.61,
2023-06-27,0.9377,-0.36,
2023-06-28,0.9315,-0.66,
2023-06-29,0.9427,1.2,
2023-07-02,0.9603,1.87,
2023-07-03,0.9595,-0.08,
2023-07-04,0.9777,1.9,
2023-07-05,0.9604,-1.77,
2023-07-06,0.9593,-0.11,
2023-07-09,0.9626,0.34,
2023-07-10,0.9688,0.64,
2023-07-11,0.9664,-0.25,
2023-07-12,0.9832,1.74,
2023-07-13,0.978,-0.53,
2023-07-16,0.9673,-1.09,
2023-07-17,0.9704,0.32,
2023-07-18,0.9738,0.35,
2023-07-19,0.9745,0.07,
2023-07-20,0.9682,-0.65,
2023-07-23,0.9553,-1.33,
2023-07-24,0.9823,2.83,
2023-07-25,0.9841,0.18,
2023-07-26,0.9763,-0.79,
2023-07-27,0.9822,0.6,
2023-07-30,0.9939,1.19,
2023-07-31,0.9997,0.58,
2023-08-01,0.993,-0.67,
2023-08-02,0.986,-0.7,
2023-08-03,0.9911,0.52,
2023-08-06,0.9909,-0.02,
2023-08-07,0.9949,0.4,
