date,net_value,equity_return,unit_money
2023-08-27,1.2229,0.0,
2023-08-28,1.2657,3.5,
2023-08-29,1.2748,0.72,
2023-08-30,1.268,-0.53,
2023-08-31,1.264,-0.32,
2023-09-03,1.2749,0.86,
2023-09-04,1.2744,-0.04,
2023-09-05,1.2777,0.26,
2023-09-06,1.256,-1.7,
2023-09-07,1.2543,-0.14,
2023-09-10,1.268,1.09,
2023-09-11,1.2602,-0.62,
2023-09-12,1.2429,-1.37,
2023-09-13,1.2334,-0.76,
2023-09-14,1.2281,-0.43,
2023-09-17,1.2351,0.57,
2023-09-18,1.2204,-1.19,
2023-09-19,1.2101,-0.84,
2023-09-20,1.2018,-0.69,
2023-09-21,1.2296,2.31,
2023-09-24,1.2249,-0.38,
2023-09-25,1.2206,-0.35,
2023-09-26,1.2299,0.76,
2023-09-27,1.2411,0.91,
2023-10-08,1.2391,-0.16,
2023-10-09,1.2352,-0.31,
2023-10-10,1.2444,0.74,
2023-10-11,1.2501,0.46,
2023-10-12,1.2394,-0.86,
2023-10-15,1.2205,-1.52,
2023-10-16,1.2229,0.2,
2023-10-17,1.2029,-1.64,
2023-10-18,1.1936,-0.77,
2023-10-19,1.1782,-1.29,
2023-10-22,1.152,-2.22,
2023-10-23,1.1683,1.41,
2023-10-24,1.1703,0.17,
2023-10-25,1.1799,0.82,
2023-10-26,1.2013,1.81,
2023-10-29,1.2223,1.75,
2023-10-30,1.2187,-0.29,
2023-10-31,1.2182,-0.04,
2023-11-01,1.2038,-1.18,
2023-11-02,1.2211,1.44,
2023-11-05,1.2523,2.56,
2023-11-06,1.2546,0.18,
2023-11-07,1.26,0.43,
2023-11-08,1.2558,-0.33,
2023-11-09,1.2494,-0.51,
2023-11-12,1.2579,0.68,
2023-11-13,1.2603,0.19,
2023-11-14,1.2668,0.52,
2023-11-15,1.2539,-1.02,
2023-11-16,1.2633,0.75,
2023-11-19,1.2717,0.66,
2023-11-20,1.2622,-0.75,
2023-11-21,1.245,-1.36,
2023-11-22,1.2557,0.86,
2023-11-23,1.2382,-1.39,
2023-11-26,1.2371,-0.09,
2023-11-27,1.2453,0.66,
2023-11-28,1.2361,-0.74,
2023-11-29,1.2315,-0.37,
2023-11-30,1.2395,0.65,
2023-12-03,1.236,-0.28,
2023-12-04,1.2109,-2.03,
2023-12-05,1.2174,0.54,
2023-12-06,1.2189,0.12,
2023-12-07,1.2222,0.27,
2023-12-10,1.2361,1.14,
2023-12-11,1.2345,-0.13,
2023-12-12,1.2221,-1.0,
2023-12-13,1.2154,-0.55,
2023-12-14,1.208,-0.61,
2023-12-17,1.19,-1.49,
2023-12-18,1.1956,0.47,
2023-12-19,1.1817,-1.16,
2023-12-20,1.194,1.04,
2023-12-21,1.1812,-1.07,
2023-12-24,1.1813,0.01,
2023-12-25,1.1641,-1.46,
2023-12-26,1.1718,0.66,
2023-12-27,1.2022,2.59,
2023-12-28,1.2196,1.45,
2023-12-30,1.2193,-0.02,
2024-01-01,1.208,-0.93,
2024-01-02,1.1964,-0.96,
2024-01-03,1.1844,-1.0,
2024-01-04,1.1651,-1.63,
2024-01-07,1.1431,-1.89,
2024-01-08,1.1467,0.31,
2024-01-09,1.1356,-0.97,
2024-01-10,1.1576,1.94,
2024-01-11,1.1473,-0.89,
2024-01-14,1.14,-0.64,
2024-01-15,1.1386,-0.12,
2024-01-16,1.1078,-2.71,
2024-01-17,1.112,0.38,
2024-01-18,1.1008,-1.01,
2024-01-21,1.0506,-4.56,
2024-01-22,1.0587,0.77,
2024-01-23,1.0677,0.85,
2024-01-24,1.0959,2.64,
2024-01-25,1.0811,-1.35,
2024-01-28,1.0443,-3.4,
2024-01-29,1.0151,-2.8,
2024-01-30,0.9855,-2.92,
2024-01-31,0.9845,-0.1,
2024-02-01,0.9501,-3.49,
2024-02-04,0.9059,-4.65,
2024-02-05,0.957,5.64,
2024-02-06,0.9659,0.93,
2024-02-07,1.0145,5.03,
2024-02-18,1.0331,1.83,
2024-02-19,1.0379,0.46,
2024-02-20,1.0457,0.75,
2024-02-21,1.0607,1.43,
2024-02-22,1.0771,1.55,
2024-02-25,1.0818,0.44,
2024-02-26,1.1108,2.68,
2024-02-27,1.0581,-4.74,
2024-02-28,1.0974,3.71,
2024-02-29,1.1138,1.49,
2024-03-03,1.119,0.47,
2024-03-04,1.108,-0.98,
2024-03-05,1.1122,0.38,
2024-03-06,1.0921,-1.81,
2024-03-07,1.106,1.27,
2024-03-10,1.1444,3.47,
2024-03-11,1.1549,0.92,
2024-03-12,1.1553,0.03,
2024-03-13,1.1468,-0.74,
2024-03-14,1.1553,0.74,
2024-03-17,1.1796,2.1,
2024-03-18,1.1724,-0.61,
2024-03-19,1.1811,0.74,
2024-03-20,1.1787,-0.2,
2024-03-21,1.1669,-1.0,
2024-03-24,1.1414,-2.19,
2024-03-25,1.1421,0.06,
2024-03-26,1.1069,-3.08,
2024-03-27,1.1264,1.76,
2024-03-28,1.1377,1.0,
2024-03-31,1.1665,2.53,
2024-04-01,1.1595,-0.6,
2024-04-02,1.1476,-1.03,
2024-04-07,1.1221,-2.22,
2024-04-08,1.1344,1.1,
2024-04-09,1.1093,-2.21,
2024-04-10,1.109,-0.03,
2024-04-11,1.1001,-0.8,
2024-04-14,1.0948,-0.48,
2024-04-15,1.0511,-3.99,
2024-04-16,1.0982,4.48,
2024-04-17,1.0942,-0.36,
2024-04-18,1.084,-0.93,
2024-04-21,1.0823,-0.16,
2024-04-22,1.0869,0.43,
2024-04-23,1.1031,1.49,
2024-04-24,1.1038,0.06,
2024-04-25,1.1304,2.41,
2024-04-28,1.1653,3.09,
2024-04-29,1.1581,-0.62,
2024-05-05,1.1828,2.13,
2024-05-06,1.1843,0.13,
2024-05-07,1.1661,-1.54,
2024-05-08,1.1832,1.47,
2024-05-09,1.1683,-1.26,
2024-05-12,1.1544,-1.19,
2024-05-13,1.1596,0.45,
2024-05-14,1.1496,-0.86,
2024-05-15,1.1543,0.41,
2024-05-16,1.1652,0.94,
2024-05-19,1.1699,0.4,
2024-05-20,1.1633,-0.56,
2024-05-21,1.1705,0.62,
2024-05-22,1.1513,-1.64,
2024-05-23,1.1367,-1.27,
2024-05-26,1.147,0.91,
2024-05-27,1.135,-1.05,
2024-05-28,1.1381,0.27,
2024-05-29,1.1393,0.11,
2024-05-30,1.1443,0.44,
2024-06-02,1.1434,-0.08,
2024-06-03,1.1447,0.11,
2024-06-04,1.1323,-1.08,
2024-06-05,1.108,-2.15,
2024-06-06,1.1044,-0.32,
2024-06-10,1.1147,0.93,
2024-06-11,1.1177,0.27,
2024-06-12,1.1169,-0.07,
2024-06-13,1.1228,0.53,
2024-06-16,1.1278,0.45,
2024-06-17,1.1377,0.88,
2024-06-18,1.129,-0.76,
2024-06-19,1.1098,-1.7,
2024-06-20,1.1077,-0.19,
2024-06-23,1.0806,-2.45,
2024-06-24,1.0692,-1.05,
2024-06-25,1.0996,2.84,
2024-06-26,1.0819,-1.61,
2024-06-27,1.08,-0.18,
2024-06-29,1.0797,-0.03,
2024-06-30,1.0812,0.14,
2024-07-01,1.0744,-0.63,
2024-07-02,1.0651,-0.87,
2024-07-03,1.0468,-1.72,
2024-07-04,1.0548,0.76,
2024-07-07,1.0337,-2.0,
2024-07-08,1.0534,1.91,
2024-07-09,1.0537,0.03,
2024-07-10,1.0797,2.47,
2024-07-11,1.0778,-0.18,
2024-07-14,1.064,-1.28,
2024-07-15,1.0694,0.51,
2024-07-16,1.0608,-0.8,
2024-07-17,1.0664,0.53,
2024-07-18,1.0713,0.46,
2024-07-21,1.0729,0.15,
2024-07-22,1.0443,-2.67,
2024-07-23,1.0305,-1.32,
2024-07-24,1.0303,-0.02,
2024-07-25,1.0437,1.3,
2024-07-28,1.0346,-0.87,
2024-07-29,1.0337,-0.09,
2024-07-30,1.0692,3.43,
2024-07-31,1.0631,-0.57,
2024-08-01,1.0458,-1.63,
2024-08-04,1.0192,-2.54,
2024-08-05,1.0366,1.71,
2024-08-06,1.0362,-0.04,
2024-08-07,1.0306,-0.54,
2024-08-08,1.0229,-0.75,
2024-08-11,1.0202,-0.26,
2024-08-12,1.0284,0.8,
2024-08-13,1.0194,-0.88,
2024-08-14,1.0272,0.77,
2024-08-15,1.0313,0.4,
2024-08-18,1.0292,-0.2,
2024-08-19,1.0158,-1.3,
2024-08-20,1.0143,-0.15,
2024-08-21,1.0037,-1.05,
2024-08-22,1.0029,-0.08,
2024-08-25,1.006,0.31,
2024-08-26,0.9939,-1.2,
2024-08-27,0.9973,0.34,
2024-08-28,1.0105,1.32,
2024-08-29,1.0312,2.05,
2024-09-01,1.0095,-2.1,
2024-09-02,1.0226,1.3,
2024-09-03,1.02,-0.25,
2024-09-04,1.0269,0.68,
2024-09-05,1.0066,-1.98,
2024-09-08,1.0057,-0.09,
2024-09-09,1.0124,0.67,
2024-09-10,1.0172,0.47,
2024-09-11,1.0135,-0.36,
2024-09-12,0.9996,-1.37,
2024-09-17,0.9944,-0.52,
2024-09-18,1.0065,1.22,
2024-09-19,1.0017,-0.48,
2024-09-22,1.0013,-0.04,
2024-09-23,1.0405,3.91,
2024-09-24,1.0523,1.13,
2024-09-25,1.0871,3.31,
2024-09-26,1.1673,7.38,
2024-09-29,1.3277,13.74,
2024-10-07,1.5219,14.63,
2024-10-08,1.3687,-10.07,
2024-10-09,1.3532,-1.13,
2024-10-10,1.287,-4.89,
2024-10-13,1.3301,3.35,
2024-10-14,1.3028,-2.05,
2024-10-15,1.2901,-0.97,
2024-10-16,1.2923,0.17,
2024-10-17,1.3649,5.62,
2024-10-20,1.3955,2.24,
2024-10-21,1.4047,0.66,
2024-10-22,1.3986,-0.43,
2024-10-23,1.3862,-0.89,
2024-10-24,1.4216,2.55,
2024-10-27,1.4321,0.74,
2024-10-28,1.4045,-1.93,
2024-10-29,1.3995,-0.36,
2024-10-30,1.4051,0.4,
2024-10-31,1.3623,-3.05,
2024-11-03,1.3989,2.69,
2024-11-04,1.449,3.58,
2024-11-05,1.4463,-0.19,
2024-11-06,1.4811,2.41,
2024-11-07,1.4799,-0.08,
2024-11-10,1.5272,3.2,
2024-11-11,1.515,-0.8,
2024-11-12,1.5243,0.61,
