date,net_value,equity_return,unit_money
2019-02-19,1.0,0.0,
2019-02-21,1.0,0.0,
2019-02-28,1.0015,0.0,
2019-03-07,0.9963,0.0,
2019-03-14,1.0022,0.0,
2019-03-21,1.0045,0.0,
2019-03-27,1.001,0.0,
2019-03-28,1.0068,0.5794,
2019-03-31,1.0159,0.9039,
2019-04-01,1.0144,-0.1477,
2019-04-02,1.0188,0.4338,
2019-04-03,1.0231,0.4221,
2019-04-07,1.0245,0.1368,
2019-04-08,1.0248,0.0293,
2019-04-09,1.024,-0.0781,
2019-04-10,1.0156,-0.8203,
2019-04-11,1.0134,-0.2166,
2019-04-14,1.0171,0.3651,
2019-04-15,1.0303,1.2978,
2019-04-16,1.0322,0.1844,
2019-04-17,1.0305,-0.1647,
2019-04-18,1.0402,0.9413,
2019-04-21,1.02,-1.9419,
2019-04-22,1.0194,-0.0588,
2019-04-23,1.022,0.2551,
2019-04-24,1.0095,-1.2231,
2019-04-25,1.0002,-0.9212,
2019-04-28,1.0085,0.8298,
2019-04-29,1.0102,0.1686,
2019-05-05,0.9616,-4.8109,
2019-05-06,0.9705,0.9255,
2019-05-07,0.9556,-1.5353,
2019-05-08,0.9367,-1.9778,
2019-05-09,0.9652,3.0426,
2019-05-12,0.9546,-1.0982,
2019-05-13,0.9509,-0.3876,
2019-05-14,0.9719,2.2084,
2019-05-15,0.9731,0.1235,
2019-05-16,0.955,-1.86,
2019-05-19,0.9442,-1.1309,
2019-05-20,0.9506,0.6778,
2019-05-21,0.9465,-0.4313,
2019-05-22,0.9321,-1.5214,
2019-05-23,0.9362,0.4399,
2019-05-26,0.942,0.6195,
2019-05-27,0.9529,1.1571,
2019-05-28,0.9512,-0.1784,
2019-05-29,0.9467,-0.4731,
2019-05-30,0.9425,-0.4436,
2019-06-02,0.9393,-0.3395,
2019-06-03,0.9317,-0.8091,
2019-06-04,0.9314,-0.0322,
2019-06-05,0.928,-0.365,
2019-06-09,0.9441,1.7349,
2019-06-10,0.9644,2.1502,
2019-06-11,0.9572,-0.7466,
2019-06-12,0.9567,-0.0522,
2019-06-13,0.9522,-0.4704,
2019-06-16,0.9508,-0.147,
2019-06-17,0.9567,0.6205,
