date,net_value,equity_return,unit_money
2023-03-21,1.0,0.0,
2023-03-23,0.9999,0.0,
2023-03-30,0.9999,0.0,
2023-04-06,1.0035,0.0,
2023-04-13,1.0032,0.0,
2023-04-20,0.9829,0.0,
2023-04-27,0.9883,0.0,
2023-05-04,0.9798,0.0,
2023-05-11,0.9699,0.0,
2023-05-18,0.9769,0.0,
2023-05-25,0.971,0.0,
2023-06-01,0.9823,0.0,
2023-06-08,0.966,0.0,
2023-06-15,0.983,0.0,
2023-06-19,0.9767,0.0,
2023-06-20,0.9652,-1.18,
2023-06-25,0.951,-1.47,
2023-06-26,0.9654,1.51,
2023-06-27,0.9635,-0.2,
2023-06-28,0.9717,0.85,
2023-06-29,0.9854,1.41,
2023-07-02,0.9881,0.27,
2023-07-03,0.9899,0.18,
2023-07-04,0.9873,-0.26,
2023-07-05,0.9845,-0.28,
2023-07-06,0.9829,-0.16,
2023-07-09,0.9837,0.08,
2023-07-10,0.9918,0.82,
2023-07-11,0.9835,-0.84,
2023-07-12,0.9926,0.93,
2023-07-13,0.9901,-0.25,
2023-07-16,0.9886,-0.15,
2023-07-17,0.9909,0.23,
2023-07-18,0.9904,-0.05,
2023-07-19,0.9823,-0.82,
2023-07-20,0.9822,-0.01,
2023-07-23,0.9819,-0.03,
2023-07-24,0.9973,1.57,
2023-07-25,0.9957,-0.16,
2023-07-26,0.9907,-0.5,
2023-07-27,1.0013,1.07,
2023-07-30,1.009,0.77,
2023-07-31,1.011,0.2,
2023-08-01,1.0106,-0.04,
2023-08-02,1.0107,0.01,
2023-08-03,1.0117,0.1,
2023-08-06,1.0034,-0.82,
2023-08-07,1.0,-0.34,
2023-08-08,0.994,-0.6,
2023-08-09,0.9962,0.22,
2023-08-10,0.9813,-1.5,
2023-08-13,0.9807,-0.06,
2023-08-14,0.975,-0.58,
2023-08-15,0.9694,-0.57,
2023-08-16,0.9751,0.59,
2023-08-17,0.9611,-1.44,
2023-08-20,0.9541,-0.73,
2023-08-21,0.9579,0.4,
2023-08-22,0.9462,-1.22,
2023-08-23,0.9447,-0.16,
2023-08-24,0.9337,-1.16,
2023-08-27,0.9445,1.16,
2023-08-28,0.9639,2.05,
2023-08-29,0.9646,0.07,
2023-08-30,0.9585,-0.63,
2023-08-31,0.9596,0.11,
2023-09-03,0.9746,1.56,
2023-09-04,0.9688,-0.6,
2023-09-05,0.9731,0.44,
2023-09-06,0.9577,-1.58,
2023-09-07,0.9606,0.3,
2023-09-10,0.9708,1.06,
2023-09-11,0.9708,0.0,
2023-09-12,0.9616,-0.95,
2023-09-13,0.9611,-0.05,
2023-09-14,0.9648,0.38,
2023-09-17,0.9661,0.13,
2023-09-18,0.9629,-0.33,
2023-09-19,0.96,-0.3,
2023-09-20,0.9525,-0.78,
2023-09-21,0.9611,0.9,
2023-09-24,0.955,-0.63,
2023-09-25,0.9483,-0.7,
2023-09-26,0.9498,0.16,
2023-09-27,0.9528,0.32,
2023-10-08,0.9463,-0.68,
2023-10-09,0.9387,-0.8,
2023-10-10,0.9363,-0.26,
2023-10-11,0.9453,0.96,
2023-10-12,0.941,-0.45,
2023-10-15,0.9381,-0.31,
2023-10-16,0.9364,-0.18,
2023-10-17,0.9209,-1.66,
2023-10-18,0.9133,-0.83,
2023-10-19,0.9056,-0.84,
2023-10-22,0.8856,-2.21,
2023-10-23,0.9001,1.64,
2023-10-24,0.912,1.32,
2023-10-25,0.9127,0.08,
2023-10-26,0.9261,1.47,
2023-10-29,0.9353,0.99,
2023-10-30,0.9333,-0.21,
2023-10-31,0.9338,0.05,
2023-11-01,0.9244,-1.01,
2023-11-02,0.9321,0.83,
2023-11-05,0.9432,1.19,
2023-11-06,0.944,0.08,
2023-11-07,0.9399,-0.43,
2023-11-08,0.9356,-0.46,
2023-11-09,0.9352,-0.04,
2023-11-12,0.9437,0.91,
2023-11-13,0.9481,0.47,
2023-11-14,0.9537,0.59,
2023-11-15,0.9442,-1.0,
2023-11-16,0.9503,0.65,
2023-11-19,0.958,0.81,
2023-11-20,0.9549,-0.32,
2023-11-21,0.9432,-1.23,
2023-11-22,0.9551,1.26,
2023-11-23,0.9453,-1.03,
2023-11-26,0.9455,0.02,
2023-11-27,0.9524,0.73,
2023-11-28,0.9485,-0.41,
2023-11-29,0.9401,-0.89,
2023-11-30,0.9424,0.24,
2023-12-03,0.9391,-0.35,
2023-12-04,0.922,-1.82,
2023-12-05,0.9266,0.5,
2023-12-06,0.9261,-0.05,
2023-12-07,0.9195,-0.71,
2023-12-10,0.9291,1.04,
2023-12-11,0.9288,-0.03,
2023-12-12,0.9211,-0.83,
2023-12-13,0.9185,-0.28,
2023-12-14,0.9128,-0.62,
2023-12-17,0.8968,-1.75,
2023-12-18,0.8989,0.23,
2023-12-19,0.8866,-1.37,
2023-12-20,0.8915,0.55,
2023-12-21,0.8817,-1.1,
2023-12-24,0.8809,-0.09,
2023-12-25,0.8665,-1.63,
2023-12-26,0.8723,0.67,
2023-12-27,0.8949,2.59,
2023-12-28,0.9114,1.84,
2023-12-30,0.9114,0.0,
2024-01-01,0.9082,-0.35,
2024-01-02,0.9035,-0.52,
2024-01-03,0.8959,-0.84,
2024-01-04,0.8819,-1.56,
2024-01-07,0.8606,-2.42,
2024-01-08,0.8611,0.06,
2024-01-09,0.8578,-0.38,
2024-01-10,0.8718,1.63,
2024-01-11,0.8651,-0.77,
2024-01-14,0.8635,-0.18,
2024-01-15,0.8605,-0.35,
2024-01-16,0.8399,-2.39,
2024-01-17,0.8324,-0.89,
2024-01-18,0.8223,-1.21,
2024-01-21,0.7754,-5.7,
2024-01-22,0.7811,0.74,
2024-01-23,0.7924,1.45,
2024-01-24,0.8211,3.62,
2024-01-25,0.8173,-0.46,
2024-01-28,0.7959,-2.62,
2024-01-29,0.7722,-2.98,
2024-01-30,0.7355,-4.75,
2024-01-31,0.7234,-1.65,
2024-02-01,0.6893,-4.71,
2024-02-04,0.6298,-8.63,
2024-02-05,0.6638,5.4,
2024-02-06,0.6912,4.13,
2024-02-07,0.7419,7.34,
2024-02-18,0.7418,-0.01,
2024-02-19,0.743,0.16,
2024-02-20,0.7504,1.0,
2024-02-21,0.7653,1.99,
2024-02-22,0.7823,2.22,
2024-02-25,0.7891,0.87,
2024-02-26,0.8118,2.88,
2024-02-27,0.7673,-5.48,
2024-02-28,0.7952,3.64,
2024-02-29,0.8041,1.12,
2024-03-03,0.8008,-0.41,
2024-03-04,0.7917,-1.14,
2024-03-05,0.7927,0.13,
2024-03-06,0.7878,-0.62,
2024-03-07,0.7922,0.56,
2024-03-10,0.7993,0.9,
2024-03-11,0.8012,0.24,
2024-03-12,0.7993,-0.24,
2024-03-13,0.7986,-0.09,
2024-03-14,0.8074,1.1,
2024-03-17,0.8133,0.73,
2024-03-18,0.809,-0.53,
2024-03-19,0.8139,0.61,
2024-03-20,0.8144,0.06,
2024-03-21,0.8049,-1.17,
2024-03-24,0.7982,-0.83,
2024-03-25,0.8005,0.29,
2024-03-26,0.7907,-1.22,
2024-03-27,0.7949,0.53,
2024-03-28,0.8047,1.23,
2024-03-31,0.8182,1.68,
2024-04-01,0.8227,0.55,
2024-04-02,0.826,0.4,
2024-04-07,0.8167,-1.13,
2024-04-08,0.8253,1.05,
2024-04-09,0.8146,-1.3,
2024-04-10,0.8179,0.41,
2024-04-11,0.812,-0.72,
2024-04-14,0.7991,-1.59,
2024-04-15,0.7645,-4.33,
2024-04-16,0.8023,4.94,
2024-04-17,0.7986,-0.46,
2024-04-18,0.7935,-0.64,
2024-04-21,0.793,-0.06,
2024-04-22,0.7969,0.49,
2024-04-23,0.8149,2.26,
2024-04-24,0.8149,0.0,
2024-04-25,0.8347,2.43,
2024-04-28,0.863,3.39,
2024-04-29,0.8543,-1.01,
2024-05-05,0.8656,1.32,
2024-05-06,0.8752,1.11,
2024-05-07,0.8574,-2.03,
2024-05-08,0.8714,1.63,
2024-05-09,0.855,-1.88,
2024-05-12,0.8337,-2.49,
2024-05-13,0.8381,0.53,
2024-05-14,0.8313,-0.81,
2024-05-15,0.8342,0.35,
2024-05-16,0.8505,1.95,
2024-05-19,0.852,0.18,
2024-05-20,0.8417,-1.21,
2024-05-21,0.8506,1.06,
2024-05-22,0.8317,-2.22,
2024-05-23,0.8231,-1.03,
2024-05-26,0.8261,0.36,
2024-05-27,0.8209,-0.63,
2024-05-28,0.8238,0.35,
2024-05-29,0.8207,-0.38,
2024-05-30,0.8232,0.3,
2024-06-02,0.8074,-1.92,
2024-06-03,0.8042,-0.4,
2024-06-04,0.792,-1.52,
2024-06-05,0.7721,-2.51,
2024-06-06,0.7815,1.22,
2024-06-10,0.7855,0.51,
2024-06-11,0.7892,0.47,
2024-06-12,0.7848,-0.56,
2024-06-13,0.7851,0.04,
2024-06-16,0.7834,-0.22,
2024-06-17,0.7939,1.34,
2024-06-18,0.786,-1.0,
2024-06-19,0.7669,-2.43,
