Date,Net_Value,Cost_Nav,Profit_Rate(%),Decision,RSI,MACD,BB,Big_Trend,Reason,Fund_Code
2023-10-23,1.1233,1.833,-38.72,因绝对止损（亏损>20%）卖出100%,42.24,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-10-24,1.1636,1.833,-36.52,因绝对止损（亏损>20%）卖出100%,51.07,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-10-25,1.1466,1.833,-37.45,因绝对止损（亏损>20%）卖出100%,47.76,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-10-26,1.1482,1.833,-37.36,因绝对止损（亏损>20%）卖出100%,48.1,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-10-27,1.1674,1.833,-36.31,因绝对止损（亏损>20%）卖出100%,52.14,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-10-30,1.2097,1.833,-34.0,因绝对止损（亏损>20%）卖出100%,59.61,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-10-31,1.2194,1.833,-33.48,因绝对止损（亏损>20%）卖出100%,61.1,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-11-01,1.2017,1.833,-34.44,因绝对止损（亏损>20%）卖出100%,56.95,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-11-02,1.1754,1.833,-35.88,因绝对止损（亏损>20%）卖出100%,51.37,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-11-03,1.1997,1.833,-34.55,因绝对止损（亏损>20%）卖出100%,55.69,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-11-06,1.2136,1.833,-33.79,因绝对止损（亏损>20%）卖出100%,57.99,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-11-07,1.2173,1.833,-33.59,因绝对止损（亏损>20%）卖出100%,58.61,金叉,中轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2023-11-08,1.2439,1.833,-32.14,因绝对止损（亏损>20%）卖出100%,62.83,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-11-09,1.2249,1.833,-33.18,因绝对止损（亏损>20%）卖出100%,58.26,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-11-10,1.2296,1.833,-32.92,因绝对止损（亏损>20%）卖出100%,59.05,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-11-13,1.2277,1.833,-33.02,因绝对止损（亏损>20%）卖出100%,58.57,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-11-14,1.2428,1.833,-32.2,因绝对止损（亏损>20%）卖出100%,61.29,金叉,中轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2023-11-15,1.2273,1.833,-33.04,因绝对止损（亏损>20%）卖出100%,57.14,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-11-16,1.2044,1.833,-34.29,因绝对止损（亏损>20%）卖出100%,51.59,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-11-17,1.2159,1.833,-33.67,因绝对止损（亏损>20%）卖出100%,54.01,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-11-20,1.2146,1.833,-33.74,因绝对止损（亏损>20%）卖出100%,53.68,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-11-21,1.1961,1.833,-34.75,因绝对止损（亏损>20%）卖出100%,49.13,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-11-22,1.1794,1.833,-35.66,因绝对止损（亏损>20%）卖出100%,45.39,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-11-23,1.1926,1.833,-34.94,因绝对止损（亏损>20%）卖出100%,48.71,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-11-24,1.1741,1.833,-35.95,因绝对止损（亏损>20%）卖出100%,44.62,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-11-27,1.2052,1.833,-34.25,因绝对止损（亏损>20%）卖出100%,51.94,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-11-28,1.201,1.833,-34.48,因绝对止损（亏损>20%）卖出100%,50.96,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-11-29,1.2121,1.833,-33.87,因绝对止损（亏损>20%）卖出100%,53.45,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-11-30,1.2199,1.833,-33.45,因绝对止损（亏损>20%）卖出100%,55.18,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-12-01,1.2166,1.833,-33.63,因绝对止损（亏损>20%）卖出100%,54.26,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-12-04,1.2071,1.833,-34.15,因绝对止损（亏损>20%）卖出100%,51.6,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-12-05,1.1861,1.833,-35.29,因绝对止损（亏损>20%）卖出100%,46.21,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-12-06,1.1939,1.833,-34.87,因绝对止损（亏损>20%）卖出100%,48.37,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-12-07,1.1752,1.833,-35.89,因绝对止损（亏损>20%）卖出100%,43.83,死叉,中轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2023-12-08,1.2001,1.833,-34.53,因绝对止损（亏损>20%）卖出100%,50.49,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-12-11,1.2215,1.833,-33.36,因绝对止损（亏损>20%）卖出100%,55.39,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-12-12,1.2136,1.833,-33.79,因绝对止损（亏损>20%）卖出100%,53.3,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-12-13,1.2059,1.833,-34.21,因绝对止损（亏损>20%）卖出100%,51.26,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-12-14,1.1958,1.833,-34.76,因绝对止损（亏损>20%）卖出100%,48.63,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-12-15,1.1836,1.833,-35.43,因绝对止损（亏损>20%）卖出100%,45.6,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-12-18,1.1627,1.833,-36.57,因绝对止损（亏损>20%）卖出100%,40.89,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-12-19,1.1799,1.833,-35.63,因绝对止损（亏损>20%）卖出100%,45.84,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-12-20,1.1674,1.833,-36.31,因绝对止损（亏损>20%）卖出100%,43.02,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-12-21,1.1761,1.833,-35.84,因绝对止损（亏损>20%）卖出100%,45.53,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-12-22,1.1586,1.833,-36.79,因绝对止损（亏损>20%）卖出100%,41.56,死叉,中轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2023-12-25,1.146,1.833,-37.48,因绝对止损（亏损>20%）卖出100%,38.93,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-12-26,1.1205,1.833,-38.87,因绝对止损（亏损>20%）卖出100%,34.2,死叉,下轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-12-27,1.1516,1.833,-37.17,因绝对止损（亏损>20%）卖出100%,43.25,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-12-28,1.1613,1.833,-36.64,因绝对止损（亏损>20%）卖出100%,45.75,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-12-29,1.1654,1.833,-36.42,因绝对止损（亏损>20%）卖出100%,46.82,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-12-31,1.1653,1.833,-36.43,因绝对止损（亏损>20%）卖出100%,46.8,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-01-02,1.1357,1.833,-38.04,因绝对止损（亏损>20%）卖出100%,40.18,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-01-03,1.1113,1.833,-39.37,因绝对止损（亏损>20%）卖出100%,35.69,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-01-04,1.0981,1.833,-40.09,因绝对止损（亏损>20%）卖出100%,33.51,死叉,下轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2024-01-05,1.0844,1.833,-40.84,因绝对止损（亏损>20%）卖出100%,31.37,死叉,下轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-01-08,1.0447,1.833,-43.01,因绝对止损（亏损>20%）卖出100%,26.16,死叉,下轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-01-09,1.0385,1.833,-43.34,因绝对止损（亏损>20%）卖出100%,25.45,死叉,下轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-01-10,1.027,1.833,-43.97,因绝对止损（亏损>20%）卖出100%,24.13,死叉,下轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-01-11,1.0389,1.833,-43.32,因绝对止损（亏损>20%）卖出100%,28.25,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-01-12,1.0303,1.833,-43.79,因绝对止损（亏损>20%）卖出100%,27.11,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-01-15,1.0321,1.833,-43.69,因绝对止损（亏损>20%）卖出100%,27.77,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-01-16,1.0367,1.833,-43.44,因绝对止损（亏损>20%）卖出100%,29.53,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-01-17,1.0079,1.833,-45.01,因绝对止损（亏损>20%）卖出100%,25.37,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-01-18,1.0241,1.833,-44.13,因绝对止损（亏损>20%）卖出100%,31.23,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-01-19,1.019,1.833,-44.41,因绝对止损（亏损>20%）卖出100%,30.42,死叉,中轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2024-01-22,0.9728,1.833,-46.93,因绝对止损（亏损>20%）卖出100%,24.27,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-01-23,0.9784,1.833,-46.62,因绝对止损（亏损>20%）卖出100%,26.22,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-01-24,0.9729,1.833,-46.92,因绝对止损（亏损>20%）卖出100%,25.53,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-01-25,0.996,1.833,-45.66,因绝对止损（亏损>20%）卖出100%,33.49,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-01-26,0.9569,1.833,-47.8,因绝对止损（亏损>20%）卖出100%,28.03,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-01-29,0.9321,1.833,-49.15,因绝对止损（亏损>20%）卖出100%,25.22,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-01-30,0.8963,1.833,-51.1,因绝对止损（亏损>20%）卖出100%,21.82,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-01-31,0.8759,1.833,-52.21,因绝对止损（亏损>20%）卖出100%,20.15,死叉,下轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-02-01,0.8908,1.833,-51.4,因绝对止损（亏损>20%）卖出100%,24.68,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-02-02,0.8581,1.833,-53.19,因绝对止损（亏损>20%）卖出100%,21.76,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-02-05,0.847,1.833,-53.79,因绝对止损（亏损>20%）卖出100%,20.86,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-02-06,0.9116,1.833,-50.27,因绝对止损（亏损>20%）卖出100%,37.17,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-02-07,0.9411,1.833,-48.66,因绝对止损（亏损>20%）卖出100%,42.95,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-02-08,0.9678,1.833,-47.2,因绝对止损（亏损>20%）卖出100%,47.64,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-02-19,0.9756,1.833,-46.78,因绝对止损（亏损>20%）卖出100%,48.97,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-02-20,0.9644,1.833,-47.39,因绝对止损（亏损>20%）卖出100%,47.13,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-02-21,0.9714,1.833,-47.0,因绝对止损（亏损>20%）卖出100%,48.43,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-02-22,0.989,1.833,-46.04,因绝对止损（亏损>20%）卖出100%,51.66,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-02-23,0.9948,1.833,-45.73,因绝对止损（亏损>20%）卖出100%,52.71,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-02-26,1.0054,1.833,-45.15,因绝对止损（亏损>20%）卖出100%,54.65,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-02-27,1.0515,1.833,-42.64,因绝对止损（亏损>20%）卖出100%,61.96,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-02-28,1.0034,1.833,-45.26,因绝对止损（亏损>20%）卖出100%,52.46,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-02-29,1.0791,1.833,-41.13,因绝对止损（亏损>20%）卖出100%,62.26,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-03-01,1.095,1.833,-40.26,因绝对止损（亏损>20%）卖出100%,63.95,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-03-04,1.1103,1.833,-39.43,因绝对止损（亏损>20%）卖出100%,65.54,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-03-05,1.0979,1.833,-40.1,因绝对止损（亏损>20%）卖出100%,63.11,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-03-06,1.0848,1.833,-40.82,因绝对止损（亏损>20%）卖出100%,60.55,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-03-07,1.0691,1.833,-41.67,因绝对止损（亏损>20%）卖出100%,57.54,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-03-08,1.0919,1.833,-40.43,因绝对止损（亏损>20%）卖出100%,60.6,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-03-11,1.1005,1.833,-39.96,因绝对止损（亏损>20%）卖出100%,61.72,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-03-12,1.0963,1.833,-40.19,因绝对止损（亏损>20%）卖出100%,60.81,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-03-13,1.0937,1.833,-40.33,因绝对止损（亏损>20%）卖出100%,60.22,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-03-14,1.0791,1.833,-41.13,因绝对止损（亏损>20%）卖出100%,56.87,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-03-15,1.0962,1.833,-40.2,因绝对止损（亏损>20%）卖出100%,59.7,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-03-18,1.13,1.833,-38.35,因绝对止损（亏损>20%）卖出100%,64.63,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-03-19,1.1215,1.833,-38.82,因绝对止损（亏损>20%）卖出100%,62.56,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-03-20,1.12,1.833,-38.9,因绝对止损（亏损>20%）卖出100%,62.18,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-03-21,1.1126,1.833,-39.3,因绝对止损（亏损>20%）卖出100%,60.24,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-03-22,1.1126,1.833,-39.3,因绝对止损（亏损>20%）卖出100%,60.24,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-03-25,1.0869,1.833,-40.7,因绝对止损（亏损>20%）卖出100%,53.52,金叉,中轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2024-03-26,1.0644,1.833,-41.93,因绝对止损（亏损>20%）卖出100%,48.42,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-03-27,1.0335,1.833,-43.62,因绝对止损（亏损>20%）卖出100%,42.44,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-03-28,1.0504,1.833,-42.7,因绝对止损（亏损>20%）卖出100%,46.34,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-03-29,1.0491,1.833,-42.77,因绝对止损（亏损>20%）卖出100%,46.08,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-04-01,1.0759,1.833,-41.3,因绝对止损（亏损>20%）卖出100%,52.03,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-04-02,1.0572,1.833,-42.32,因绝对止损（亏损>20%）卖出100%,48.05,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-04-03,1.0306,1.833,-43.78,因绝对止损（亏损>20%）卖出100%,43.01,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-04-08,1.0246,1.833,-44.1,因绝对止损（亏损>20%）卖出100%,41.94,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-04-09,1.0248,1.833,-44.09,因绝对止损（亏损>20%）卖出100%,41.99,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-04-10,0.9976,1.833,-45.58,因绝对止损（亏损>20%）卖出100%,37.14,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-04-11,0.9997,1.833,-45.46,因绝对止损（亏损>20%）卖出100%,37.74,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-04-12,1.0295,1.833,-43.84,因绝对止损（亏损>20%）卖出100%,45.64,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-04-15,1.0324,1.833,-43.68,因绝对止损（亏损>20%）卖出100%,46.35,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-04-16,1.0031,1.833,-45.28,因绝对止损（亏损>20%）卖出100%,40.56,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-04-17,1.0411,1.833,-43.2,因绝对止损（亏损>20%）卖出100%,49.39,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-04-18,1.0352,1.833,-43.52,因绝对止损（亏损>20%）卖出100%,48.2,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-04-19,1.004,1.833,-45.23,因绝对止损（亏损>20%）卖出100%,42.35,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-04-22,0.9837,1.833,-46.33,因绝对止损（亏损>20%）卖出100%,39.03,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-04-23,0.9929,1.833,-45.83,因绝对止损（亏损>20%）卖出100%,41.28,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-04-24,1.0465,1.833,-42.91,因绝对止损（亏损>20%）卖出100%,52.3,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-04-25,1.0387,1.833,-43.33,因绝对止损（亏损>20%）卖出100%,50.8,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-04-26,1.0892,1.833,-40.58,因绝对止损（亏损>20%）卖出100%,58.98,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-04-29,1.1187,1.833,-38.97,因绝对止损（亏损>20%）卖出100%,62.86,金叉,上轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-04-30,1.1091,1.833,-39.49,因绝对止损（亏损>20%）卖出100%,60.84,金叉,中轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2024-05-06,1.1002,1.833,-39.98,因绝对止损（亏损>20%）卖出100%,58.95,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-05-07,1.0778,1.833,-41.2,因绝对止损（亏损>20%）卖出100%,54.38,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-05-08,1.0705,1.833,-41.6,因绝对止损（亏损>20%）卖出100%,52.93,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-05-09,1.08,1.833,-41.08,因绝对止损（亏损>20%）卖出100%,54.62,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-05-10,1.0538,1.833,-42.51,因绝对止损（亏损>20%）卖出100%,49.37,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-05-13,1.0459,1.833,-42.94,因绝对止损（亏损>20%）卖出100%,47.87,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-05-14,1.0302,1.833,-43.8,因绝对止损（亏损>20%）卖出100%,44.96,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-05-15,1.0395,1.833,-43.29,因绝对止损（亏损>20%）卖出100%,47.01,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-05-16,1.0649,1.833,-41.9,因绝对止损（亏损>20%）卖出100%,52.26,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-05-17,1.0759,1.833,-41.3,因绝对止损（亏损>20%）卖出100%,54.37,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-05-20,1.0983,1.833,-40.08,因绝对止损（亏损>20%）卖出100%,58.4,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-05-21,1.0952,1.833,-40.25,因绝对止损（亏损>20%）卖出100%,57.64,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-05-22,1.0813,1.833,-41.01,因绝对止损（亏损>20%）卖出100%,54.24,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-05-23,1.0742,1.833,-41.4,因绝对止损（亏损>20%）卖出100%,52.53,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-05-24,1.0395,1.833,-43.29,因绝对止损（亏损>20%）卖出100%,45.07,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-05-27,1.0545,1.833,-42.47,因绝对止损（亏损>20%）卖出100%,48.48,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-05-28,1.0302,1.833,-43.8,因绝对止损（亏损>20%）卖出100%,43.75,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-05-29,1.028,1.833,-43.92,因绝对止损（亏损>20%）卖出100%,43.34,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-05-30,1.03,1.833,-43.81,因绝对止损（亏损>20%）卖出100%,43.85,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-05-31,1.0239,1.833,-44.14,因绝对止损（亏损>20%）卖出100%,42.57,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-06-03,1.0659,1.833,-41.85,因绝对止损（亏损>20%）卖出100%,52.78,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-06-04,1.0729,1.833,-41.47,因绝对止损（亏损>20%）卖出100%,54.25,死叉,中轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2024-06-05,1.0591,1.833,-42.22,因绝对止损（亏损>20%）卖出100%,50.9,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-06-06,1.0812,1.833,-41.01,因绝对止损（亏损>20%）卖出100%,55.62,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-06-07,1.0484,1.833,-42.8,因绝对止损（亏损>20%）卖出100%,48.22,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-06-11,1.0645,1.833,-41.93,因绝对止损（亏损>20%）卖出100%,51.62,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-06-12,1.0614,1.833,-42.09,因绝对止损（亏损>20%）卖出100%,50.93,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-06-13,1.0953,1.833,-40.25,因绝对止损（亏损>20%）卖出100%,57.63,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-06-14,1.1629,1.833,-36.56,因绝对止损（亏损>20%）卖出100%,67.25,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-06-17,1.1776,1.833,-35.76,因绝对止损（亏损>20%）卖出100%,68.9,金叉,上轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-06-18,1.1962,1.833,-34.74,因绝对止损（亏损>20%）卖出100%,70.9,金叉,上轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-06-19,1.1855,1.833,-35.32,因绝对止损（亏损>20%）卖出100%,68.19,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-06-20,1.1764,1.833,-35.82,因绝对止损（亏损>20%）卖出100%,65.87,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-06-21,1.1838,1.833,-35.42,因绝对止损（亏损>20%）卖出100%,66.86,金叉,中轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2024-06-24,1.1644,1.833,-36.48,因绝对止损（亏损>20%）卖出100%,61.82,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-06-25,1.1234,1.833,-38.71,因绝对止损（亏损>20%）卖出100%,52.78,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-06-26,1.1533,1.833,-37.08,因绝对止损（亏损>20%）卖出100%,57.64,金叉,中轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2024-06-27,1.1213,1.833,-38.83,因绝对止损（亏损>20%）卖出100%,51.52,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-06-28,1.1409,1.833,-37.76,因绝对止损（亏损>20%）卖出100%,54.7,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-06-30,1.1407,1.833,-37.77,因绝对止损（亏损>20%）卖出100%,54.66,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-07-01,1.1663,1.833,-36.37,因绝对止损（亏损>20%）卖出100%,58.74,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-07-02,1.1518,1.833,-37.16,因绝对止损（亏损>20%）卖出100%,55.68,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-07-03,1.1413,1.833,-37.74,因绝对止损（亏损>20%）卖出100%,53.51,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-07-04,1.1414,1.833,-37.73,因绝对止损（亏损>20%）卖出100%,53.53,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2024-07-05,1.1434,1.833,-37.62,因绝对止损（亏损>20%）卖出100%,53.92,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2024-07-08,1.141,1.833,-37.75,因绝对止损（亏损>20%）卖出100%,53.33,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
