date,net_value,equity_return,unit_money
2022-08-10,2.055,0.0,
2022-08-11,2.048,-0.34,
2022-08-14,2.061,0.63,
2022-08-15,2.061,0.0,
2022-08-16,2.091,1.46,
2022-08-17,2.086,-0.24,
2022-08-18,2.061,-1.2,
2022-08-21,2.081,0.97,
2022-08-22,2.084,0.14,
2022-08-23,2.015,-3.31,
2022-08-24,2.051,1.79,
2022-08-25,2.028,-1.12,
2022-08-28,2.041,0.64,
2022-08-29,2.03,-0.54,
2022-08-30,1.983,-2.32,
2022-08-31,1.946,-1.87,
2022-09-01,1.948,0.1,
2022-09-04,1.959,0.56,
2022-09-05,1.991,1.63,
2022-09-06,1.991,0.0,
2022-09-07,1.988,-0.15,
2022-09-08,1.993,0.25,
2022-09-12,1.984,-0.45,
2022-09-13,1.985,0.05,
2022-09-14,1.96,-1.26,
2022-09-15,1.935,-1.28,
2022-09-18,1.935,0.0,
2022-09-19,1.962,1.4,
2022-09-20,1.967,0.25,
2022-09-21,1.968,0.05,
2022-09-22,1.934,-1.73,
2022-09-25,1.941,0.36,
2022-09-26,1.979,1.96,
2022-09-27,1.944,-1.77,
2022-09-28,1.918,-1.34,
2022-09-29,1.893,-1.3,
2022-10-09,1.854,-2.06,
2022-10-10,1.835,-1.02,
2022-10-11,1.83,-0.27,
2022-10-12,1.815,-0.82,
2022-10-13,1.866,2.81,
2022-10-16,1.887,1.13,
2022-10-17,1.905,0.95,
2022-10-18,1.894,-0.58,
2022-10-19,1.868,-1.37,
2022-10-20,1.89,1.18,
2022-10-23,1.813,-4.07,
2022-10-24,1.833,1.1,
2022-10-25,1.866,1.8,
2022-10-26,1.851,-0.8,
2022-10-27,1.795,-3.03,
2022-10-30,1.803,0.45,
2022-10-31,1.853,2.77,
2022-11-01,1.88,1.46,
2022-11-02,1.873,-0.37,
2022-11-03,1.904,1.66,
2022-11-06,1.917,0.68,
2022-11-07,1.889,-1.46,
2022-11-08,1.883,-0.32,
2022-11-09,1.858,-1.33,
2022-11-10,1.93,3.88,
2022-11-13,1.939,0.47,
2022-11-14,1.981,2.17,
