基金代码,基金简称,总股票持仓市值_万,股票简称,占净值比例,持股数_万,持仓市值_万,持仓市值_亿
016049,华商甄选回报混合C,143161.19,中国海洋石油,1.93,443.46,7708.76,0.7709
016049,华商甄选回报混合C,143161.19,金山云,1.87,998.8,7486.57,0.7487
010236,广发电子信息传媒股票C,140469.09,中际旭创,7.31,47.67,19243.43,1.9243
010236,广发电子信息传媒股票C,140469.09,兆易创新,7.28,89.75,19143.31,1.9143
010236,广发电子信息传媒股票C,140469.09,源杰科技,7.02,43.04,18466.18,1.8466
010236,广发电子信息传媒股票C,140469.09,海光信息,5.81,60.54,15293.39,1.5293
010236,广发电子信息传媒股票C,140469.09,新易盛,5.14,36.99,13530.56,1.3531
010236,广发电子信息传媒股票C,140469.09,税友股份,5.14,265.8,13510.43,1.351
010236,广发电子信息传媒股票C,140469.09,长盈精密,4.41,278.32,11600.47,1.16
010236,广发电子信息传媒股票C,140469.09,华勤技术,4.04,100.93,10633.98,1.0634
010236,广发电子信息传媒股票C,140469.09,寒武纪,3.63,7.21,9552.19,0.9552
010236,广发电子信息传媒股票C,140469.09,巨人网络,3.61,210.16,9495.15,0.9495
015683,景顺长城科技创新混合C,132512.51,中际旭创,8.61,47.8,19295.9,1.9296
015683,景顺长城科技创新混合C,132512.51,新易盛,8.56,52.49,19199.78,1.92
015683,景顺长城科技创新混合C,132512.51,腾讯控股,7.83,28.99,17547.81,1.7548
015683,景顺长城科技创新混合C,132512.51,阿里巴巴-W,6.49,90.0,14543.77,1.4544
015683,景顺长城科技创新混合C,132512.51,工业富联,6.34,215.38,14216.97,1.4217
015683,景顺长城科技创新混合C,132512.51,沪电股份,6.23,190.1,13966.48,1.3966
015683,景顺长城科技创新混合C,132512.51,拓普集团,4.6,127.44,10321.37,1.0321
015683,景顺长城科技创新混合C,132512.51,源杰科技,3.83,20.0,8580.0,0.858
015683,景顺长城科技创新混合C,132512.51,恺英网络,3.32,265.15,7445.29,0.7445
015683,景顺长城科技创新混合C,132512.51,小米集团-W,3.3,150.0,7395.14,0.7395
016465,兴证全球合瑞混合C,125765.84,宁德时代,7.79,54.78,22022.57,2.2023
016465,兴证全球合瑞混合C,125765.84,电连技术,5.51,273.32,15579.33,1.5579
016465,兴证全球合瑞混合C,125765.84,腾讯控股,4.89,22.85,13831.24,1.3831
016465,兴证全球合瑞混合C,125765.84,高伟电子,4.37,347.1,12358.92,1.2359
016465,兴证全球合瑞混合C,125765.84,三环集团,3.94,240.25,11130.9,1.1131
016465,兴证全球合瑞混合C,125765.84,信达生物,3.86,124.1,10922.2,1.0922
016465,兴证全球合瑞混合C,125765.84,东山精密,3.58,141.64,10127.4,1.0127
016465,兴证全球合瑞混合C,125765.84,继峰股份,3.55,757.36,10050.14,1.005
016465,兴证全球合瑞混合C,125765.84,立讯精密,3.54,154.55,9997.67,0.9998
016465,兴证全球合瑞混合C,125765.84,科博达,3.45,93.19,9745.47,0.9745
015039,长信金利趋势混合C,125217.19,宁德时代,3.99,55.0,22110.0,2.211
015039,长信金利趋势混合C,125217.19,长川科技,3.05,170.0,16935.4,1.6935
015039,长信金利趋势混合C,125217.19,水晶光电,2.38,500.0,13220.0,1.322
015039,长信金利趋势混合C,125217.19,中国人寿,2.18,305.0,12090.2,1.209
015039,长信金利趋势混合C,125217.19,中芯国际,2.02,80.0,11210.4,1.121
015039,长信金利趋势混合C,125217.19,双良节能,1.91,1750.0,10587.5,1.0588
015039,长信金利趋势混合C,125217.19,中际旭创,1.89,26.0,10495.68,1.0496
015039,长信金利趋势混合C,125217.19,中天科技,1.77,520.0,9838.4,0.9838
015039,长信金利趋势混合C,125217.19,以岭药业,1.7,595.0,9454.61,0.9455
015039,长信金利趋势混合C,125217.19,寒武纪,1.67,7.0,9275.0,0.9275
010655,天弘医药创新C,124440.4,药明合联,9.85,246.1,17592.79,1.7593
010655,天弘医药创新C,124440.4,药明生物,8.84,422.22,15796.97,1.5797
010655,天弘医药创新C,124440.4,博腾股份,8.57,593.96,15306.45,1.5306
010655,天弘医药创新C,124440.4,科伦博泰生物-B,8.5,32.36,15185.63,1.5186
010655,天弘医药创新C,124440.4,药明康德,6.94,110.64,12395.13,1.2395
010655,天弘医药创新C,124440.4,信达生物,6.76,137.1,12066.35,1.2066
010655,天弘医药创新C,124440.4,凯莱英,5.75,90.28,10264.8,1.0265
010655,天弘医药创新C,124440.4,康龙化成,5.61,280.2,10017.06,1.0017
010655,天弘医药创新C,124440.4,泰格医药,4.57,140.78,8165.37,0.8165
010655,天弘医药创新C,124440.4,百济神州,4.28,24.93,7649.85,0.765
011452,华泰柏瑞质量成长C,119453.02,新易盛,10.24,49.27,18020.98,1.8021
011452,华泰柏瑞质量成长C,119453.02,中际旭创,10.1,44.06,17787.35,1.7787
011452,华泰柏瑞质量成长C,119453.02,天孚通信,7.89,82.79,13892.83,1.3893
011452,华泰柏瑞质量成长C,119453.02,工业富联,7.17,191.13,12616.49,1.2616
011452,华泰柏瑞质量成长C,119453.02,长飞光纤光缆,6.54,266.35,11506.91,1.1507
011452,华泰柏瑞质量成长C,119453.02,仕佳光子,5.87,144.99,10337.91,1.0338
011452,华泰柏瑞质量成长C,119453.02,胜宏科技,5.61,34.59,9875.45,0.9875
011452,华泰柏瑞质量成长C,119453.02,深南电路,5.41,43.94,9519.16,0.9519
011452,华泰柏瑞质量成长C,119453.02,源杰科技,5.19,21.31,9142.76,0.9143
011452,华泰柏瑞质量成长C,119453.02,东山精密,3.84,94.45,6753.18,0.6753
002036,安信优势增长混合C,118887.92,贵州茅台,9.26,13.6,19638.26,1.9638
002036,安信优势增长混合C,118887.92,宁德时代,7.92,41.8,16803.6,1.6804
002036,安信优势增长混合C,118887.92,紫金矿业,7.5,539.99,15897.45,1.5897
002036,安信优势增长混合C,118887.92,五粮液,5.33,93.0,11297.64,1.1298
002036,安信优势增长混合C,118887.92,药明康德,5.12,97.0,10866.91,1.0867
002036,安信优势增长混合C,118887.92,ST华通,5.04,515.92,10684.7,1.0685
002036,安信优势增长混合C,118887.92,山西汾酒,5.03,55.0,10670.55,1.0671
002036,安信优势增长混合C,118887.92,迈瑞医疗,4.52,39.0,9581.91,0.9582
002036,安信优势增长混合C,118887.92,洛阳钼业,3.55,480.0,7536.0,0.7536
002036,安信优势增长混合C,118887.92,益方生物,2.79,190.0,5910.9,0.5911
014985,华安创业板50指数C,115977.29,宁德时代,22.89,101.24,40696.71,4.0697
014985,华安创业板50指数C,115977.29,中际旭创,7.72,33.99,13722.01,1.3722
014985,华安创业板50指数C,115977.29,东方财富,7.51,492.21,13348.74,1.3349
014985,华安创业板50指数C,115977.29,新易盛,7.12,34.62,12663.4,1.2663
014985,华安创业板50指数C,115977.29,阳光电源,5.24,57.53,9318.14,0.9318
014985,华安创业板50指数C,115977.29,胜宏科技,3.86,24.05,6866.28,0.6866
014985,华安创业板50指数C,115977.29,汇川技术,3.68,78.18,6552.68,0.6553
014985,华安创业板50指数C,115977.29,迈瑞医疗,2.98,21.59,5303.93,0.5304
014985,华安创业板50指数C,115977.29,亿纬锂能,2.54,49.63,4516.74,0.4517
014985,华安创业板50指数C,115977.29,同花顺,1.68,8.04,2988.66,0.2989
014243,富国新材料新能源混合C,110740.42,拓普集团,8.61,205.09,16610.4,1.661
014243,富国新材料新能源混合C,110740.42,新易盛,8.22,43.33,15848.81,1.5849
014243,富国新材料新能源混合C,110740.42,三花智控,7.72,307.47,14890.76,1.4891
014243,富国新材料新能源混合C,110740.42,中际旭创,7.05,33.66,13587.87,1.3588
014243,富国新材料新能源混合C,110740.42,北特科技,6.58,230.14,12687.62,1.2688
014243,富国新材料新能源混合C,110740.42,峰岹科技,6.37,50.48,12278.09,1.2278
014243,富国新材料新能源混合C,110740.42,浙江荣泰,4.32,73.93,8323.07,0.8323
014243,富国新材料新能源混合C,110740.42,寒武纪,3.04,4.42,5853.19,0.5853
014243,富国新材料新能源混合C,110740.42,美湖股份,2.87,124.35,5536.25,0.5536
014243,富国新材料新能源混合C,110740.42,隆盛科技,2.66,81.39,5124.36,0.5124
010865,泓德卓远混合C,108586.87,万华化学,4.98,232.52,15481.31,1.5481
010865,泓德卓远混合C,108586.87,腾讯控股,3.98,20.42,12360.43,1.236
010865,泓德卓远混合C,108586.87,长川科技,3.53,110.2,10978.11,1.0978
010865,泓德卓远混合C,108586.87,中微公司,3.41,35.47,10605.5,1.0606
010865,泓德卓远混合C,108586.87,北方华创,3.34,22.96,10387.32,1.0387
010865,泓德卓远混合C,108586.87,亿纬锂能,3.26,111.1,10110.1,1.011
010865,泓德卓远混合C,108586.87,中熔电气,3.22,81.72,10011.2,1.0011
010865,泓德卓远混合C,108586.87,电连技术,3.2,174.45,9943.38,0.9943
010865,泓德卓远混合C,108586.87,尚太科技,3.02,112.15,9388.08,0.9388
010865,泓德卓远混合C,108586.87,阿里巴巴-W,3.0,57.68,9321.44,0.9321
013466,博时智选量化多因子股票C,105034.79,澜起科技,8.14,140.19,21700.75,2.1701
013466,博时智选量化多因子股票C,105034.79,宁德时代,7.79,51.69,20777.77,2.0778
013466,博时智选量化多因子股票C,105034.79,乐鑫科技,7.41,91.1,19755.6,1.9756
013466,博时智选量化多因子股票C,105034.79,翱捷科技,5.51,132.88,14682.71,1.4683
013466,博时智选量化多因子股票C,105034.79,中国平安,1.99,96.48,5317.01,0.5317
013466,博时智选量化多因子股票C,105034.79,分众传媒,1.95,644.43,5194.12,0.5194
013466,博时智选量化多因子股票C,105034.79,巨人网络,1.82,107.57,4860.01,0.486
013466,博时智选量化多因子股票C,105034.79,绿联科技,1.66,69.21,4427.76,0.4428
013466,博时智选量化多因子股票C,105034.79,恺英网络,1.6,151.69,4259.46,0.4259
013466,博时智选量化多因子股票C,105034.79,中信证券,1.52,135.77,4059.6,0.406
011237,摩根行业睿选股票C,104914.32,立讯精密,9.28,375.78,24309.36,2.4309
011237,摩根行业睿选股票C,104914.32,亿纬锂能,6.88,198.04,18021.41,1.8021
011237,摩根行业睿选股票C,104914.32,宁德时代,6.21,40.47,16270.79,1.6271
011237,摩根行业睿选股票C,104914.32,东山精密,3.93,144.05,10299.64,1.03
011237,摩根行业睿选股票C,104914.32,徐工机械,3.11,708.73,8150.35,0.815
011237,摩根行业睿选股票C,104914.32,恩捷股份,2.89,162.16,7572.87,0.7573
011237,摩根行业睿选股票C,104914.32,胜宏科技,2.23,20.46,5840.22,0.584
011237,摩根行业睿选股票C,104914.32,牧原股份,2.07,102.25,5419.25,0.5419
011237,摩根行业睿选股票C,104914.32,招商银行,2.07,133.97,5413.73,0.5414
011237,摩根行业睿选股票C,104914.32,中信证券,1.38,120.96,3616.7,0.3617
011068,华宝资源优选混合C,103151.64,洛阳钼业,9.98,1057.0,16594.9,1.6595
011068,华宝资源优选混合C,103151.64,紫金矿业,9.77,552.0,16250.88,1.6251
011068,华宝资源优选混合C,103151.64,赤峰黄金,6.9,388.0,11477.04,1.1477
011068,华宝资源优选混合C,103151.64,中矿资源,6.67,224.0,11088.0,1.1088
011068,华宝资源优选混合C,103151.64,藏格矿业,6.45,184.0,10732.72,1.0733
011068,华宝资源优选混合C,103151.64,华友钴业,5.55,140.0,9226.0,0.9226
011068,华宝资源优选混合C,103151.64,金诚信,5.2,124.0,8647.76,0.8648
011068,华宝资源优选混合C,103151.64,中国神华,3.96,171.0,6583.5,0.6584
011068,华宝资源优选混合C,103151.64,山金国际,3.79,276.0,6301.08,0.6301
011068,华宝资源优选混合C,103151.64,铜陵有色,3.76,1166.0,6249.76,0.625
012651,博时半导体主题混合C,102281.81,海光信息,8.41,55.05,13904.77,1.3905
012651,博时半导体主题混合C,102281.81,寒武纪,7.39,9.22,12217.96,1.2218
012651,博时半导体主题混合C,102281.81,华虹半导体,7.31,165.5,12087.86,1.2088
012651,博时半导体主题混合C,102281.81,兆易创新,7.1,55.07,11746.92,1.1747
012651,博时半导体主题混合C,102281.81,中芯国际,6.22,141.55,10280.43,1.028
012651,博时半导体主题混合C,102281.81,华工科技,5.72,102.26,9457.0,0.9457
012651,博时半导体主题混合C,102281.81,豪威集团,5.7,62.37,9428.47,0.9428
012651,博时半导体主题混合C,102281.81,北方华创,5.54,20.26,9163.32,0.9163
012651,博时半导体主题混合C,102281.81,澜起科技,4.86,51.91,8035.17,0.8035
012651,博时半导体主题混合C,102281.81,中芯国际,3.6,42.53,5959.91,0.596
011145,华安汇宏精选混合C,100760.09,工业富联,7.56,234.28,15464.59,1.5465
011145,华安汇宏精选混合C,100760.09,阿里巴巴-W,6.66,84.32,13625.9,1.3626
011145,华安汇宏精选混合C,100760.09,中际旭创,6.19,31.37,12663.44,1.2663
011145,华安汇宏精选混合C,100760.09,隆盛科技,5.57,180.8,11383.19,1.1383
011145,华安汇宏精选混合C,100760.09,阳光电源,4.48,56.56,9160.94,0.9161
011145,华安汇宏精选混合C,100760.09,德明利,4.19,41.91,8578.56,0.8579
011145,华安汇宏精选混合C,100760.09,江波龙,3.91,44.96,8004.23,0.8004
011145,华安汇宏精选混合C,100760.09,阿特斯,3.84,584.58,7856.8,0.7857
011145,华安汇宏精选混合C,100760.09,科达利,3.43,35.88,7021.72,0.7022
011145,华安汇宏精选混合C,100760.09,深南电路,3.42,32.32,7000.72,0.7001
014130,融通中证云计算与大数据主题指数(LOF...,98076.23,中际旭创,12.15,51.74,20884.43,2.0884
014130,融通中证云计算与大数据主题指数(LOF...,98076.23,新易盛,11.81,55.53,20309.78,2.031
014130,融通中证云计算与大数据主题指数(LOF...,98076.23,科大讯飞,7.08,217.24,12176.1,1.2176
014130,融通中证云计算与大数据主题指数(LOF...,98076.23,中科曙光,6.27,90.41,10781.77,1.0782
014130,融通中证云计算与大数据主题指数(LOF...,98076.23,浪潮信息,4.36,100.81,7502.5,0.7502
014130,融通中证云计算与大数据主题指数(LOF...,98076.23,金山办公,4.18,22.7,7183.51,0.7184
014130,融通中证云计算与大数据主题指数(LOF...,98076.23,紫光股份,3.43,195.66,5904.89,0.5905
014130,融通中证云计算与大数据主题指数(LOF...,98076.23,恒生电子,2.96,147.68,5097.78,0.5098
014130,融通中证云计算与大数据主题指数(LOF...,98076.23,润和软件,2.73,77.55,4699.53,0.47
014130,融通中证云计算与大数据主题指数(LOF...,98076.23,拓维信息,2.06,97.84,3535.94,0.3536
011306,富国低碳新经济混合C,96582.93,东阳光,8.54,735.64,17125.7,1.7126
011306,富国低碳新经济混合C,96582.93,新易盛,6.62,36.27,13267.94,1.3268
011306,富国低碳新经济混合C,96582.93,联创光电,5.73,186.56,11493.96,1.1494
011306,富国低碳新经济混合C,96582.93,科华数据,4.74,132.87,9500.35,0.95
011306,富国低碳新经济混合C,96582.93,衢州发展,4.23,1875.31,8476.4,0.8476
011306,富国低碳新经济混合C,96582.93,深南电路,4.21,38.92,8431.2,0.8431
011306,富国低碳新经济混合C,96582.93,沪电股份,3.8,103.77,7623.69,0.7624
011306,富国低碳新经济混合C,96582.93,纳科诺尔,3.77,117.84,7553.46,0.7553
011306,富国低碳新经济混合C,96582.93,科达利,3.31,33.91,6636.19,0.6636
011306,富国低碳新经济混合C,96582.93,爱科赛博,3.23,164.82,6474.04,0.6474
007950,招商量化精选股票C,95366.73,横店东磁,2.01,623.85,12782.75,1.2783
007950,招商量化精选股票C,95366.73,安徽合力,1.94,561.05,12303.85,1.2304
007950,招商量化精选股票C,95366.73,移远通信,1.57,95.03,9989.96,0.999
007950,招商量化精选股票C,95366.73,海利得,1.57,1631.33,9951.11,0.9951
007950,招商量化精选股票C,95366.73,紫光股份,1.45,304.81,9199.17,0.9199
007950,招商量化精选股票C,95366.73,喜临门,1.42,509.63,8979.68,0.898
007950,招商量化精选股票C,95366.73,海能实业,1.34,610.1,8510.95,0.8511
007950,招商量化精选股票C,95366.73,华勤技术,1.31,78.83,8305.95,0.8306
007950,招商量化精选股票C,95366.73,爱玛科技,1.21,221.26,7682.2,0.7682
007950,招商量化精选股票C,95366.73,国电南自,1.21,748.89,7661.11,0.7661
015144,中欧智能制造混合C,89667.36,恒玄科技,9.9,51.92,15445.07,1.5445
015144,中欧智能制造混合C,89667.36,中芯国际,9.21,197.85,14369.85,1.437
015144,中欧智能制造混合C,89667.36,澜起科技,6.82,68.71,10636.59,1.0637
015144,中欧智能制造混合C,89667.36,理想汽车-W,6.07,102.18,9459.82,0.946
015144,中欧智能制造混合C,89667.36,阿里巴巴-W,5.52,53.24,8603.58,0.8604
015144,中欧智能制造混合C,89667.36,腾讯控股,4.85,12.49,7560.32,0.756
015144,中欧智能制造混合C,89667.36,九方智投控股,4.25,97.35,6630.51,0.6631
015144,中欧智能制造混合C,89667.36,翱捷科技,4.04,57.04,6302.8,0.6303
015144,中欧智能制造混合C,89667.36,药康生物,3.67,316.91,5723.33,0.5723
015144,中欧智能制造混合C,89667.36,晶晨股份,3.16,44.39,4935.49,0.4935
016068,鹏华新能源汽车混合C,88347.26,拓普集团,5.26,158.37,12826.78,1.2827
016068,鹏华新能源汽车混合C,88347.26,亿纬锂能,4.33,115.88,10545.35,1.0545
016068,鹏华新能源汽车混合C,88347.26,华友钴业,4.23,156.47,10311.66,1.0312
016068,鹏华新能源汽车混合C,88347.26,三花智控,3.95,199.05,9639.99,0.964
016068,鹏华新能源汽车混合C,88347.26,天赐材料,3.59,229.3,8752.54,0.8753
016068,鹏华新能源汽车混合C,88347.26,中创新航,3.43,257.97,8351.59,0.8352
016068,鹏华新能源汽车混合C,88347.26,兆丰股份,3.16,74.37,7705.15,0.7705
016068,鹏华新能源汽车混合C,88347.26,赣锋锂业,2.78,111.47,6786.42,0.6786
016068,鹏华新能源汽车混合C,88347.26,湖南裕能,2.75,111.13,6714.52,0.6715
016068,鹏华新能源汽车混合C,88347.26,富临精工,2.75,302.13,6713.26,0.6713
010372,大成成长进取混合C,84586.75,中芯国际,7.86,198.35,14405.68,1.4406
010372,大成成长进取混合C,84586.75,中微公司,6.36,38.98,11653.82,1.1654
010372,大成成长进取混合C,84586.75,华虹半导体,5.97,149.7,10933.85,1.0934
010372,大成成长进取混合C,84586.75,阿里巴巴-W,5.1,57.85,9348.41,0.9348
010372,大成成长进取混合C,84586.75,中际旭创,4.47,20.27,8184.21,0.8184
010372,大成成长进取混合C,84586.75,源杰科技,3.75,16.0,6863.4,0.6863
010372,大成成长进取混合C,84586.75,德明利,3.29,29.44,6025.66,0.6026
010372,大成成长进取混合C,84586.75,深南电路,3.15,26.68,5780.82,0.5781
010372,大成成长进取混合C,84586.75,东威科技,3.12,145.66,5717.31,0.5717
010372,大成成长进取混合C,84586.75,骄成超声,3.1,59.06,5673.59,0.5674
010791,海富通均衡甄选混合C,84577.45,新易盛,9.38,51.94,18998.09,1.8998
010791,海富通均衡甄选混合C,84577.45,紫金矿业,4.85,333.83,9828.05,0.9828
010791,海富通均衡甄选混合C,84577.45,宁德时代,4.5,22.68,9117.36,0.9117
010791,海富通均衡甄选混合C,84577.45,中际旭创,4.18,20.95,8457.1,0.8457
010791,海富通均衡甄选混合C,84577.45,工业富联,3.75,115.0,7591.15,0.7591
010791,海富通均衡甄选混合C,84577.45,沪电股份,3.74,103.14,7577.7,0.7578
010791,海富通均衡甄选混合C,84577.45,天孚通信,3.44,41.46,6956.99,0.6957
010791,海富通均衡甄选混合C,84577.45,建发股份,2.95,581.58,5967.05,0.5967
010791,海富通均衡甄选混合C,84577.45,盛屯矿业,2.66,521.63,5383.22,0.5383
010791,海富通均衡甄选混合C,84577.45,洛阳钼业,2.32,299.41,4700.74,0.4701
008989,大成科技创新混合C,81606.83,新易盛,9.59,31.72,11602.22,1.1602
008989,大成科技创新混合C,81606.83,中际旭创,8.95,26.82,10826.7,1.0827
008989,大成科技创新混合C,81606.83,工业富联,7.79,142.78,9424.91,0.9425
008989,大成科技创新混合C,81606.83,沪电股份,7.11,117.02,8597.46,0.8597
008989,大成科技创新混合C,81606.83,ST华通,6.88,401.95,8324.47,0.8324
008989,大成科技创新混合C,81606.83,阿里巴巴-W,6.22,46.58,7527.21,0.7527
008989,大成科技创新混合C,81606.83,深南电路,6.03,33.7,7300.01,0.73
008989,大成科技创新混合C,81606.83,生益科技,5.14,115.0,6212.3,0.6212
008989,大成科技创新混合C,81606.83,泡泡玛特,5.07,25.2,6138.29,0.6138
008989,大成科技创新混合C,81606.83,立讯精密,4.67,87.39,5653.26,0.5653
002052,诺安稳健回报混合C,81555.13,灿芯股份,9.02,127.64,13004.1,1.3004
002052,诺安稳健回报混合C,81555.13,芯原股份,7.19,58.69,10367.24,1.0367
002052,诺安稳健回报混合C,81555.13,杰华特,6.73,167.01,9695.09,0.9695
002052,诺安稳健回报混合C,81555.13,寒武纪,6.33,6.89,9125.54,0.9126
002052,诺安稳健回报混合C,81555.13,中芯国际,5.02,51.66,7238.75,0.7239
002052,诺安稳健回报混合C,81555.13,东土科技,4.9,273.18,7064.43,0.7064
002052,诺安稳健回报混合C,81555.13,星环科技,4.51,108.08,6502.16,0.6502
002052,诺安稳健回报混合C,81555.13,聚辰股份,4.37,38.76,6296.88,0.6297
002052,诺安稳健回报混合C,81555.13,富临精工,4.26,276.26,6138.59,0.6139
002052,诺安稳健回报混合C,81555.13,乐鑫科技,4.25,28.23,6122.35,0.6122
015389,宝盈转型动力混合C,81427.63,新易盛,7.95,32.47,11876.04,1.1876
015389,宝盈转型动力混合C,81427.63,中际旭创,7.64,28.28,11416.07,1.1416
015389,宝盈转型动力混合C,81427.63,胜宏科技,7.35,38.49,10988.9,1.0989
015389,宝盈转型动力混合C,81427.63,天孚通信,5.63,50.12,8410.74,0.8411
015389,宝盈转型动力混合C,81427.63,隆盛科技,4.97,117.89,7422.35,0.7422
015389,宝盈转型动力混合C,81427.63,立讯精密,4.63,107.07,6926.36,0.6926
015389,宝盈转型动力混合C,81427.63,震裕科技,4.46,35.43,6667.29,0.6667
015389,宝盈转型动力混合C,81427.63,蓝思科技,3.99,178.02,5960.11,0.596
015389,宝盈转型动力混合C,81427.63,巨人网络,3.96,130.97,5917.22,0.5917
015389,宝盈转型动力混合C,81427.63,工业富联,3.91,88.51,5842.55,0.5843
008981,中邮科技创新精选混合C,79498.3,兆易创新,9.58,50.0,10665.0,1.0665
008981,中邮科技创新精选混合C,79498.3,立讯精密,8.71,150.0,9703.5,0.9704
008981,中邮科技创新精选混合C,79498.3,歌尔股份,8.42,250.0,9375.0,0.9375
008981,中邮科技创新精选混合C,79498.3,瑞芯微,7.7,38.0,8570.9,0.8571
008981,中邮科技创新精选混合C,79498.3,华勤技术,7.57,80.0,8428.8,0.8429
008981,中邮科技创新精选混合C,79498.3,安克创新,6.56,60.0,7303.8,0.7304
008981,中邮科技创新精选混合C,79498.3,恒玄科技,6.41,24.0,7140.0,0.714
008981,中邮科技创新精选混合C,79498.3,南芯科技,6.02,130.0,6706.7,0.6707
008981,中邮科技创新精选混合C,79498.3,纳芯微,5.39,30.0,5999.4,0.5999
008981,中邮科技创新精选混合C,79498.3,中芯国际,5.03,40.0,5605.2,0.5605
005963,宝盈人工智能股票C,78539.82,海光信息,9.06,49.41,12481.09,1.2481
005963,宝盈人工智能股票C,78539.82,华虹半导体,7.05,133.04,9716.71,0.9717
005963,宝盈人工智能股票C,78539.82,兆易创新,6.5,41.97,8952.2,0.8952
005963,宝盈人工智能股票C,78539.82,快手-W,6.04,107.67,8316.44,0.8316
005963,宝盈人工智能股票C,78539.82,澜起科技,5.9,52.56,8136.18,0.8136
005963,宝盈人工智能股票C,78539.82,沪电股份,5.3,99.37,7301.01,0.7301
005963,宝盈人工智能股票C,78539.82,腾讯控股,4.61,10.5,6357.1,0.6357
005963,宝盈人工智能股票C,78539.82,生益科技,4.22,107.54,5809.31,0.5809
005963,宝盈人工智能股票C,78539.82,芯源微,4.18,38.7,5765.78,0.5766
005963,宝盈人工智能股票C,78539.82,中际旭创,4.14,14.13,5704.0,0.5704
012125,博道盛彦混合C,76106.28,兆易创新,9.62,73.1,15592.06,1.5592
012125,博道盛彦混合C,76106.28,腾讯控股,8.51,22.79,13794.92,1.3795
012125,博道盛彦混合C,76106.28,金斯瑞生物科技,6.33,672.6,10267.26,1.0267
012125,博道盛彦混合C,76106.28,兴业银锡,4.71,232.25,7638.7,0.7639
012125,博道盛彦混合C,76106.28,华虹半导体,3.89,86.4,6310.52,0.6311
012125,博道盛彦混合C,76106.28,三环集团,3.37,117.99,5466.48,0.5466
012125,博道盛彦混合C,76106.28,三美股份,2.97,81.95,4820.3,0.482
012125,博道盛彦混合C,76106.28,百济神州,2.93,25.34,4747.28,0.4747
012125,博道盛彦混合C,76106.28,阿里巴巴-W,2.32,23.25,3757.14,0.3757
012125,博道盛彦混合C,76106.28,圣农发展,2.29,205.86,3711.62,0.3712
008187,淳厚信睿混合C,75108.29,宁德时代,6.92,39.61,15924.59,1.5925
008187,淳厚信睿混合C,75108.29,杰普特,3.61,58.77,8308.8,0.8309
008187,淳厚信睿混合C,75108.29,冰轮环境,3.45,587.48,7930.96,0.7931
008187,淳厚信睿混合C,75108.29,新易盛,3.37,21.22,7761.64,0.7762
008187,淳厚信睿混合C,75108.29,快手-W,2.76,82.3,6356.7,0.6357
008187,淳厚信睿混合C,75108.29,工业富联,2.73,95.1,6277.55,0.6278
008187,淳厚信睿混合C,75108.29,腾讯控股,2.63,10.0,6053.06,0.6053
008187,淳厚信睿混合C,75108.29,信达生物,2.51,65.5,5764.74,0.5765
008187,淳厚信睿混合C,75108.29,三生制药,2.44,204.65,5605.24,0.5605
008187,淳厚信睿混合C,75108.29,英科医疗,2.23,139.49,5125.01,0.5125
015642,银华数字经济股票发起式C,74717.99,歌尔股份,5.84,247.15,9268.05,0.9268
015642,银华数字经济股票发起式C,74717.99,申通快递,5.6,496.51,8887.53,0.8888
015642,银华数字经济股票发起式C,74717.99,九方智投控股,5.49,128.05,8721.27,0.8721
015642,银华数字经济股票发起式C,74717.99,龙旗科技,5.24,173.3,8318.19,0.8318
015642,银华数字经济股票发起式C,74717.99,圆通速递,5.14,444.63,8158.95,0.8159
015642,银华数字经济股票发起式C,74717.99,京仪装备,4.7,74.07,7467.57,0.7468
015642,银华数字经济股票发起式C,74717.99,开普云,4.43,34.33,7038.18,0.7038
015642,银华数字经济股票发起式C,74717.99,合锻智能,4.06,328.09,6446.97,0.6447
015642,银华数字经济股票发起式C,74717.99,灿芯股份,3.4,53.01,5401.0,0.5401
015642,银华数字经济股票发起式C,74717.99,晶合集成,3.15,143.77,5010.28,0.501
006503,财通集成电路产业股票C,74239.81,工业富联,10.04,132.4,8739.66,0.874
006503,财通集成电路产业股票C,74239.81,生益科技,10.02,161.38,8717.8,0.8718
006503,财通集成电路产业股票C,74239.81,生益电子,9.75,108.1,8485.48,0.8485
006503,财通集成电路产业股票C,74239.81,中际旭创,9.37,20.2,8155.67,0.8156
006503,财通集成电路产业股票C,74239.81,深南电路,8.25,33.16,7183.78,0.7184
006503,财通集成电路产业股票C,74239.81,沪电股份,8.05,95.35,7005.44,0.7005
006503,财通集成电路产业股票C,74239.81,中材科技,8.0,204.56,6959.13,0.6959
006503,财通集成电路产业股票C,74239.81,鼎泰高科,7.97,96.72,6933.86,0.6934
006503,财通集成电路产业股票C,74239.81,新易盛,7.94,18.9,6913.78,0.6914
006503,财通集成电路产业股票C,74239.81,东材科技,5.91,254.21,5145.21,0.5145
013642,博道成长智航股票C,72294.92,宁德时代,3.92,52.31,21029.26,2.1029
013642,博道成长智航股票C,72294.92,中兴通讯,1.36,159.77,7291.9,0.7292
013642,博道成长智航股票C,72294.92,汇川技术,1.24,79.21,6639.19,0.6639
013642,博道成长智航股票C,72294.92,海康威视,1.22,207.31,6534.5,0.6534
013642,博道成长智航股票C,72294.92,同花顺,1.03,14.85,5520.38,0.552
013642,博道成长智航股票C,72294.92,生益科技,1.0,98.97,5346.36,0.5346
