,基金简称,优仓数目_所属基金数,优仓数目_被持仓市值,平均占比,基金代码,日增长率,近1周,近1月,近3月,近半年,近1年,近2年,近3年,今年来,成立来
26964,简称缺失,3,3,0,011068,,,,,,,,,,
26995,简称缺失,3,3,0,008021,,,,,,,,,,
26994,简称缺失,3,3,0,008087,,,,,,,,,,
27024,简称缺失,3,3,0,004235,,,,,,,,,,
27023,简称缺失,3,3,0,004237,,,,,,,,,,
27022,简称缺失,3,3,0,004241,,,,,,,,,,
7436,简称缺失,3,3,0,009645,,,,,,,,,,
26989,简称缺失,3,3,0,008327,,,,,,,,,,
26988,简称缺失,3,3,0,008419,,,,,,,,,,
26987,简称缺失,3,3,0,008532,,,,,,,,,,
26986,简称缺失,3,3,0,008586,,,,,,,,,,
26985,简称缺失,3,3,0,008920,,,,,,,,,,
26984,简称缺失,3,3,0,008981,,,,,,,,,,
26983,简称缺失,3,3,0,008987,,,,,,,,,,
26982,简称缺失,3,3,0,008989,,,,,,,,,,
26981,简称缺失,3,3,0,009034,,,,,,,,,,
26980,简称缺失,3,3,0,009478,,,,,,,,,,
27011,简称缺失,3,3,0,005963,,,,,,,,,,
27010,简称缺失,3,3,0,006249,,,,,,,,,,
7439,简称缺失,3,3,0,021031,,,,,,,,,,
7438,简称缺失,3,3,0,020635,,,,,,,,,,
7437,简称缺失,3,3,0,018957,,,,,,,,,,
27005,简称缺失,3,3,0,007029,,,,,,,,,,
27004,简称缺失,3,3,0,007127,,,,,,,,,,
27003,简称缺失,3,3,0,007301,,,,,,,,,,
27002,简称缺失,3,3,0,007356,,,,,,,,,,
27001,简称缺失,3,3,0,007450,,,,,,,,,,
27000,简称缺失,3,3,0,007465,,,,,,,,,,
26999,简称缺失,3,3,0,007491,,,,,,,,,,
26998,简称缺失,3,3,0,007509,,,,,,,,,,
26997,简称缺失,3,3,0,007818,,,,,,,,,,
26996,简称缺失,3,3,0,007950,,,,,,,,,,
27027,简称缺失,3,3,0,003305,,,,,,,,,,
27026,简称缺失,3,3,0,003766,,,,,,,,,,
27025,简称缺失,3,3,0,004195,,,,,,,,,,
7455,简称缺失,3,3,0,016600,,,,,,,,,,
7454,简称缺失,3,3,0,016616,,,,,,,,,,
7453,简称缺失,3,3,0,017437,,,,,,,,,,
27021,简称缺失,3,3,0,004343,,,,,,,,,,
27020,简称缺失,3,3,0,004348,,,,,,,,,,
27019,简称缺失,3,3,0,004433,,,,,,,,,,
27018,简称缺失,3,3,0,004744,,,,,,,,,,
27017,简称缺失,3,3,0,004815,,,,,,,,,,
27016,简称缺失,3,3,0,005300,,,,,,,,,,
27015,简称缺失,3,3,0,005491,,,,,,,,,,
27014,简称缺失,3,3,0,005633,,,,,,,,,,
27013,简称缺失,3,3,0,005763,,,,,,,,,,
27012,简称缺失,3,3,0,005919,,,,,,,,,,
27039,简称缺失,3,3,0,001301,,,,,,,,,,
27038,简称缺失,3,3,0,001407,,,,,,,,,,
7452,简称缺失,3,3,0,017811,,,,,,,,,,
7451,简称缺失,3,3,0,018994,,,,,,,,,,
7450,简称缺失,3,3,0,019548,,,,,,,,,,
7449,简称缺失,3,3,0,160424,,,,,,,,,,
7448,简称缺失,3,3,0,519022,,,,,,,,,,
7447,简称缺失,3,3,0,008888,,,,,,,,,,
7446,简称缺失,3,3,0,021500,,,,,,,,,,
7445,简称缺失,3,3,0,015857,,,,,,,,,,
7444,简称缺失,3,3,0,015290,,,,,,,,,,
7443,简称缺失,3,3,0,020662,,,,,,,,,,
7442,简称缺失,3,3,0,015389,,,,,,,,,,
7441,简称缺失,3,3,0,019514,,,,,,,,,,
7440,简称缺失,3,3,0,020398,,,,,,,,,,
7471,简称缺失,3,3,0,015642,,,,,,,,,,
7470,简称缺失,3,3,0,015683,,,,,,,,,,
7469,简称缺失,3,3,0,015686,,,,,,,,,,
7468,简称缺失,3,3,0,015690,,,,,,,,,,
7467,简称缺失,3,3,0,015751,,,,,,,,,,
7466,简称缺失,3,3,0,015868,,,,,,,,,,
7465,简称缺失,3,3,0,015877,,,,,,,,,,
7464,简称缺失,3,3,0,015947,,,,,,,,,,
7463,简称缺失,3,3,0,015968,,,,,,,,,,
7462,简称缺失,3,3,0,015971,,,,,,,,,,
7461,简称缺失,3,3,0,016049,,,,,,,,,,
7460,简称缺失,3,3,0,016068,,,,,,,,,,
7459,简称缺失,3,3,0,016238,,,,,,,,,,
7458,简称缺失,3,3,0,016283,,,,,,,,,,
7457,简称缺失,3,3,0,016371,,,,,,,,,,
7456,简称缺失,3,3,0,016465,,,,,,,,,,
7487,简称缺失,3,3,0,014162,,,,,,,,,,
7486,简称缺失,3,3,0,014243,,,,,,,,,,
7485,简称缺失,3,3,0,014320,,,,,,,,,,
7484,简称缺失,3,3,0,014345,,,,,,,,,,
7483,简称缺失,3,3,0,014377,,,,,,,,,,
7482,简称缺失,3,3,0,014544,,,,,,,,,,
7481,简称缺失,3,3,0,014642,,,,,,,,,,
7480,简称缺失,3,3,0,014662,,,,,,,,,,
7479,简称缺失,3,3,0,014728,,,,,,,,,,
7478,简称缺失,3,3,0,014855,,,,,,,,,,
7477,简称缺失,3,3,0,014954,,,,,,,,,,
7476,简称缺失,3,3,0,014985,,,,,,,,,,
7475,简称缺失,3,3,0,015039,,,,,,,,,,
7474,简称缺失,3,3,0,015144,,,,,,,,,,
7473,简称缺失,3,3,0,015454,,,,,,,,,,
7472,简称缺失,3,3,0,015508,,,,,,,,,,
7503,简称缺失,3,3,0,012908,,,,,,,,,,
7502,简称缺失,3,3,0,012970,,,,,,,,,,
7501,简称缺失,3,3,0,013010,,,,,,,,,,
7500,简称缺失,3,3,0,013277,,,,,,,,,,
7499,简称缺失,3,3,0,013305,,,,,,,,,,
7498,简称缺失,3,3,0,013311,,,,,,,,,,
7497,简称缺失,3,3,0,013340,,,,,,,,,,
7496,简称缺失,3,3,0,013466,,,,,,,,,,
7495,简称缺失,3,3,0,013533,,,,,,,,,,
7494,简称缺失,3,3,0,013620,,,,,,,,,,
7493,简称缺失,3,3,0,013642,,,,,,,,,,
7492,简称缺失,3,3,0,013811,,,,,,,,,,
7491,简称缺失,3,3,0,013841,,,,,,,,,,
7490,简称缺失,3,3,0,014130,,,,,,,,,,
7489,简称缺失,3,3,0,014143,,,,,,,,,,
7488,简称缺失,3,3,0,014156,,,,,,,,,,
7519,简称缺失,3,3,0,011412,,,,,,,,,,
7518,简称缺失,3,3,0,011452,,,,,,,,,,
7517,简称缺失,3,3,0,011499,,,,,,,,,,
7516,简称缺失,3,3,0,011584,,,,,,,,,,
7515,简称缺失,3,3,0,011609,,,,,,,,,,
7514,简称缺失,3,3,0,011613,,,,,,,,,,
7513,简称缺失,3,3,0,011615,,,,,,,,,,
7512,简称缺失,3,3,0,011840,,,,,,,,,,
7511,简称缺失,3,3,0,011892,,,,,,,,,,
7510,简称缺失,3,3,0,012125,,,,,,,,,,
7509,简称缺失,3,3,0,012429,,,,,,,,,,
7508,简称缺失,3,3,0,012553,,,,,,,,,,
7507,简称缺失,3,3,0,012630,,,,,,,,,,
7506,简称缺失,3,3,0,012651,,,,,,,,,,
7505,简称缺失,3,3,0,012734,,,,,,,,,,
7504,简称缺失,3,3,0,012895,,,,,,,,,,
7535,简称缺失,3,3,0,010422,,,,,,,,,,
7534,简称缺失,3,3,0,010655,,,,,,,,,,
7533,简称缺失,3,3,0,010791,,,,,,,,,,
7532,简称缺失,3,3,0,010827,,,,,,,,,,
7531,简称缺失,3,3,0,010865,,,,,,,,,,
7530,简称缺失,3,3,0,011036,,,,,,,,,,
7529,简称缺失,3,3,0,011068,,,,,,,,,,
7528,简称缺失,3,3,0,011117,,,,,,,,,,
7527,简称缺失,3,3,0,011120,,,,,,,,,,
7526,简称缺失,3,3,0,011145,,,,,,,,,,
7525,简称缺失,3,3,0,011237,,,,,,,,,,
7524,简称缺失,3,3,0,011301,,,,,,,,,,
7523,简称缺失,3,3,0,011306,,,,,,,,,,
7522,简称缺失,3,3,0,011329,,,,,,,,,,
7521,简称缺失,3,3,0,011370,,,,,,,,,,
7520,简称缺失,3,3,0,011400,,,,,,,,,,
7551,简称缺失,3,3,0,008586,,,,,,,,,,
7550,简称缺失,3,3,0,008920,,,,,,,,,,
7549,简称缺失,3,3,0,008981,,,,,,,,,,
7548,简称缺失,3,3,0,008987,,,,,,,,,,
7547,简称缺失,3,3,0,008989,,,,,,,,,,
7546,简称缺失,3,3,0,009034,,,,,,,,,,
7545,简称缺失,3,3,0,009478,,,,,,,,,,
7544,简称缺失,3,3,0,009505,,,,,,,,,,
7543,简称缺失,3,3,0,009708,,,,,,,,,,
7542,简称缺失,3,3,0,009727,,,,,,,,,,
7541,简称缺失,3,3,0,009995,,,,,,,,,,
7540,简称缺失,3,3,0,010004,,,,,,,,,,
7539,简称缺失,3,3,0,010214,,,,,,,,,,
7538,简称缺失,3,3,0,010236,,,,,,,,,,
7537,简称缺失,3,3,0,010372,,,,,,,,,,
7536,简称缺失,3,3,0,010392,,,,,,,,,,
7567,简称缺失,3,3,0,007356,,,,,,,,,,
7566,简称缺失,3,3,0,007450,,,,,,,,,,
7565,简称缺失,3,3,0,007465,,,,,,,,,,
7564,简称缺失,3,3,0,007491,,,,,,,,,,
7563,简称缺失,3,3,0,007509,,,,,,,,,,
7562,简称缺失,3,3,0,007818,,,,,,,,,,
7561,简称缺失,3,3,0,007950,,,,,,,,,,
7560,简称缺失,3,3,0,008021,,,,,,,,,,
7559,简称缺失,3,3,0,008087,,,,,,,,,,
7558,简称缺失,3,3,0,008182,,,,,,,,,,
7557,简称缺失,3,3,0,008187,,,,,,,,,,
7556,简称缺失,3,3,0,008282,,,,,,,,,,
7555,简称缺失,3,3,0,008319,,,,,,,,,,
7554,简称缺失,3,3,0,008327,,,,,,,,,,
7553,简称缺失,3,3,0,008419,,,,,,,,,,
7552,简称缺失,3,3,0,008532,,,,,,,,,,
7583,简称缺失,3,3,0,004744,,,,,,,,,,
7582,简称缺失,3,3,0,004815,,,,,,,,,,
7581,简称缺失,3,3,0,005300,,,,,,,,,,
7580,简称缺失,3,3,0,005491,,,,,,,,,,
7579,简称缺失,3,3,0,005633,,,,,,,,,,
7578,简称缺失,3,3,0,005763,,,,,,,,,,
7577,简称缺失,3,3,0,005919,,,,,,,,,,
7576,简称缺失,3,3,0,005963,,,,,,,,,,
7575,简称缺失,3,3,0,006249,,,,,,,,,,
7574,简称缺失,3,3,0,006328,,,,,,,,,,
7573,简称缺失,3,3,0,006503,,,,,,,,,,
7572,简称缺失,3,3,0,006594,,,,,,,,,,
7571,简称缺失,3,3,0,006888,,,,,,,,,,
7570,简称缺失,3,3,0,007029,,,,,,,,,,
7569,简称缺失,3,3,0,007127,,,,,,,,,,
7568,简称缺失,3,3,0,007301,,,,,,,,,,
7599,简称缺失,3,3,0,001770,,,,,,,,,,
7598,简称缺失,3,3,0,002036,,,,,,,,,,
7597,简称缺失,3,3,0,002052,,,,,,,,,,
7596,简称缺失,3,3,0,002096,,,,,,,,,,
7603,简称缺失,3,3,0,001407,,,,,,,,,,
7602,简称缺失,3,3,0,001557,,,,,,,,,,
7601,简称缺失,3,3,0,001593,,,,,,,,,,
7600,简称缺失,3,3,0,001618,,,,,,,,,,
7595,简称缺失,3,3,0,002112,,,,,,,,,,
7594,简称缺失,3,3,0,002170,,,,,,,,,,
7593,简称缺失,3,3,0,002207,,,,,,,,,,
7592,简称缺失,3,3,0,003305,,,,,,,,,,
7591,简称缺失,3,3,0,003766,,,,,,,,,,
7590,简称缺失,3,3,0,004195,,,,,,,,,,
7589,简称缺失,3,3,0,004235,,,,,,,,,,
7588,简称缺失,3,3,0,004237,,,,,,,,,,
7587,简称缺失,3,3,0,004241,,,,,,,,,,
7586,简称缺失,3,3,0,004343,,,,,,,,,,
7585,简称缺失,3,3,0,004348,,,,,,,,,,
7584,简称缺失,3,3,0,004433,,,,,,,,,,
18777,简称缺失,3,1,1,016616,,,,,,,,,,
18776,简称缺失,3,1,1,017437,,,,,,,,,,
18775,简称缺失,3,1,1,017811,,,,,,,,,,
18767,简称缺失,3,1,1,015290,,,,,,,,,,
18766,简称缺失,3,1,1,020662,,,,,,,,,,
27037,简称缺失,3,3,0,001557,,,,,,,,,,
27036,简称缺失,3,3,0,001593,,,,,,,,,,
27035,简称缺失,3,3,0,001618,,,,,,,,,,
27034,简称缺失,3,3,0,001770,,,,,,,,,,
27033,简称缺失,3,3,0,002036,,,,,,,,,,
27032,简称缺失,3,3,0,002052,,,,,,,,,,
27031,简称缺失,3,3,0,002096,,,,,,,,,,
27030,简称缺失,3,3,0,002112,,,,,,,,,,
27029,简称缺失,3,3,0,002170,,,,,,,,,,
27028,简称缺失,3,3,0,002207,,,,,,,,,,
7604,简称缺失,3,3,0,001301,,,,,,,,,,
18793,简称缺失,3,1,1,015683,,,,,,,,,,
18792,简称缺失,3,1,1,015686,,,,,,,,,,
18791,简称缺失,3,1,1,015690,,,,,,,,,,
18765,简称缺失,3,1,1,015389,,,,,,,,,,
18764,简称缺失,3,1,1,019514,,,,,,,,,,
18763,简称缺失,3,1,1,020398,,,,,,,,,,
18762,简称缺失,3,1,1,021031,,,,,,,,,,
18761,简称缺失,3,1,1,020635,,,,,,,,,,
18760,简称缺失,3,1,1,018957,,,,,,,,,,
18759,简称缺失,3,1,1,009645,,,,,,,,,,
18783,简称缺失,3,1,1,016068,,,,,,,,,,
18782,简称缺失,3,1,1,016238,,,,,,,,,,
18781,简称缺失,3,1,1,016283,,,,,,,,,,
18780,简称缺失,3,1,1,016371,,,,,,,,,,
18779,简称缺失,3,1,1,016465,,,,,,,,,,
18778,简称缺失,3,1,1,016600,,,,,,,,,,
18809,简称缺失,3,1,1,014243,,,,,,,,,,
18808,简称缺失,3,1,1,014320,,,,,,,,,,
18807,简称缺失,3,1,1,014345,,,,,,,,,,
18774,简称缺失,3,1,1,018994,,,,,,,,,,
18773,简称缺失,3,1,1,019548,,,,,,,,,,
18772,简称缺失,3,1,1,160424,,,,,,,,,,
18771,简称缺失,3,1,1,519022,,,,,,,,,,
18770,简称缺失,3,1,1,008888,,,,,,,,,,
18769,简称缺失,3,1,1,021500,,,,,,,,,,
18768,简称缺失,3,1,1,015857,,,,,,,,,,
18799,简称缺失,3,1,1,014985,,,,,,,,,,
18798,简称缺失,3,1,1,015039,,,,,,,,,,
18797,简称缺失,3,1,1,015144,,,,,,,,,,
18796,简称缺失,3,1,1,015454,,,,,,,,,,
18795,简称缺失,3,1,1,015508,,,,,,,,,,
18794,简称缺失,3,1,1,015642,,,,,,,,,,
18825,简称缺失,3,1,1,012970,,,,,,,,,,
18824,简称缺失,3,1,1,013010,,,,,,,,,,
18823,简称缺失,3,1,1,013277,,,,,,,,,,
18790,简称缺失,3,1,1,015751,,,,,,,,,,
18789,简称缺失,3,1,1,015868,,,,,,,,,,
18788,简称缺失,3,1,1,015877,,,,,,,,,,
18787,简称缺失,3,1,1,015947,,,,,,,,,,
18786,简称缺失,3,1,1,015968,,,,,,,,,,
18785,简称缺失,3,1,1,015971,,,,,,,,,,
18784,简称缺失,3,1,1,016049,,,,,,,,,,
18815,简称缺失,3,1,1,013811,,,,,,,,,,
18814,简称缺失,3,1,1,013841,,,,,,,,,,
18813,简称缺失,3,1,1,014130,,,,,,,,,,
18812,简称缺失,3,1,1,014143,,,,,,,,,,
18811,简称缺失,3,1,1,014156,,,,,,,,,,
18810,简称缺失,3,1,1,014162,,,,,,,,,,
18841,简称缺失,3,1,1,011452,,,,,,,,,,
18840,简称缺失,3,1,1,011499,,,,,,,,,,
18839,简称缺失,3,1,1,011584,,,,,,,,,,
18806,简称缺失,3,1,1,014377,,,,,,,,,,
18805,简称缺失,3,1,1,014544,,,,,,,,,,
18804,简称缺失,3,1,1,014642,,,,,,,,,,
18803,简称缺失,3,1,1,014662,,,,,,,,,,
18802,简称缺失,3,1,1,014728,,,,,,,,,,
18801,简称缺失,3,1,1,014855,,,,,,,,,,
18800,简称缺失,3,1,1,014954,,,,,,,,,,
18831,简称缺失,3,1,1,012553,,,,,,,,,,
18830,简称缺失,3,1,1,012630,,,,,,,,,,
18829,简称缺失,3,1,1,012651,,,,,,,,,,
18828,简称缺失,3,1,1,012734,,,,,,,,,,
18827,简称缺失,3,1,1,012895,,,,,,,,,,
18826,简称缺失,3,1,1,012908,,,,,,,,,,
18857,简称缺失,3,1,1,010655,,,,,,,,,,
18856,简称缺失,3,1,1,010791,,,,,,,,,,
18855,简称缺失,3,1,1,010827,,,,,,,,,,
18822,简称缺失,3,1,1,013305,,,,,,,,,,
18821,简称缺失,3,1,1,013311,,,,,,,,,,
18820,简称缺失,3,1,1,013340,,,,,,,,,,
18819,简称缺失,3,1,1,013466,,,,,,,,,,
18818,简称缺失,3,1,1,013533,,,,,,,,,,
18817,简称缺失,3,1,1,013620,,,,,,,,,,
18816,简称缺失,3,1,1,013642,,,,,,,,,,
18847,简称缺失,3,1,1,011301,,,,,,,,,,
18846,简称缺失,3,1,1,011306,,,,,,,,,,
18845,简称缺失,3,1,1,011329,,,,,,,,,,
18844,简称缺失,3,1,1,011370,,,,,,,,,,
18843,简称缺失,3,1,1,011400,,,,,,,,,,
18842,简称缺失,3,1,1,011412,,,,,,,,,,
18873,简称缺失,3,1,1,008920,,,,,,,,,,
18872,简称缺失,3,1,1,008981,,,,,,,,,,
18871,简称缺失,3,1,1,008987,,,,,,,,,,
18838,简称缺失,3,1,1,011609,,,,,,,,,,
18837,简称缺失,3,1,1,011613,,,,,,,,,,
18836,简称缺失,3,1,1,011615,,,,,,,,,,
18835,简称缺失,3,1,1,011840,,,,,,,,,,
18834,简称缺失,3,1,1,011892,,,,,,,,,,
18833,简称缺失,3,1,1,012125,,,,,,,,,,
18832,简称缺失,3,1,1,012429,,,,,,,,,,
18863,简称缺失,3,1,1,010004,,,,,,,,,,
18862,简称缺失,3,1,1,010214,,,,,,,,,,
18861,简称缺失,3,1,1,010236,,,,,,,,,,
18860,简称缺失,3,1,1,010372,,,,,,,,,,
18859,简称缺失,3,1,1,010392,,,,,,,,,,
18858,简称缺失,3,1,1,010422,,,,,,,,,,
18889,简称缺失,3,1,1,007450,,,,,,,,,,
18888,简称缺失,3,1,1,007465,,,,,,,,,,
18887,简称缺失,3,1,1,007491,,,,,,,,,,
18854,简称缺失,3,1,1,010865,,,,,,,,,,
18853,简称缺失,3,1,1,011036,,,,,,,,,,
18852,简称缺失,3,1,1,011068,,,,,,,,,,
18851,简称缺失,3,1,1,011117,,,,,,,,,,
18850,简称缺失,3,1,1,011120,,,,,,,,,,
18849,简称缺失,3,1,1,011145,,,,,,,,,,
18848,简称缺失,3,1,1,011237,,,,,,,,,,
18879,简称缺失,3,1,1,008282,,,,,,,,,,
18878,简称缺失,3,1,1,008319,,,,,,,,,,
18877,简称缺失,3,1,1,008327,,,,,,,,,,
18876,简称缺失,3,1,1,008419,,,,,,,,,,
18875,简称缺失,3,1,1,008532,,,,,,,,,,
18874,简称缺失,3,1,1,008586,,,,,,,,,,
27214,简称缺失,3,2,0,019514,,,,,,,,,,
7775,简称缺失,3,2,1,018957,,,,,,,,,,
7774,简称缺失,3,2,1,009645,,,,,,,,,,
18870,简称缺失,3,1,1,008989,,,,,,,,,,
18869,简称缺失,3,1,1,009034,,,,,,,,,,
18868,简称缺失,3,1,1,009478,,,,,,,,,,
18867,简称缺失,3,1,1,009505,,,,,,,,,,
18866,简称缺失,3,1,1,009708,,,,,,,,,,
18865,简称缺失,3,1,1,009727,,,,,,,,,,
18864,简称缺失,3,1,1,009995,,,,,,,,,,
18895,简称缺失,3,1,1,006594,,,,,,,,,,
18894,简称缺失,3,1,1,006888,,,,,,,,,,
18893,简称缺失,3,1,1,007029,,,,,,,,,,
18892,简称缺失,3,1,1,007127,,,,,,,,,,
18891,简称缺失,3,1,1,007301,,,,,,,,,,
18890,简称缺失,3,1,1,007356,,,,,,,,,,
7790,简称缺失,3,2,1,017811,,,,,,,,,,
7789,简称缺失,3,2,1,018994,,,,,,,,,,
7788,简称缺失,3,2,1,019548,,,,,,,,,,
18886,简称缺失,3,1,1,007509,,,,,,,,,,
18885,简称缺失,3,1,1,007818,,,,,,,,,,
18884,简称缺失,3,1,1,007950,,,,,,,,,,
18883,简称缺失,3,1,1,008021,,,,,,,,,,
18882,简称缺失,3,1,1,008087,,,,,,,,,,
18881,简称缺失,3,1,1,008182,,,,,,,,,,
18880,简称缺失,3,1,1,008187,,,,,,,,,,
18911,简称缺失,3,1,1,004237,,,,,,,,,,
18910,简称缺失,3,1,1,004241,,,,,,,,,,
18909,简称缺失,3,1,1,004343,,,,,,,,,,
18908,简称缺失,3,1,1,004348,,,,,,,,,,
18907,简称缺失,3,1,1,004433,,,,,,,,,,
27215,简称缺失,3,2,0,015389,,,,,,,,,,
27225,简称缺失,3,2,0,017811,,,,,,,,,,
27224,简称缺失,3,2,0,018994,,,,,,,,,,
27223,简称缺失,3,2,0,019548,,,,,,,,,,
27222,简称缺失,3,2,0,160424,,,,,,,,,,
27221,简称缺失,3,2,0,519022,,,,,,,,,,
27220,简称缺失,3,2,0,008888,,,,,,,,,,
27219,简称缺失,3,2,0,021500,,,,,,,,,,
27218,简称缺失,3,2,0,015857,,,,,,,,,,
27217,简称缺失,3,2,0,015290,,,,,,,,,,
27216,简称缺失,3,2,0,020662,,,,,,,,,,
27213,简称缺失,3,2,0,020398,,,,,,,,,,
27212,简称缺失,3,2,0,021031,,,,,,,,,,
27211,简称缺失,3,2,0,020635,,,,,,,,,,
27210,简称缺失,3,2,0,018957,,,,,,,,,,
27209,简称缺失,3,2,0,009645,,,,,,,,,,
7791,简称缺失,3,2,1,017437,,,,,,,,,,
7787,简称缺失,3,2,1,160424,,,,,,,,,,
7786,简称缺失,3,2,1,519022,,,,,,,,,,
7785,简称缺失,3,2,1,008888,,,,,,,,,,
7784,简称缺失,3,2,1,021500,,,,,,,,,,
7783,简称缺失,3,2,1,015857,,,,,,,,,,
7782,简称缺失,3,2,1,015290,,,,,,,,,,
7781,简称缺失,3,2,1,020662,,,,,,,,,,
7780,简称缺失,3,2,1,015389,,,,,,,,,,
7779,简称缺失,3,2,1,019514,,,,,,,,,,
7778,简称缺失,3,2,1,020398,,,,,,,,,,
7777,简称缺失,3,2,1,021031,,,,,,,,,,
7776,简称缺失,3,2,1,020635,,,,,,,,,,
7807,简称缺失,3,2,1,015686,,,,,,,,,,
7806,简称缺失,3,2,1,015690,,,,,,,,,,
7805,简称缺失,3,2,1,015751,,,,,,,,,,
7804,简称缺失,3,2,1,015868,,,,,,,,,,
7803,简称缺失,3,2,1,015877,,,,,,,,,,
7802,简称缺失,3,2,1,015947,,,,,,,,,,
7801,简称缺失,3,2,1,015968,,,,,,,,,,
7800,简称缺失,3,2,1,015971,,,,,,,,,,
7799,简称缺失,3,2,1,016049,,,,,,,,,,
7798,简称缺失,3,2,1,016068,,,,,,,,,,
7797,简称缺失,3,2,1,016238,,,,,,,,,,
7796,简称缺失,3,2,1,016283,,,,,,,,,,
7795,简称缺失,3,2,1,016371,,,,,,,,,,
7794,简称缺失,3,2,1,016465,,,,,,,,,,
7793,简称缺失,3,2,1,016600,,,,,,,,,,
7792,简称缺失,3,2,1,016616,,,,,,,,,,
7823,简称缺失,3,2,1,014320,,,,,,,,,,
7822,简称缺失,3,2,1,014345,,,,,,,,,,
7821,简称缺失,3,2,1,014377,,,,,,,,,,
7820,简称缺失,3,2,1,014544,,,,,,,,,,
7819,简称缺失,3,2,1,014642,,,,,,,,,,
7818,简称缺失,3,2,1,014662,,,,,,,,,,
7817,简称缺失,3,2,1,014728,,,,,,,,,,
7816,简称缺失,3,2,1,014855,,,,,,,,,,
7815,简称缺失,3,2,1,014954,,,,,,,,,,
7814,简称缺失,3,2,1,014985,,,,,,,,,,
7813,简称缺失,3,2,1,015039,,,,,,,,,,
7812,简称缺失,3,2,1,015144,,,,,,,,,,
7811,简称缺失,3,2,1,015454,,,,,,,,,,
7810,简称缺失,3,2,1,015508,,,,,,,,,,
7809,简称缺失,3,2,1,015642,,,,,,,,,,
7808,简称缺失,3,2,1,015683,,,,,,,,,,
7839,简称缺失,3,2,1,013010,,,,,,,,,,
7838,简称缺失,3,2,1,013277,,,,,,,,,,
7837,简称缺失,3,2,1,013305,,,,,,,,,,
7836,简称缺失,3,2,1,013311,,,,,,,,,,
7835,简称缺失,3,2,1,013340,,,,,,,,,,
7834,简称缺失,3,2,1,013466,,,,,,,,,,
7833,简称缺失,3,2,1,013533,,,,,,,,,,
7832,简称缺失,3,2,1,013620,,,,,,,,,,
7831,简称缺失,3,2,1,013642,,,,,,,,,,
7830,简称缺失,3,2,1,013811,,,,,,,,,,
7829,简称缺失,3,2,1,013841,,,,,,,,,,
7828,简称缺失,3,2,1,014130,,,,,,,,,,
7827,简称缺失,3,2,1,014143,,,,,,,,,,
7826,简称缺失,3,2,1,014156,,,,,,,,,,
7825,简称缺失,3,2,1,014162,,,,,,,,,,
7824,简称缺失,3,2,1,014243,,,,,,,,,,
7855,简称缺失,3,2,1,011499,,,,,,,,,,
7854,简称缺失,3,2,1,011584,,,,,,,,,,
7853,简称缺失,3,2,1,011609,,,,,,,,,,
7852,简称缺失,3,2,1,011613,,,,,,,,,,
7851,简称缺失,3,2,1,011615,,,,,,,,,,
7850,简称缺失,3,2,1,011840,,,,,,,,,,
7849,简称缺失,3,2,1,011892,,,,,,,,,,
7848,简称缺失,3,2,1,012125,,,,,,,,,,
7847,简称缺失,3,2,1,012429,,,,,,,,,,
7846,简称缺失,3,2,1,012553,,,,,,,,,,
7845,简称缺失,3,2,1,012630,,,,,,,,,,
7844,简称缺失,3,2,1,012651,,,,,,,,,,
7843,简称缺失,3,2,1,012734,,,,,,,,,,
7842,简称缺失,3,2,1,012895,,,,,,,,,,
7841,简称缺失,3,2,1,012908,,,,,,,,,,
7840,简称缺失,3,2,1,012970,,,,,,,,,,
7871,简称缺失,3,2,1,010791,,,,,,,,,,
7870,简称缺失,3,2,1,010827,,,,,,,,,,
7869,简称缺失,3,2,1,010865,,,,,,,,,,
7868,简称缺失,3,2,1,011036,,,,,,,,,,
7867,简称缺失,3,2,1,011068,,,,,,,,,,
7866,简称缺失,3,2,1,011117,,,,,,,,,,
7865,简称缺失,3,2,1,011120,,,,,,,,,,
7864,简称缺失,3,2,1,011145,,,,,,,,,,
7863,简称缺失,3,2,1,011237,,,,,,,,,,
7862,简称缺失,3,2,1,011301,,,,,,,,,,
7861,简称缺失,3,2,1,011306,,,,,,,,,,
7860,简称缺失,3,2,1,011329,,,,,,,,,,
7859,简称缺失,3,2,1,011370,,,,,,,,,,
7858,简称缺失,3,2,1,011400,,,,,,,,,,
7857,简称缺失,3,2,1,011412,,,,,,,,,,
7856,简称缺失,3,2,1,011452,,,,,,,,,,
7887,简称缺失,3,2,1,008981,,,,,,,,,,
7886,简称缺失,3,2,1,008987,,,,,,,,,,
7885,简称缺失,3,2,1,008989,,,,,,,,,,
7884,简称缺失,3,2,1,009034,,,,,,,,,,
7883,简称缺失,3,2,1,009478,,,,,,,,,,
7882,简称缺失,3,2,1,009505,,,,,,,,,,
7881,简称缺失,3,2,1,009708,,,,,,,,,,
7880,简称缺失,3,2,1,009727,,,,,,,,,,
7879,简称缺失,3,2,1,009995,,,,,,,,,,
7878,简称缺失,3,2,1,010004,,,,,,,,,,
7877,简称缺失,3,2,1,010214,,,,,,,,,,
7876,简称缺失,3,2,1,010236,,,,,,,,,,
7875,简称缺失,3,2,1,010372,,,,,,,,,,
7874,简称缺失,3,2,1,010392,,,,,,,,,,
7873,简称缺失,3,2,1,010422,,,,,,,,,,
7872,简称缺失,3,2,1,010655,,,,,,,,,,
7903,简称缺失,3,2,1,007465,,,,,,,,,,
7902,简称缺失,3,2,1,007491,,,,,,,,,,
