date,net_value,equity_return,unit_money
2022-06-15,3.507,0.0,
2022-06-16,3.566,1.68,
2022-06-19,3.607,1.15,
2022-06-20,3.565,-1.16,
2022-06-21,3.569,0.11,
2022-06-22,3.703,3.75,
2022-06-23,3.743,1.08,
2022-06-26,3.72,-0.61,
2022-06-27,3.759,1.05,
2022-06-28,3.649,-2.93,
2022-06-29,3.729,2.19,
2022-06-30,3.717,-0.32,
2022-07-03,3.754,1.0,
2022-07-04,3.727,-0.72,
2022-07-05,3.703,-0.64,
2022-07-06,3.795,2.48,
2022-07-07,3.727,-1.79,
2022-07-10,3.724,-0.08,
2022-07-11,3.648,-2.04,
2022-07-12,3.706,1.59,
2022-07-13,3.811,2.83,
2022-07-14,3.85,1.02,
2022-07-17,3.875,0.65,
2022-07-18,3.83,-1.16,
2022-07-19,3.899,1.8,
2022-07-20,3.823,-1.95,
2022-07-21,3.823,0.0,
2022-07-24,3.74,-2.17,
2022-07-25,3.793,1.42,
2022-07-26,3.896,2.72,
2022-07-27,3.946,1.28,
2022-07-28,3.943,-0.08,
2022-07-31,3.976,0.84,
2022-08-01,3.982,0.15,
2022-08-02,3.929,-1.33,
2022-08-03,3.932,0.08,
2022-08-04,3.961,0.74,
2022-08-07,4.018,1.44,
2022-08-08,4.052,0.85,
2022-08-09,4.072,0.49,
2022-08-10,4.047,-0.61,
2022-08-11,3.961,-2.13,
2022-08-14,4.03,1.74,
2022-08-15,4.06,0.74,
2022-08-16,4.116,1.38,
2022-08-17,4.184,1.65,
2022-08-18,4.026,-3.78,
2022-08-21,4.057,0.77,
2022-08-22,4.118,1.5,
2022-08-23,3.94,-4.32,
2022-08-24,3.862,-1.98,
2022-08-25,3.845,-0.44,
2022-08-28,3.925,2.08,
2022-08-29,3.913,-0.31,
2022-08-30,3.713,-5.11,
2022-08-31,3.705,-0.22,
2022-09-01,3.731,0.7,
2022-09-04,3.782,1.37,
2022-09-05,3.869,2.3,
2022-09-06,3.935,1.71,
2022-09-07,3.926,-0.23,
2022-09-08,3.888,-0.97,
2022-09-12,3.899,0.28,
2022-09-13,3.897,-0.05,
2022-09-14,3.786,-2.85,
2022-09-15,3.76,-0.69,
2022-09-18,3.713,-1.25,
2022-09-19,3.724,0.3,
2022-09-20,3.69,-0.91,
2022-09-21,3.701,0.3,
2022-09-22,3.649,-1.41,
2022-09-25,3.658,0.25,
