date,net_value,equity_return,unit_money
2017-03-15,1.0,0.0,
2017-03-16,1.0,0.0,
2017-03-23,0.9987,0.0,
2017-03-30,0.9916,0.0,
2017-04-06,1.0016,0.0,
2017-04-13,0.9965,0.0,
2017-04-20,0.9708,0.0,
2017-04-27,0.9668,0.0,
2017-05-02,0.9682,0.0,
2017-05-03,0.9665,-0.1756,
2017-05-04,0.9574,-0.9415,
2017-05-07,0.9511,-0.658,
2017-05-08,0.9522,0.1157,
2017-05-09,0.944,-0.8612,
2017-05-10,0.9454,0.1483,
2017-05-11,0.9424,-0.3173,
2017-05-14,0.9439,0.1592,
2017-05-15,0.9569,1.3773,
2017-05-16,0.9603,0.3553,
2017-05-17,0.9544,-0.6144,
2017-05-18,0.9564,0.2096,
2017-05-21,0.949,-0.7737,
2017-05-22,0.9352,-1.4542,
2017-05-23,0.9411,0.6309,
2017-05-24,0.9427,0.17,
2017-05-25,0.9399,-0.297,
2017-05-30,0.9376,-0.2447,
2017-05-31,0.9234,-1.5145,
2017-06-01,0.9259,0.2707,
2017-06-04,0.9318,0.6372,
2017-06-05,0.9332,0.1502,
2017-06-06,0.9453,1.2966,
2017-06-07,0.9459,0.0635,
2017-06-08,0.949,0.3277,
2017-06-11,0.9461,-0.3056,
2017-06-12,0.9627,1.7546,
2017-06-13,0.9645,0.187,
2017-06-14,0.9668,0.2385,
2017-06-15,0.9672,0.0414,
2017-06-18,0.9714,0.4342,
2017-06-19,0.9741,0.2779,
2017-06-20,0.978,0.4004,
2017-06-21,0.9662,-1.2065,
2017-06-22,0.9686,0.2484,
2017-06-25,0.9765,0.8156,
2017-06-26,0.9774,0.0922,
2017-06-27,0.9722,-0.532,
2017-06-28,0.9749,0.2777,
2017-06-29,0.9815,0.677,
2017-07-02,0.9899,0.8558,
2017-07-03,0.9855,-0.4445,
2017-07-04,1.0,1.4713,
2017-07-05,1.0055,0.55,
2017-07-06,1.0176,1.2034,
2017-07-09,1.0167,-0.0884,
2017-07-10,0.9983,-1.8098,
2017-07-11,1.0059,0.7613,
2017-07-12,1.005,-0.0895,
2017-07-13,1.0102,0.5174,
2017-07-16,0.9823,-2.7618,
2017-07-17,0.9894,0.7228,
2017-07-18,1.0132,2.4055,
2017-07-19,1.0277,1.4311,
2017-07-20,1.0254,-0.2238,
2017-07-23,1.0219,-0.3413,
2017-07-24,1.0244,0.2446,
2017-07-25,1.0305,0.5955,
2017-07-26,1.0284,-0.2038,
2017-07-27,1.0482,1.9253,
2017-07-30,1.0726,2.3278,
2017-07-31,1.0691,-0.3263,
2017-08-01,1.0651,-0.3741,
2017-08-02,1.0599,-0.4882,
2017-08-03,1.0437,-1.5284,
2017-08-06,1.0507,0.6707,
2017-08-07,1.0547,0.3807,
2017-08-08,1.0606,0.5594,
2017-08-09,1.0494,-1.056,
2017-08-10,1.0295,-1.8963,
2017-08-13,1.0534,2.3215,
2017-08-14,1.0478,-0.5316,
2017-08-15,1.0424,-0.5154,
2017-08-16,1.0471,0.4509,
2017-08-17,1.0446,-0.2388,
2017-08-20,1.061,1.57,
2017-08-21,1.0673,0.5938,
2017-08-22,1.0552,-1.1337,
2017-08-23,1.0471,-0.7676,
2017-08-24,1.0575,0.9932,
2017-08-27,1.0658,0.7849,
2017-08-28,1.0542,-1.0884,
2017-08-29,1.0566,0.2277,
