date,net_value,equity_return,unit_money
2024-08-06,0.4596,0.0,
2024-08-07,0.4515,-1.76,
2024-08-08,0.4529,0.31,
2024-08-11,0.4491,-0.84,
2024-08-12,0.4527,0.8,
2024-08-13,0.4468,-1.3,
2024-08-14,0.4525,1.28,
2024-08-15,0.4548,0.51,
2024-08-18,0.454,-0.18,
2024-08-19,0.4489,-1.12,
2024-08-20,0.4525,0.8,
2024-08-21,0.4454,-1.57,
2024-08-22,0.4419,-0.79,
2024-08-25,0.4402,-0.38,
2024-08-26,0.4331,-1.61,
2024-08-27,0.4307,-0.55,
2024-08-28,0.4363,1.3,
2024-08-29,0.4474,2.54,
2024-09-01,0.4405,-1.54,
2024-09-02,0.4405,0.0,
2024-09-03,0.4405,0.0,
2024-09-04,0.4404,-0.02,
2024-09-05,0.4404,0.0,
2024-09-08,0.4404,0.0,
2024-09-09,0.4416,0.27,
2024-09-10,0.4437,0.48,
2024-09-11,0.4421,-0.36,
2024-09-12,0.444,0.43,
2024-09-17,0.4462,0.5,
2024-09-18,0.4463,0.02,
2024-09-19,0.4443,-0.45,
2024-09-22,0.4367,-1.71,
2024-09-23,0.4526,3.64,
2024-09-24,0.4513,-0.29,
2024-09-25,0.4692,3.97,
2024-09-26,0.4923,4.92,
2024-09-29,0.5383,9.34,
2024-10-07,0.5842,8.53,
2024-10-08,0.5604,-4.07,
2024-10-09,0.5417,-3.34,
2024-10-10,0.5286,-2.42,
2024-10-13,0.536,1.4,
2024-10-14,0.5212,-2.76,
2024-10-15,0.5093,-2.28,
2024-10-16,0.514,0.92,
2024-10-17,0.5484,6.69,
2024-10-20,0.5554,1.28,
2024-10-21,0.5551,-0.05,
2024-10-22,0.5459,-1.66,
2024-10-23,0.5424,-0.64,
2024-10-24,0.5544,2.21,
2024-10-27,0.5519,-0.45,
2024-10-28,0.5429,-1.63,
2024-10-29,0.5466,0.68,
2024-10-30,0.5525,1.08,
2024-10-31,0.5337,-3.4,
2024-11-03,0.5426,1.67,
2024-11-04,0.5654,4.2,
2024-11-05,0.5655,0.02,
2024-11-06,0.5624,-0.55,
2024-11-07,0.5651,0.48,
2024-11-10,0.5773,2.16,
2024-11-11,0.5639,-2.32,
2024-11-12,0.5697,1.03,
2024-11-13,0.5478,-3.84,
2024-11-14,0.5201,-5.06,
2024-11-17,0.5096,-2.02,
2024-11-18,0.526,3.22,
2024-11-19,0.5318,1.1,
2024-11-20,0.5297,-0.39,
2024-11-21,0.5102,-3.68,
2024-11-24,0.5077,-0.49,
2024-11-25,0.4934,-2.82,
2024-11-26,0.5096,3.28,
2024-11-27,0.5062,-0.67,
2024-11-28,0.5264,3.99,
2024-12-01,0.5389,2.37,
2024-12-02,0.5325,-1.19,
2024-12-03,0.5343,0.34,
2024-12-04,0.5483,2.62,
2024-12-05,0.5444,-0.71,
2024-12-08,0.5451,0.13,
2024-12-09,0.5587,2.49,
2024-12-10,0.558,-0.13,
2024-12-11,0.5563,-0.3,
2024-12-12,0.5437,-2.26,
2024-12-15,0.5378,-1.09,
2024-12-16,0.5229,-2.77,
2024-12-17,0.5269,0.76,
2024-12-18,0.5296,0.51,
2024-12-19,0.5472,3.32,
2024-12-22,0.5292,-3.29,
2024-12-23,0.537,1.47,
2024-12-24,0.5365,-0.09,
2024-12-25,0.5537,3.21,
2024-12-26,0.5431,-1.91,
2024-12-29,0.5383,-0.88,
2024-12-30,0.5206,-3.29,
2025-01-01,0.5171,-0.67,
2025-01-02,0.5003,-3.25,
2025-01-05,0.494,-1.26,
2025-01-06,0.5139,4.03,
2025-01-07,0.5268,2.51,
2025-01-08,0.5376,2.05,
2025-01-09,0.5339,-0.69,
2025-01-12,0.5249,-1.69,
2025-01-13,0.5586,6.42,
2025-01-14,0.5573,-0.23,
2025-01-15,0.5486,-1.56,
2025-01-16,0.5468,-0.33,
2025-01-19,0.5527,1.08,
2025-01-20,0.5853,5.9,
2025-01-21,0.5822,-0.53,
2025-01-22,0.5769,-0.91,
2025-01-23,0.6004,4.07,
2025-01-26,0.5772,-3.86,
2025-02-04,0.5881,1.89,
2025-02-05,0.6259,6.43,
2025-02-06,0.6289,0.48,
2025-02-09,0.6286,-0.05,
2025-02-10,0.6316,0.48,
2025-02-11,0.6387,1.12,
2025-02-12,0.6155,-3.63,
2025-02-13,0.6125,-0.49,
2025-02-16,0.6374,4.07,
2025-02-17,0.6334,-0.63,
2025-02-18,0.6753,6.62,
2025-02-19,0.681,0.84,
2025-02-20,0.7093,4.16,
2025-02-23,0.7002,-1.28,
2025-02-24,0.7062,0.86,
2025-02-25,0.7259,2.79,
2025-02-26,0.726,0.01,
2025-02-27,0.6732,-7.27,
2025-03-02,0.6609,-1.83,
2025-03-03,0.6716,1.62,
2025-03-04,0.6871,2.31,
2025-03-05,0.7004,1.94,
2025-03-06,0.708,1.09,
2025-03-09,0.7018,-0.88,
2025-03-10,0.7001,-0.24,
2025-03-11,0.6924,-1.1,
2025-03-12,0.6673,-3.63,
2025-03-13,0.6833,2.4,
2025-03-16,0.689,0.83,
2025-03-17,0.6923,0.48,
2025-03-18,0.6875,-0.69,
2025-03-19,0.6799,-1.11,
2025-03-20,0.651,-4.25,
2025-03-23,0.6528,0.28,
2025-03-24,0.6356,-2.63,
2025-03-25,0.644,1.32,
2025-03-26,0.6385,-0.85,
2025-03-27,0.6298,-1.36,
2025-03-30,0.6162,-2.16,
2025-03-31,0.6134,-0.45,
2025-04-01,0.6212,1.27,
2025-04-02,0.6056,-2.51,
2025-04-06,0.5219,-13.82,
2025-04-07,0.5105,-2.18,
2025-04-08,0.525,2.84,
2025-04-09,0.5459,3.98,
2025-04-10,0.5663,3.74,
2025-04-13,0.5757,1.66,
2025-04-14,0.5769,0.21,
2025-04-15,0.5641,-2.22,
2025-04-16,0.5626,-0.27,
2025-04-17,0.5582,-0.78,
2025-04-20,0.5789,3.71,
2025-04-21,0.5805,0.28,
2025-04-22,0.6096,5.01,
2025-04-23,0.6097,0.02,
2025-04-24,0.6098,0.02,
2025-04-27,0.6033,-1.07,
2025-04-28,0.6174,2.34,
2025-04-29,0.6343,2.74,
2025-05-05,0.6497,2.43,
2025-05-06,0.6416,-1.25,
2025-05-07,0.6417,0.02,
2025-05-08,0.6287,-2.03,
2025-05-11,0.6461,2.77,
2025-05-12,0.6388,-1.13,
2025-05-13,0.6315,-1.14,
