date,net_value,equity_return,unit_money
2024-02-25,1.0,0.0,
2024-02-29,1.0,0.0,
2024-03-07,1.0001,0.0,
2024-03-14,1.0001,0.0,
2024-03-21,1.0001,0.0,
2024-03-27,1.0001,0.0,
2024-03-28,1.0,-0.01,
2024-03-31,1.0015,0.15,
2024-04-01,1.0029,0.14,
2024-04-02,1.0008,-0.21,
2024-04-07,0.9796,-2.12,
2024-04-08,0.9931,1.38,
2024-04-09,0.974,-1.92,
2024-04-10,0.9776,0.37,
2024-04-11,0.9785,0.09,
2024-04-14,0.9304,-4.92,
2024-04-15,0.8788,-5.55,
2024-04-16,0.9306,5.89,
2024-04-17,0.9276,-0.32,
2024-04-18,0.9249,-0.29,
2024-04-21,0.919,-0.64,
2024-04-22,0.9389,2.17,
2024-04-23,0.9589,2.13,
2024-04-24,0.9723,1.4,
2024-04-25,0.9788,0.67,
2024-04-28,1.0069,2.87,
2024-04-29,1.0071,0.02,
2024-05-05,1.0319,2.46,
2024-05-06,1.0478,1.54,
2024-05-07,1.0373,-1.0,
2024-05-08,1.0624,2.42,
2024-05-09,1.0539,-0.8,
2024-05-12,1.0343,-1.86,
2024-05-13,1.0505,1.57,
2024-05-14,1.0521,0.15,
2024-05-15,1.0623,0.97,
2024-05-16,1.0705,0.77,
2024-05-19,1.0708,0.03,
2024-05-20,1.0617,-0.85,
2024-05-21,1.0687,0.66,
2024-05-22,1.0505,-1.7,
2024-05-23,1.0454,-0.49,
2024-05-26,1.0543,0.85,
2024-05-27,1.0387,-1.48,
2024-05-28,1.048,0.9,
2024-05-29,1.0417,-0.6,
2024-05-30,1.0563,1.4,
2024-06-02,1.0377,-1.76,
2024-06-03,1.0186,-1.84,
2024-06-04,0.9958,-2.24,
2024-06-05,0.9565,-3.95,
2024-06-06,0.9932,3.84,
2024-06-10,0.9917,-0.15,
2024-06-11,1.0098,1.83,
2024-06-12,1.0067,-0.31,
2024-06-13,1.0089,0.22,
2024-06-16,0.9963,-1.25,
2024-06-17,1.014,1.78,
2024-06-18,1.0165,0.25,
2024-06-19,0.9943,-2.18,
2024-06-20,0.9938,-0.05,
2024-06-23,0.9558,-3.82,
2024-06-24,0.9681,1.29,
2024-06-25,0.9979,3.08,
2024-06-26,0.9884,-0.95,
2024-06-27,0.9945,0.62,
2024-06-29,0.9944,-0.01,
2024-06-30,1.0019,0.75,
2024-07-01,1.0081,0.62,
2024-07-02,0.9992,-0.88,
2024-07-03,0.9714,-2.78,
2024-07-04,0.9829,1.18,
2024-07-07,0.9588,-2.45,
2024-07-08,0.9759,1.78,
2024-07-09,0.9679,-0.82,
2024-07-10,0.9976,3.07,
2024-07-11,1.0015,0.39,
2024-07-14,0.987,-1.45,
2024-07-15,0.9838,-0.32,
2024-07-16,0.9755,-0.84,
2024-07-17,0.9701,-0.55,
2024-07-18,0.9777,0.78,
2024-07-21,0.9834,0.58,
2024-07-22,0.9721,-1.15,
2024-07-23,0.9615,-1.09,
2024-07-24,0.9709,0.98,
2024-07-25,0.9859,1.54,
2024-07-28,0.9888,0.29,
2024-07-29,0.9942,0.55,
2024-07-30,1.0174,2.33,
2024-07-31,1.0176,0.02,
2024-08-01,1.009,-0.85,
2024-08-04,0.9907,-1.81,
2024-08-05,1.0087,1.82,
2024-08-06,1.0094,0.07,
2024-08-07,1.0093,-0.01,
2024-08-08,1.0057,-0.36,
2024-08-11,1.0019,-0.38,
2024-08-12,1.0098,0.79,
2024-08-13,1.0086,-0.12,
2024-08-14,1.0126,0.4,
2024-08-15,1.0084,-0.41,
2024-08-18,1.0042,-0.42,
2024-08-19,0.9896,-1.45,
2024-08-20,0.9892,-0.04,
2024-08-21,0.9793,-1.0,
2024-08-22,0.9696,-0.99,
2024-08-25,0.9848,1.57,
2024-08-26,0.9765,-0.84,
2024-08-27,0.9883,1.21,
2024-08-28,0.9973,0.91,
2024-08-29,1.0076,1.03,
2024-09-01,0.9994,-0.81,
2024-09-02,1.0043,0.49,
2024-09-03,0.9967,-0.76,
2024-09-04,1.0051,0.84,
2024-09-05,0.9889,-1.61,
2024-09-08,0.9899,0.1,
2024-09-09,0.9989,0.91,
2024-09-10,0.9909,-0.8,
2024-09-11,0.9882,-0.27,
2024-09-12,0.9782,-1.01,
2024-09-17,0.9677,-1.07,
2024-09-18,0.9913,2.44,
2024-09-19,0.9847,-0.67,
2024-09-22,0.9857,0.1,
2024-09-23,1.009,2.36,
2024-09-24,1.0186,0.95,
2024-09-25,1.0386,1.96,
2024-09-26,1.0746,3.47,
2024-09-29,1.1664,8.54,
2024-10-07,1.2286,5.33,
2024-10-08,1.1349,-7.63,
2024-10-09,1.1498,1.31,
2024-10-10,1.1234,-2.3,
2024-10-13,1.1449,1.91,
2024-10-14,1.1396,-0.46,
2024-10-15,1.1539,1.25,
2024-10-16,1.1483,-0.49,
2024-10-17,1.1651,1.46,
2024-10-20,1.173,0.68,
2024-10-21,1.1818,0.75,
2024-10-22,1.1833,0.13,
2024-10-23,1.1839,0.05,
2024-10-24,1.2028,1.6,
2024-10-27,1.2278,2.08,
2024-10-28,1.2114,-1.34,
2024-10-29,1.2086,-0.23,
2024-10-30,1.216,0.61,
2024-10-31,1.198,-1.48,
2024-11-03,1.2138,1.32,
2024-11-04,1.2249,0.91,
2024-11-05,1.2277,0.23,
2024-11-06,1.2515,1.94,
2024-11-07,1.2486,-0.23,
2024-11-10,1.2613,1.02,
2024-11-11,1.2607,-0.05,
2024-11-12,1.2688,0.64,
2024-11-13,1.2477,-1.66,
2024-11-14,1.2374,-0.83,
2024-11-17,1.223,-1.16,
2024-11-18,1.2429,1.63,
2024-11-19,1.2656,1.83,
2024-11-20,1.2758,0.81,
2024-11-21,1.2425,-2.61,
2024-11-24,1.2671,1.98,
2024-11-25,1.2667,-0.03,
2024-11-26,1.2745,0.62,
2024-11-27,1.2825,0.63,
2024-11-28,1.2973,1.15,
2024-12-01,1.3145,1.33,
2024-12-02,1.3202,0.43,
2024-12-03,1.3105,-0.73,
2024-12-04,1.323,0.95,
2024-12-05,1.3284,0.41,
2024-12-08,1.3365,0.61,
2024-12-09,1.341,0.34,
2024-12-10,1.3491,0.6,
2024-12-11,1.3673,1.35,
2024-12-12,1.3598,-0.55,
2024-12-15,1.3708,0.81,
2024-12-16,1.3186,-3.81,
2024-12-17,1.3198,0.09,
2024-12-18,1.3255,0.43,
2024-12-19,1.3432,1.34,
2024-12-22,1.2843,-4.39,
2024-12-23,1.2907,0.5,
2024-12-24,1.2634,-2.12,
2024-12-25,1.2792,1.25,
2024-12-26,1.294,1.16,
2024-12-29,1.2755,-1.43,
2024-12-30,1.2562,-1.51,
2025-01-01,1.2431,-1.04,
2025-01-02,1.1885,-4.39,
2025-01-05,1.1879,-0.05,
2025-01-06,1.2239,3.03,
2025-01-07,1.2228,-0.09,
2025-01-08,1.2248,0.16,
2025-01-09,1.1917,-2.7,
2025-01-12,1.2023,0.89,
2025-01-13,1.2569,4.54,
2025-01-14,1.2583,0.11,
2025-01-15,1.2624,0.33,
2025-01-16,1.2585,-0.31,
2025-01-19,1.2815,1.83,
2025-01-20,1.2746,-0.54,
2025-01-21,1.2669,-0.6,
2025-01-22,1.2746,0.61,
2025-01-23,1.2878,1.04,
2025-01-26,1.2922,0.34,
2025-02-04,1.3092,1.32,
2025-02-05,1.3223,1.0,
2025-02-06,1.3278,0.42,
2025-02-09,1.353,1.9,
