基金代码,日期,最新净值,最大回撤,最大连续下跌,近一周连跌,RSI,当日跌幅,止损退出天数,信号,未来1日收益,未来3日收益,未来5日收益,未来10日收益,未来20日收益
006863,2021-08-05,1.7316,0.09366268022800948,4,4,43.69,-0.0017,,无信号,-0.021179256179256138,0.003653268653268652,-0.008531993531993604,-0.018109263109263075,-0.034683529683529744
006863,2022-02-08,1.7109,0.07905487468256597,3,3,39.83,-0.0078,,无信号,-0.010440995967035006,-0.004362323923081423,-0.02353352036939632,0.003182827751475838,-0.0951864515751944
006863,2022-02-09,1.7187,0.07905487468256597,4,4,49.11,-0.0046,20.0,无信号,-0.013254494676208695,-0.024251178216093447,-0.017618257985686826,-0.005989119683481593,-0.10500000000000001
006863,2022-02-10,1.7217,0.07905487468256597,5,4,52.88,-0.0017,19.0,无信号,-0.010701922518441032,-0.02975286054481041,-0.023886565603763774,-0.028639426148574062,-0.10500000000000001
006863,2022-02-11,1.7291,0.07905487468256597,6,4,51.94,-0.0043,18.0,无信号,-0.030210224972529055,-0.023617199699265592,-0.011992655138511438,-0.029232259556994995,-0.10500000000000001
006863,2022-03-18,1.5147,0.1960401721664275,3,3,30.18,-0.0155,,无信号,-0.028534033141876254,-0.015066019673862804,-0.04404865649963692,0.0247088532382651,0.02800983693140559
006863,2022-04-01,1.5597,0.1960401721664275,3,3,58.0,-0.0256,,无信号,-0.001984676540360336,-0.006152144643200736,-0.013012438289414707,-0.001794255305507538,-0.03846797461050203
006863,2022-04-06,1.58,0.187836976056583,4,4,76.28,-0.013,,无信号,-0.02816455696202541,-0.033924050632911415,-0.027721518987341775,-0.03094936708860769,-0.053734177215189985
006863,2022-04-28,1.4877,0.0892057283452148,3,3,34.26,-0.0094,,无信号,0.019348322914566056,-0.0016908650937688778,0.0013339382940108814,0.0352634939840022,0.04467399341265045
006863,2022-04-29,1.5388,0.0892057283452148,4,4,48.12,-0.0343,,无信号,-0.002327787886664885,-0.038264881726020314,-0.03066155445801924,-0.002075643358461172,0.005527683909539896
006863,2022-05-05,1.5583,0.0892057283452148,5,4,49.27,-0.0127,,无信号,-0.0475996277995251,-0.04471186549444908,-0.05023070012192771,-0.015139254315600356,-0.011353077071167311
