基金代码,日期,最新净值,最大回撤,最大连续下跌,近一周连跌,RSI,当日跌幅,信号,未来1日收益,未来3日收益,未来5日收益,未来10日收益,未来20日收益
006863,2019-08-14,,0.08136681140268072,5,1,,,无信号,0.003128784820347186,0.02714977795720633,0.028259991925716505,0.023516350423899865,0.06590633831247479
006863,2019-08-15,,0.08136681140268072,4,0,,,无信号,0.028617492946392566,0.02902055622732785,0.026098347440548203,0.013301088270858626,0.06277710600564292
006863,2019-08-16,,0.08136681140268072,3,1,,,无信号,0.023946071033303193,0.02505282221551456,0.01287855921118817,0.032900694234832425,0.04477311600764663
006863,2020-03-02,1.0,0.1287528382810529,3,1,50.59,-0.0003,第三优先级 观察池,0.0013610071452875518,0.010377679482817275,-0.009186798230690643,-0.10445729840081662,-0.08540319836679147
006863,2020-04-21,1.0,0.14251373626373628,7,0,50.59,-0.0003,无信号,0.004737218448337578,-0.004647836968180276,0.0010725777618878173,0.039327851269217055,0.02046835895602424
006863,2020-04-22,1.0,0.13079801583848227,6,0,50.59,-0.0003,无信号,-0.010925564043346934,-0.004707763368271328,0.0035530289571860047,0.03579676674364896,0.036329721087227006
006863,2020-04-23,1.0,0.11469597589079955,5,0,50.59,-0.0003,无信号,-0.009340805978115981,-0.003647362334311887,0.015656970020460667,0.0395872253358242,0.042789787385463754
006863,2020-04-24,1.0,0.10058532192705989,4,1,50.59,-0.0003,第三优先级 观察池,0.006286484059272669,0.014638527166591812,0.02568477772788501,0.03709025594970823,0.05074090704984283
006863,2021-03-01,1.0,0.06917722130909794,3,1,50.59,-0.0003,无信号,-0.0024559967253376565,-0.037709783053622534,-0.0879042161277118,-0.05449242734343012,-0.039705280392959424
006863,2021-03-31,1.0,0.13825775887073385,4,0,50.59,-0.0003,无信号,0.017116380485145747,0.003924775143090691,-0.015808122104115516,-0.03172526573998366,-0.020714091032979033
006863,2021-04-01,1.0,0.12958984375000004,3,0,50.59,-0.0003,无信号,0.006791263718352687,0.00293382592632841,-0.05188525480821467,-0.017874606106704296,-0.02379658806910793
006863,2021-04-14,1.0,0.10622691834222407,4,3,50.59,-0.0003,无信号,0.002200406228842256,0.017433987813134693,0.01043782441886705,0.019521552696908126,0.004344391785150102
006863,2021-04-15,1.0,0.07906558849955074,3,2,50.59,-0.0003,无信号,0.021530289330922256,0.015088155515370674,0.017122513562386976,0.015201175406871567,0.002655967450271206
006863,2021-05-06,1.0,0.0715579710144928,3,0,50.59,-0.0003,无信号,-0.025322796081923348,-0.0299977738201247,-0.03411620658949238,-0.016585040071237782,0.021093054318788985
006863,2021-05-24,1.0,0.06971830985915495,3,1,50.59,-0.0003,无信号,0.032964539007092224,0.03290780141843975,0.041645390070922064,0.022865248226950356,0.002269503546099293
006863,2021-08-25,1.0,0.0871327254305978,3,1,50.59,-0.0003,无信号,-0.01698787417257345,-0.03409290609806106,-0.015757717766973316,-0.005330677757600672,-0.03860347958526159
006863,2021-09-01,1.0,0.07320418309617699,4,2,50.59,-0.0003,无信号,-0.008722482644039598,0.008841155877291826,0.007535750311517197,-0.026226784548745042,-0.008307126327656804
006863,2021-09-02,1.0,0.07127941757435526,3,1,50.59,-0.0003,无信号,0.006546839661945079,0.011070110701107114,0.01166527794310205,-0.01565289846446851,-0.015355314843470911
006863,2021-09-28,1.0,0.06654911552243899,4,0,50.59,-0.0003,无信号,-0.005933280862142055,0.01186656172428411,0.000423805775867376,-0.0245807350003027,-0.023127686625900597
006863,2021-11-02,1.0,0.06211651960497871,3,1,50.59,-0.0003,无信号,0.008743643805035348,0.0015502914547934682,-0.0038447228078878726,0.026230931415106042,0.004898920997147475
006863,2022-02-25,1.0,0.07905487468256597,4,3,50.59,-0.0003,无信号,-0.00924608819345665,-0.010372214319582783,-0.04871977240398296,-0.11474632527264106,-0.127430061640588
006863,2022-02-28,1.0,0.06375575260972059,3,2,50.59,-0.0003,无信号,-0.006967188709581399,-0.016316322277139337,-0.07306615851843032,-0.16578336211516703,-0.13309116893943906
006863,2022-03-09,1.0,0.14192642516147147,3,4,50.59,-0.0003,无信号,0.006152637779814015,-0.08306061002749052,-0.023694200811624565,-0.021730593009556303,0.014596151328707938
006863,2022-04-01,1.0,0.1960401721664275,3,1,50.59,-0.0003,第三优先级 观察池,-0.0003205744694493601,-0.0061550298134256925,0.0001282297877796871,-0.013271783035199181,-0.03635314483554542
006863,2022-04-11,1.0,0.16968942626837363,3,0,50.59,-0.0003,无信号,0.006322172763047565,0.02141797303399774,0.009418747177601411,-0.06509257467260177,-0.015934455841558573
006863,2022-04-15,1.0,0.16098700365335086,4,0,50.59,-0.0003,无信号,-0.01174761573927869,-0.05071685719699365,-0.08817027726899511,-0.015789806101181022,-0.025768963557127485
006863,2022-04-18,1.0,0.15194624371935342,3,1,50.59,-0.0003,第三优先级 观察池,-0.02074319165181992,-0.03633240010180717,-0.07788241282769157,-0.040786459658946325,-0.003245100534487213
006863,2022-05-30,1.0,0.0892057283452148,5,0,50.59,-0.0003,无信号,0.006342221071705949,0.00588920528086986,0.005565622573129798,0.020644576753818304,0.07533005436189494
006863,2022-05-31,1.0,0.08817027726899511,4,0,50.59,-0.0003,无信号,-0.00845286885245908,-0.003714139344262312,-0.010053790983606587,0.006403688524590169,0.08196721311475402
006863,2022-06-01,1.0,0.08138203105115813,3,1,50.59,-0.0003,无信号,-0.0004501607717041305,-0.0007717041800642237,0.0012861736334405156,0.02225080385852088,0.08051446945337619
006863,2022-08-10,1.0,0.14885179924242428,5,0,50.59,-0.0003,无信号,0.027067669172932234,0.0276144907723855,0.01948051948051946,0.029323308270676647,0.02918660287081337
006863,2022-08-11,1.0,0.14408998928698963,4,0,50.59,-0.0003,无信号,0.004754252042319462,0.012119994643096293,-0.0005356903709656716,0.006495245747957708,0.03923931967322886
006863,2022-08-12,1.0,0.14342724402882848,3,0,50.59,-0.0003,无信号,0.0005324104884867123,-0.007387195527751822,0.008518567815786068,-0.004791694396379525,0.037934247304672014
006863,2022-08-18,1.0,0.11354250138691989,5,1,50.59,-0.0003,第三优先级 观察池,0.016024136775058685,-0.008179684880992282,0.00777740529668123,0.005900100569896023,0.009855849815621813
006863,2022-08-19,1.0,0.09422434968822824,4,0,50.59,-0.0003,无信号,0.007972665148063796,0.008910625753718404,0.001875921211309216,0.00576175800616385,-0.0014069409084818377
006863,2022-08-22,1.0,0.08477057213772035,3,0,50.59,-0.0003,无信号,-0.02382209317671903,-0.008116668866305911,-0.007522766266332372,-0.0004619242444240101,-0.02751748713211038
006863,2022-11-04,1.0,0.13623688753153634,3,0,50.59,-0.0003,无信号,0.00036424564726447506,-0.003351059954833494,0.06279594958840246,0.05099439061703217,0.11510162453558674
006863,2022-11-25,1.0,0.10627189668200869,6,0,50.59,-0.0003,无信号,0.031082819800907466,0.025800771991602914,0.03656802329518524,0.04550687343400837,0.022753436717004184
006863,2022-11-28,1.0,0.1040561944769644,5,1,50.59,-0.0003,第三优先级 观察池,0.02857924244496107,0.023861616299740294,0.05633802816901411,0.05886776972514705,0.049637631614932315
006863,2022-11-29,1.0,0.08727374771993832,4,0,50.59,-0.0003,无信号,-0.005122816235386857,0.00531984762905556,0.006107973203730518,0.020425587810324528,0.00019703139366870285
006863,2022-11-30,1.0,0.07474575065784793,3,0,50.59,-0.0003,无信号,-0.004586546131347983,0.026987503323584135,0.02446157936718954,0.021137995214038852,0.0033900558362138424
006863,2023-03-27,1.0,0.07445714631343373,3,0,50.59,-0.0003,无信号,-0.00587812683691457,0.013062504082032538,0.015675004898439045,0.020377506367970817,-0.025733133041604
006863,2023-04-03,1.0,0.07935643863787575,4,1,50.59,-0.0003,无信号,-0.004226975790956795,0.004611246317407516,0.0005764057896760107,-0.004291020878698558,-0.04816190598181116
006863,2023-04-04,1.0,0.07583485124468732,3,0,50.59,-0.0003,无信号,0.01427560928557649,0.011060381969005276,-0.006108931901485334,-0.005465886438171148,-0.050157546138511894
006863,2023-04-13,1.0,0.07583485124468732,6,1,50.59,-0.0003,无信号,0.018504140786749456,0.005887681159420215,-0.01585144927536244,-0.023097826086956562,-0.06528209109730848
006863,2023-04-14,1.0,0.07138063571472149,5,0,50.59,-0.0003,无信号,0.02528526970954352,0.0027230290456431417,-0.02619294605809128,-0.035658713692946015,-0.0678163900414938
006863,2023-05-09,1.0,0.0659542177817123,4,4,50.59,-0.0003,无信号,-0.007650125245413369,-0.005077516755805336,-0.02193487238507886,-0.031074402545528432,-0.026470787353598358
006863,2023-05-10,1.0,0.06683950929556084,3,4,50.59,-0.0003,无信号,-0.014840414718438728,-0.013756183506132672,-0.02568272684149898,-0.034153283187639764,-0.010232432066138181
006863,2023-05-25,1.0,0.09871000379410644,3,0,50.59,-0.0003,无信号,-0.002736266049252799,-0.017610327650319318,0.013541008910404894,0.02238125306952925,0.03479969129306117
