date,net_value,equity_return,unit_money
2021-09-09,1.0,0.0,
2021-09-16,0.9737,0.0,
2021-09-23,0.9772,0.0,
2021-09-29,0.9616,0.0,
2021-10-07,0.9458,-1.64,
2021-10-14,0.9662,0.0,
2021-10-21,0.9669,0.0,
2021-10-28,0.9716,0.0,
2021-11-04,0.9456,0.0,
2021-11-11,0.9605,0.0,
2021-11-17,0.9702,0.0,
2021-11-18,0.9698,-0.04,
2021-11-21,0.9899,2.07,
2021-11-22,0.9842,-0.58,
2021-11-23,0.9752,-0.91,
2021-11-24,0.9733,-0.19,
2021-11-25,0.9871,1.42,
2021-11-28,1.0024,1.55,
2021-11-29,1.0022,-0.02,
2021-11-30,0.9987,-0.35,
2021-12-01,0.9968,-0.19,
2021-12-02,0.995,-0.18,
2021-12-05,0.9755,-1.96,
2021-12-06,0.9514,-2.47,
2021-12-07,0.9664,1.58,
2021-12-08,0.9652,-0.12,
2021-12-09,0.9832,1.86,
2021-12-12,0.9906,0.75,
2021-12-13,0.9802,-1.05,
2021-12-14,0.964,-1.65,
2021-12-15,0.9631,-0.09,
2021-12-16,0.951,-1.26,
2021-12-19,0.9325,-1.95,
2021-12-20,0.9296,-0.31,
2021-12-21,0.927,-0.28,
2021-12-22,0.9213,-0.61,
2021-12-23,0.896,-2.75,
2021-12-26,0.8992,0.36,
2021-12-27,0.9234,2.69,
2021-12-28,0.9269,0.38,
2021-12-29,0.9268,-0.01,
2021-12-30,0.938,1.21,
2022-01-03,0.9099,-3.0,
2022-01-04,0.892,-1.97,
2022-01-05,0.8956,0.4,
2022-01-06,0.877,-2.08,
2022-01-09,0.8777,0.08,
2022-01-10,0.8687,-1.03,
2022-01-11,0.8812,1.44,
2022-01-12,0.8661,-1.71,
2022-01-13,0.8719,0.67,
2022-01-16,0.8777,0.67,
2022-01-17,0.8809,0.36,
2022-01-18,0.8671,-1.57,
2022-01-19,0.8614,-0.66,
2022-01-20,0.8588,-0.3,
2022-01-23,0.8779,2.22,
2022-01-24,0.8702,-0.88,
2022-01-25,0.8681,-0.24,
2022-01-26,0.8566,-1.32,
2022-01-27,0.8531,-0.41,
2022-02-06,0.85,-0.36,
2022-02-07,0.8259,-2.84,
2022-02-08,0.8271,0.15,
2022-02-09,0.8107,-1.98,
2022-02-10,0.8028,-0.97,
2022-02-13,0.8041,0.16,
2022-02-14,0.8269,2.84,
2022-02-15,0.831,0.5,
2022-02-16,0.8462,1.83,
2022-02-17,0.8458,-0.05,
2022-02-20,0.8467,0.11,
2022-02-21,0.8486,0.22,
2022-02-22,0.8634,1.74,
2022-02-23,0.8562,-0.83,
2022-02-24,0.8702,1.64,
2022-02-27,0.8794,1.06,
2022-02-28,0.8756,-0.43,
2022-03-01,0.8724,-0.37,
2022-03-02,0.8607,-1.34,
2022-03-03,0.8554,-0.62,
2022-03-06,0.835,-2.38,
2022-03-07,0.8215,-1.62,
2022-03-08,0.8141,-0.9,
2022-03-09,0.8281,1.72,
2022-03-10,0.8235,-0.56,
2022-03-13,0.809,-1.76,
2022-03-14,0.793,-1.98,
2022-03-15,0.8212,3.56,
2022-03-16,0.8289,0.94,
2022-03-17,0.8214,-0.9,
2022-03-20,0.8251,0.45,
2022-03-21,0.8149,-1.24,
2022-03-22,0.8277,1.57,
2022-03-23,0.8231,-0.56,
2022-03-24,0.804,-2.32,
2022-03-27,0.7943,-1.21,
2022-03-28,0.7971,0.35,
2022-03-29,0.812,1.87,
2022-03-30,0.7975,-1.79,
2022-03-31,0.7937,-0.48,
2022-04-05,0.7838,-1.25,
2022-04-06,0.7732,-1.35,
2022-04-07,0.7652,-1.03,
2022-04-10,0.7395,-3.36,
2022-04-11,0.7487,1.24,
2022-04-12,0.7373,-1.52,
2022-04-13,0.739,0.23,
2022-04-14,0.7446,0.76,
2022-04-17,0.7553,1.44,
2022-04-18,0.7444,-1.44,
2022-04-19,0.7318,-1.69,
2022-04-20,0.7165,-2.09,
2022-04-21,0.7148,-0.24,
2022-04-24,0.6856,-4.09,
2022-04-25,0.6909,0.77,
2022-04-26,0.7159,3.62,
2022-04-27,0.7197,0.53,
2022-04-28,0.7454,3.57,
2022-05-04,0.7442,-0.16,
2022-05-05,0.7306,-1.83,
2022-05-08,0.7342,0.49,
2022-05-09,0.7435,1.27,
2022-05-10,0.7628,2.6,
2022-05-11,0.7596,-0.42,
2022-05-12,0.7631,0.46,
2022-05-15,0.7538,-1.22,
2022-05-16,0.7722,2.44,
2022-05-17,0.7737,0.19,
2022-05-18,0.7813,0.98,
2022-05-19,0.7868,0.7,
2022-05-22,0.786,-0.1,
2022-05-23,0.7643,-2.76,
2022-05-24,0.77,0.75,
2022-05-25,0.7681,-0.25,
2022-05-26,0.7722,0.53,
2022-05-29,0.7759,0.48,
2022-05-30,0.7894,1.74,
2022-05-31,0.7789,-1.33,
2022-06-01,0.7874,1.09,
2022-06-05,0.8157,3.59,
2022-06-06,0.814,-0.21,
2022-06-07,0.8217,0.95,
2022-06-08,0.813,-1.06,
2022-06-09,0.8283,1.88,
2022-06-12,0.8174,-1.32,
2022-06-13,0.8098,-0.93,
2022-06-14,0.8058,-0.49,
2022-06-15,0.8165,1.33,
